rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
233,621020,Dansby Swanson,CHC,PIT,2026-07-25T22:40:00Z,Scheduled,9,Paul Skenes,694973,R,34.3,Longshot,Watch List,Projected Lineup,41.3,25.0,24.3,40.2,50.0,18.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","same-side matchup; pitcher baseline 6.0% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.04,44.51,90.08,100.221,0.4203,0.1848,0.3177,71.32,8.64,46.15,30.94,18.4,0.1884,6.01,38.56,87.95,0.3203,0.1155,23.71,,,PNC Park,
234,810938,Ben Williamson,TB,CLE,2026-07-25T22:10:00Z,Pre-Game,8,Tanner Bibee,676440,R,33.9,Longshot,Watch List,No major boost,12.2,45.8,41.1,52.4,50.0,18.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","same-side matchup; pitcher baseline 8.6% barrel, 22.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.18,35.88,87.6,98.6636,0.3318,0.081,0.2865,69.56,10.91,27.34,14.95,1.7,0.0738,8.59,39.33,89.27,0.4186,0.1702,27.76,None,72,Tropicana Field,
235,690984,Petey Halpin,CLE,TB,2026-07-25T22:10:00Z,Pre-Game,9,Nick Martinez,607259,R,33.8,Longshot,Watch List,Platoon Edge,9.4,34.7,41.1,44.8,80.0,54.7,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.1% barrel, 14.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.18,20.58,82.08,94.2568,0.2947,0.0917,0.2615,70.36,6.65,40.76,34.24,1.4,0.0896,7.07,33.24,87.46,0.4303,0.1572,28.33,None,72,Tropicana Field,
236,676391,Ernie Clement,TOR,BOS,2026-07-25T20:10:00Z,Pre-Game,6,Sonny Gray,543243,R,33.5,Longshot,Watch List,No major boost,6.4,37.0,43.7,76.2,50.0,15.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","same-side matchup; pitcher baseline 7.9% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.54,23.48,85.48,94.9966,0.3457,0.0902,0.2778,67.53,2.82,42.34,28.18,8.3,0.1245,7.91,37.83,88.97,0.3866,0.1432,23.27,In From RF,76,Fenway Park,
237,666023,Freddy Fermin,SD,MIA,2026-07-25T20:10:00Z,Pre-Game,9,Eury Pérez,691587,R,33.1,Longshot,Watch List,No major boost,10.0,51.0,35.0,44.8,50.0,32.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,12,0,Contact streak: 4/12 over last 7 games,"same-side matchup; pitcher baseline 11.2% barrel, 12.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.01,27.45,87.14,96.5486,0.2926,0.0928,0.2598,69.81,6.35,37.76,29.33,3.6,0.1069,11.17,41.6,88.89,0.387,0.1784,31.22,None,72,loanDepot park,
238,699393,Pedro Ramirez,CHC,PIT,2026-07-25T22:40:00Z,Scheduled,7,Paul Skenes,694973,R,33.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.6,23.8,24.3,59.8,75.0,37.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,0,Contact streak: 7/19 over last 7 games,"switch hitter; pitcher baseline 6.0% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.2,41.3,89.6,99.7292,0.347,0.096,0.283,72.5,22.5,31.7,20.6,1.0,0.148,6.01,38.56,87.95,0.3203,0.1155,23.71,,,PNC Park,
239,671976,Tristan Peters,CWS,HOU,2026-07-25T23:10:00Z,Pre-Game,7,Hunter Brown,686613,R,33.0,Longshot,Watch List,Platoon Edge,12.2,20.0,53.1,64.3,80.0,0.8,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","platoon edge; pitcher baseline 5.9% barrel, 8.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.43,33.91,87.22,97.8726,0.3194,0.0973,0.2579,69.35,5.11,42.4,18.69,4.2,0.1155,5.9,36.4,85.61,0.3306,0.1248,21.41,R To L,78,Rate Field,
240,667472,Dane Myers,CIN,STL,2026-07-25T23:15:00Z,Scheduled,8,Andre Pallante,669467,R,33.0,Longshot,Watch List,Projected Lineup,31.8,28.6,22.1,47.9,50.0,23.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,0,"Last 7 games: 5/18, 0 HR","same-side matchup; pitcher baseline 6.2% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.96,36.68,90.14,99.6992,0.4098,0.1561,0.3334,71.56,20.11,26.67,26.5,3.9,0.1106,6.25,36.12,88.08,0.3824,0.137,18.24,,,Busch Stadium,
241,665926,Andrés Giménez,TOR,BOS,2026-07-25T20:10:00Z,Pre-Game,8,Sonny Gray,543243,R,32.7,Longshot,Watch List,Platoon Edge,8.2,37.0,43.7,52.4,80.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,15,0,"Last 7 games: 1/15, 0 HR","platoon edge; pitcher baseline 7.9% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.77,24.76,86.23,95.9025,0.3344,0.0978,0.2793,68.39,4.72,38.59,23.02,7.0,0.1184,7.91,37.83,88.97,0.3866,0.1432,23.27,In From RF,76,Fenway Park,
242,670032,Nicky Lopez,TEX,SEA,2026-07-25T23:15:00Z,Pre-Game,8,Bryan Woo,693433,R,32.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",3.4,41.2,41.1,47.9,80.0,32.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,21,0,Contact streak: 7/21 over last 7 games,"platoon edge; pitcher baseline 7.6% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,28.52,85.15,95.6642,0.2788,0.0412,0.2617,66.79,0.75,35.13,11.16,0.7,0.0308,7.63,42.43,89.45,0.3793,0.1492,28.62,None,72,Globe Life Field,
243,676609,José Caballero,NYY,PHI,2026-07-25T22:05:00Z,Pre-Game,8,Tim Mayza,641835,L,32.2,Longshot,Watch List,Platoon Edge,8.0,32.5,48.8,52.4,78.0,2.5,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 3.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.29,26.89,84.46,96.4265,0.3278,0.1059,0.2773,68.96,8.08,40.83,21.38,8.5,0.1327,6.64,45.53,89.36,0.3609,0.1335,20.01,In From RF,81,Citizens Bank Park,
244,700337,Edgar Quero,CWS,HOU,2026-07-25T23:10:00Z,Pre-Game,9,Hunter Brown,686613,R,32.1,Longshot,Watch List,Platoon Edge,18.0,19.1,53.1,44.8,75.0,12.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","switch hitter; pitcher baseline 5.9% barrel, 8.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.93,38.04,90.75,99.0692,0.3124,0.096,0.2704,68.34,3.08,30.08,25.57,2.9,0.0586,5.9,36.4,85.61,0.3306,0.1248,21.41,R To L,78,Rate Field,
245,691740,Daniel Susac,SF,LAA,2026-07-25T20:05:00Z,Warmup,9,Ryan Johnson,696270,R,30.8,Longshot,Watch List,No major boost,12.7,39.4,42.8,44.8,50.0,0.8,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,16,0,"Last 7 games: 2/16, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.5,29.5,86.4,97.0158,0.348,0.088,0.293,68.9,4.1,43.2,29.5,0.0,0.07,8.08,35.86,87.26,0.4248,0.1784,33.46,Varies,66,Oracle Park,
246,702332,Caleb Durbin,BOS,TOR,2026-07-25T20:10:00Z,Pre-Game,6,Dylan Cease,656302,R,30.8,Longshot,Watch List,No major boost,5.9,21.4,43.7,76.2,50.0,40.7,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","same-side matchup; pitcher baseline 6.4% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.02,27.88,84.64,96.1984,0.3368,0.0958,0.2917,68.81,5.12,41.72,18.7,10.3,0.1506,6.36,34.35,86.8,0.3149,0.1128,22.81,In From RF,76,Fenway Park,
247,608348,Carson Kelly,CHC,PIT,2026-07-25T22:40:00Z,Scheduled,8,Paul Skenes,694973,R,30.5,Longshot,Watch List,Projected Lineup,29.3,25.0,24.3,47.9,50.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,21,0,"Last 7 games: 2/21, 0 HR","same-side matchup; pitcher baseline 6.0% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.22,38.55,88.24,99.0767,0.3949,0.1547,0.3224,70.89,8.89,38.31,24.52,9.3,0.1363,6.01,38.56,87.95,0.3203,0.1155,23.71,,,PNC Park,
248,805367,Chase Meidroth,CWS,HOU,2026-07-25T23:10:00Z,Pre-Game,8,Hunter Brown,686613,R,30.5,Longshot,Watch List,No major boost,12.4,20.0,53.1,52.4,50.0,36.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,0,Contact streak: 9/25 over last 7 games,"same-side matchup; pitcher baseline 5.9% barrel, 8.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.56,35.33,87.99,97.4398,0.3295,0.0898,0.293,67.12,1.18,37.77,19.21,6.4,0.0943,5.9,36.4,85.61,0.3306,0.1248,21.41,R To L,78,Rate Field,
249,644433,Chadwick Tromp,BAL,ATL,2026-07-25T23:05:00Z,Pre-Game,9,Bryce Elder,693821,R,30.0,Longshot,Watch List,No major boost,7.6,40.6,43.1,44.8,50.0,10.1,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,0,"Last 7 games: 3/16, 0 HR","same-side matchup; pitcher baseline 6.5% barrel, 19.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.01,28.87,86.07,95.9301,0.2581,0.0705,0.199,70.91,10.83,27.33,22.87,0.3,0.0766,6.54,41.07,90.0,0.4081,0.1561,26.36,In From RF,82,Oriole Park at Camden Yards,
250,663538,Nico Hoerner,CHC,PIT,2026-07-25T22:40:00Z,Scheduled,6,Paul Skenes,694973,R,28.9,Longshot,Watch List,Projected Lineup,8.3,25.0,24.3,71.7,50.0,40.1,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,31,0,Contact streak: 12/31 over last 7 games,"same-side matchup; pitcher baseline 6.0% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.28,28.62,86.28,96.2841,0.3735,0.0822,0.3213,68.36,1.76,33.08,21.56,4.9,0.0935,6.01,38.56,87.95,0.3203,0.1155,23.71,,,PNC Park,
251,657136,Connor Wong,BOS,TOR,2026-07-25T20:10:00Z,Pre-Game,9,Dylan Cease,656302,R,26.9,Longshot,Watch List,No major boost,12.9,21.4,43.7,44.8,50.0,3.4,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,0,"Last 7 games: 2/14, 0 HR","same-side matchup; pitcher baseline 6.4% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.87,34.36,85.78,98.6413,0.3181,0.0908,0.2912,72.44,24.74,38.63,21.74,0.7,0.076,6.36,34.35,86.8,0.3149,0.1128,22.81,In From RF,76,Fenway Park,
252,695490,Edwin Arroyo,CIN,STL,2026-07-25T23:15:00Z,Scheduled,9,Andre Pallante,669467,R,26.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",9.2,27.2,22.1,40.2,75.0,32.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,18,0,Contact streak: 6/18 over last 7 games,"switch hitter; pitcher baseline 6.2% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.1,26.6,87.6,96.0884,0.374,0.077,0.316,69.3,5.4,43.6,17.0,0.0,0.043,6.25,36.12,88.08,0.3824,0.137,18.24,,,Busch Stadium,
