rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
232,680700,Richie Palacios,TB,SEA,2026-08-09T01:50:00Z,Scheduled,8,George Kirby,669923,R,33.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.8,42.4,25.4,47.9,80.0,20.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,15,1,"Last 7 games: 2/15, 1 HR","platoon edge; pitcher baseline 7.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.85,32.13,87.1,96.7923,0.3646,0.1018,0.3229,68.77,3.24,35.06,20.7,3.8,0.1155,7.9,42.5,90.04,0.4004,0.1458,25.64,,,T-Mobile Park,
233,553869,Elias Diaz,TEX,BAL,2026-08-08T23:15:00Z,Scheduled,8,Kyle Bradish,680694,R,33.6,Longshot,Watch List,Projected Lineup,25.2,35.4,27.6,47.9,50.0,28.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,1,"Last 7 games: 3/16, 1 HR","same-side matchup; pitcher baseline 8.5% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.34,37.16,86.65,99.3324,0.3536,0.1299,0.2673,74.41,44.07,39.19,28.71,6.2,0.1676,8.52,37.99,88.61,0.3662,0.1401,22.87,,,Globe Life Field,
234,675961,Alika Williams,ATH,BOS,2026-08-08T20:10:00Z,Pre-Game,8,Jake Bennett,687562,L,33.4,Longshot,Watch List,"Projected Lineup, Good Environment, Platoon Edge",7.6,23.1,74.7,47.9,78.0,8.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,0,"Last 7 games: 3/17, 0 HR","platoon edge; pitcher baseline 5.1% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.1,33.7,85.2,97.1714,0.28,0.067,0.231,69.6,4.0,39.8,21.5,2.0,0.13,5.1,36.3,87.8,0.358,0.131,24.7,Out To RF,88,Fenway Park,
235,676391,Ernie Clement,TOR,PHI,2026-08-08T22:05:00Z,Scheduled,7,Aaron Nola,605400,R,33.4,Longshot,Watch List,Projected Lineup,6.2,50.6,34.3,59.8,50.0,23.4,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,1,"Last 7 games: 4/26, 1 HR","same-side matchup; pitcher baseline 9.7% barrel, 25.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.47,22.5,85.41,94.8089,0.3429,0.0895,0.275,67.46,2.68,42.69,28.32,9.0,0.1252,9.73,42.04,88.91,0.4268,0.1801,27.95,,,Citizens Bank Park,
236,686797,Brooks Lee,MIN,MIL,2026-08-08T23:10:00Z,Scheduled,8,Robert Gasser,688107,L,33.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",17.7,34.7,27.6,47.9,75.0,25.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","switch hitter; pitcher baseline 7.9% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.26,33.6,87.9,97.4153,0.3369,0.112,0.275,69.92,8.28,42.13,28.02,16.0,0.162,7.88,35.79,88.27,0.3897,0.1614,27.17,,,American Family Field,
237,703601,Max Clark,DET,SF,2026-08-08T23:15:00Z,Scheduled,7,Landen Roupp,694738,R,33.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",21.9,20.5,19.3,59.8,80.0,48.5,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,1,Contact streak: 9/28 over last 7 games,"platoon edge; pitcher baseline 5.7% barrel, 9.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,43.8,88.4,98.5375,0.347,0.089,0.329,73.2,29.3,18.8,31.3,1.0,0.179,5.68,31.74,87.07,0.3562,0.1204,21.12,,,Oracle Park,
238,666152,David Hamilton,MIL,MIN,2026-08-08T23:10:00Z,Scheduled,9,Taj Bradley,671737,R,32.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",11.8,48.0,27.6,40.2,80.0,10.6,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,0,"Last 7 games: 4/21, 0 HR","platoon edge; pitcher baseline 8.9% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.46,27.73,86.88,96.8655,0.3029,0.096,0.2642,69.87,7.29,34.27,26.79,3.9,0.1028,8.87,43.75,90.46,0.3889,0.1582,28.98,,,American Family Field,
239,593428,Xander Bogaerts,SD,HOU,2026-08-08T23:15:00Z,Scheduled,8,Peter Lambert,663567,R,32.9,Longshot,Watch List,Projected Lineup,26.6,32.8,22.6,47.9,50.0,32.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,21,0,Contact streak: 7/21 over last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.99,39.55,88.51,99.8089,0.3843,0.1306,0.3221,72.31,27.66,43.94,22.92,9.6,0.1077,6.5,37.7,88.9,0.343,0.14,33.6,,,Petco Park,
240,669364,Xavier Edwards,MIA,LAA,2026-08-08T20:10:00Z,Pre-Game,2,Walbert Ureña,700712,R,32.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",9.6,13.2,35.0,100.0,75.0,7.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","switch hitter; pitcher baseline 4.9% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.9,28.98,86.87,96.6048,0.3586,0.0949,0.3118,68.02,2.61,29.78,21.7,5.1,0.0952,4.9,33.2,86.9,0.294,0.095,22.0,None,72,loanDepot park,
241,691011,Drew Romo,CWS,CLE,2026-08-08T23:15:00Z,Scheduled,9,Gavin Williams,668909,R,32.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",8.6,54.6,27.6,40.2,75.0,3.4,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","switch hitter; pitcher baseline 10.8% barrel, 21.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.0,25.0,83.6,94.8593,0.1869,0.0693,0.1645,68.49,3.36,38.0,34.0,3.5,0.1008,10.75,47.52,90.54,0.4071,0.1768,25.79,,,Rate Field,
242,593871,Jorge Polanco,NYM,PIT,2026-08-08T22:40:00Z,Scheduled,8,Bubba Chandler,696149,R,32.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.1,33.7,24.3,47.9,75.0,18.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,24,1,"Last 7 games: 2/24, 1 HR","switch hitter; pitcher baseline 7.0% barrel, 7.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.54,34.32,87.16,98.2369,0.3303,0.1245,0.2618,69.94,6.84,46.65,25.06,9.2,0.1362,6.95,38.32,89.29,0.3814,0.1518,25.95,,,PNC Park,
243,806198,Cooper Pratt,MIL,MIN,2026-08-08T23:10:00Z,Scheduled,8,Taj Bradley,671737,R,32.4,Longshot,Watch List,Projected Lineup,14.0,48.0,27.6,47.9,50.0,17.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","same-side matchup; pitcher baseline 8.9% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.8,29.9,87.7,96.9153,0.363,0.098,0.325,70.3,8.0,32.7,22.4,2.0,0.099,8.87,43.75,90.46,0.3889,0.1582,28.98,,,American Family Field,
244,664702,Myles Straw,TOR,PHI,2026-08-08T22:05:00Z,Scheduled,9,Aaron Nola,605400,R,32.2,Longshot,Watch List,Projected Lineup,11.2,50.6,34.3,40.2,50.0,21.1,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,0,"Last 7 games: 6/23, 0 HR","same-side matchup; pitcher baseline 9.7% barrel, 25.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.62,26.47,86.43,96.0177,0.3636,0.1053,0.2971,68.33,5.59,36.57,28.23,3.3,0.1113,9.73,42.04,88.91,0.4268,0.1801,27.95,,,Citizens Bank Park,
245,595978,Austin Hedges,CLE,CWS,2026-08-08T23:15:00Z,Scheduled,8,Anthony Kay,641743,L,31.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",13.4,39.0,27.6,47.9,78.0,5.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","platoon edge; pitcher baseline 8.6% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.24,31.71,87.08,97.8443,0.3162,0.0972,0.2742,70.03,10.16,50.54,24.01,4.3,0.1209,8.6,39.5,88.4,0.406,0.143,21.9,,,Rate Field,
246,696285,Jacob Young,WSH,CIN,2026-08-08T22:45:00Z,Scheduled,9,Chase Burns,695505,R,31.7,Longshot,Watch List,Projected Lineup,18.9,39.5,28.2,40.2,50.0,32.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,18,0,Contact streak: 6/18 over last 7 games,"same-side matchup; pitcher baseline 8.7% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.98,34.06,88.16,98.198,0.3752,0.1132,0.3124,69.0,2.02,34.79,23.09,6.9,0.1239,8.73,39.54,89.43,0.3532,0.1432,29.29,,,Nationals Park,
247,802415,Chandler Simpson,TB,SEA,2026-08-09T01:50:00Z,Scheduled,7,George Kirby,669923,R,31.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",0.3,42.4,25.4,59.8,80.0,37.6,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,0,Contact streak: 10/27 over last 7 games,"platoon edge; pitcher baseline 7.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,15.2,84.09,93.0822,0.3073,0.0389,0.2739,64.73,0.58,27.99,12.79,0.0,0.0549,7.9,42.5,90.04,0.4004,0.1458,25.64,,,T-Mobile Park,
248,669134,Luis Campusano,SD,HOU,2026-08-08T23:15:00Z,Scheduled,9,Peter Lambert,663567,R,31.0,Longshot,Watch List,Projected Lineup,22.4,32.8,22.6,40.2,50.0,44.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,0,Contact streak: 10/24 over last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.95,40.57,88.08,99.2646,0.3109,0.1085,0.3039,72.68,26.7,47.89,19.24,2.8,0.1323,6.5,37.7,88.9,0.343,0.14,33.6,,,Petco Park,
249,683083,Nasim Nunez,WSH,CIN,2026-08-08T22:45:00Z,Scheduled,7,Chase Burns,695505,R,30.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",4.9,38.4,28.2,59.8,75.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,24,0,"Last 7 games: 2/24, 0 HR","switch hitter; pitcher baseline 8.7% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.69,27.57,85.8,95.9401,0.2991,0.0727,0.2771,68.74,4.98,31.92,18.26,1.9,0.0776,8.73,39.54,89.43,0.3532,0.1432,29.29,,,Nationals Park,
250,678391,Jorbit Vivas,WSH,CIN,2026-08-08T22:45:00Z,Scheduled,8,Chase Burns,695505,R,29.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.5,39.5,28.2,47.9,80.0,7.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,12,0,"Last 7 games: 2/12, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.72,28.24,83.87,95.4872,0.3247,0.0806,0.2996,69.53,3.82,43.14,21.46,2.4,0.0904,8.73,39.54,89.43,0.3532,0.1432,29.29,,,Nationals Park,
251,677587,Brayan Rocchio,CLE,CWS,2026-08-08T23:15:00Z,Scheduled,9,Anthony Kay,641743,L,29.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",13.1,37.5,27.6,40.2,75.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,24,0,"Last 7 games: 2/24, 0 HR","switch hitter; pitcher baseline 8.6% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.09,31.79,86.88,97.1889,0.3482,0.1046,0.2943,70.0,7.29,43.92,24.67,7.8,0.1168,8.6,39.5,88.4,0.406,0.143,21.9,,,Rate Field,
252,679845,Nick Loftin,KC,CHC,2026-08-08T23:10:00Z,Scheduled,7,Clay Holmes,605280,R,29.6,Longshot,Watch List,Projected Lineup,16.8,30.9,23.2,59.8,50.0,5.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","same-side matchup; pitcher baseline 5.8% barrel, 6.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.97,30.36,87.22,96.8608,0.3541,0.1165,0.3003,69.05,4.89,45.27,27.87,4.7,0.1476,5.75,43.49,89.77,0.3744,0.1255,20.86,,,Kauffman Stadium,
253,666163,Ben Rortvedt,LAD,AZ,2026-08-09T00:10:00Z,Scheduled,9,Brandon Pfaadt,694297,R,29.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.3,43.9,28.2,40.2,80.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,3,0,2,0,"Last 3 games: 0/2, 0 HR","platoon edge; pitcher baseline 9.0% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.99,5.88,86.73,93.1339,0.1606,0.0263,0.1462,69.26,1.47,47.39,6.21,0.3,0.0159,9.01,39.29,89.54,0.4198,0.1666,22.29,,,Chase Field,
254,664728,Kyle Isbel,KC,CHC,2026-08-08T23:10:00Z,Scheduled,9,Clay Holmes,605280,R,28.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",13.0,30.9,23.2,40.2,80.0,13.6,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","platoon edge; pitcher baseline 5.8% barrel, 6.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.51,34.7,88.43,98.9844,0.3082,0.0791,0.2636,71.31,14.74,32.11,17.4,3.3,0.1022,5.75,43.49,89.77,0.3744,0.1255,20.86,,,Kauffman Stadium,
255,,Kaelen Culpepper,MIN,MIL,2026-08-08T23:10:00Z,Scheduled,9,Robert Gasser,688107,L,28.1,Longshot,Watch List,Projected Lineup,6.4,34.7,27.6,40.2,60.0,50.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H: P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,,,,,Recent form unavailable,"handedness incomplete; pitcher baseline 7.9% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,,,,,,,,,,,,,7.88,35.79,88.27,0.3897,0.1614,27.17,,,American Family Field,
256,670764,Taylor Walls,TB,SEA,2026-08-09T01:50:00Z,Scheduled,9,George Kirby,669923,R,27.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.3,40.8,25.4,40.2,75.0,2.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","switch hitter; pitcher baseline 7.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.71,22.9,85.81,95.3457,0.267,0.0752,0.2519,68.35,2.34,37.77,28.63,1.2,0.0752,7.9,42.5,90.04,0.4004,0.1458,25.64,,,T-Mobile Park,
257,670032,Nicky Lopez,TEX,BAL,2026-08-08T23:15:00Z,Scheduled,9,Kyle Bradish,680694,R,26.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",2.2,35.4,27.6,40.2,80.0,3.4,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","platoon edge; pitcher baseline 8.5% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,27.47,84.66,95.2688,0.2648,0.0398,0.2554,66.51,0.75,33.94,11.02,0.7,0.0245,8.52,37.99,88.61,0.3662,0.1401,22.87,,,Globe Life Field,
258,683766,Christian Koss,SF,DET,2026-08-08T23:15:00Z,Scheduled,9,Jackson Jobe,695549,R,26.2,Longshot,Watch List,Projected Lineup,4.8,47.4,19.3,40.2,50.0,4.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","same-side matchup; pitcher baseline 8.7% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.62,26.25,84.66,96.1375,0.2746,0.0704,0.2361,69.65,6.0,45.09,22.2,0.9,0.0445,8.7,43.3,89.1,0.438,0.196,28.0,,,Oracle Park,
259,656716,Zach McKinstry,DET,SF,2026-08-08T23:15:00Z,Scheduled,9,Landen Roupp,694738,R,25.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",7.8,20.5,19.3,40.2,80.0,42.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,20,0,Contact streak: 8/20 over last 7 games,"platoon edge; pitcher baseline 5.7% barrel, 9.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.65,25.46,85.56,95.9241,0.3384,0.0935,0.2959,68.13,4.35,40.12,26.95,6.4,0.13,5.68,31.74,87.07,0.3562,0.1204,21.12,,,Oracle Park,
260,691594,Javier Sanoja,MIA,LAA,2026-08-08T20:10:00Z,Pre-Game,9,Walbert Ureña,700712,R,25.2,Longshot,Watch List,No major boost,9.8,13.8,35.0,44.8,50.0,52.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,1,Contact streak: 8/23 over last 7 games,"same-side matchup; pitcher baseline 4.9% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.87,31.99,87.24,97.2938,0.3336,0.0774,0.2785,69.07,6.39,37.73,19.18,4.6,0.1418,4.9,33.2,86.9,0.294,0.095,22.0,None,72,loanDepot park,
261,595879,Javier Baez,DET,SF,2026-08-08T23:15:00Z,Scheduled,8,Landen Roupp,694738,R,24.6,Longshot,Watch List,Projected Lineup,12.3,20.5,19.3,47.9,50.0,30.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,31,0,Contact streak: 10/31 over last 7 games,"same-side matchup; pitcher baseline 5.7% barrel, 9.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.19,32.2,85.96,97.0868,0.3443,0.0912,0.2766,72.94,28.77,41.69,22.19,5.0,0.1196,5.68,31.74,87.07,0.3562,0.1204,21.12,,,Oracle Park,
