rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
256,703520,Brett Bateman,TOR,CLE,2026-09-02T22:40:00Z,Scheduled,1,Joey Cantillo,676282,L,31.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",1.3,35.1,27.6,88.7,50.0,28.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,0,"Last 7 games: 8/26, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 13.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,17.2,82.7,93.4638,0.286,0.049,0.269,68.3,2.5,28.1,7.8,0.0,0.073,7.48,39.7,88.45,0.3651,0.1361,26.67,,,Progressive Field,
257,676391,Ernie Clement,TOR,CLE,2026-09-02T22:40:00Z,Scheduled,6,Joey Cantillo,676282,L,31.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",4.9,35.1,27.6,71.7,78.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,0,"Last 7 games: 2/22, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 13.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.26,21.8,84.92,94.5536,0.3366,0.0853,0.2722,67.39,2.68,40.52,27.41,9.0,0.1161,7.48,39.7,88.45,0.3651,0.1361,26.67,,,Progressive Field,
258,665877,Jose Fermin,STL,LAD,2026-09-03T02:10:00Z,Scheduled,1,Yoshinobu Yamamoto,808967,R,31.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",10.4,26.2,27.6,88.7,50.0,8.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","same-side matchup; pitcher baseline 6.1% barrel, 15.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.75,31.01,86.61,96.5464,0.3502,0.0927,0.3054,68.07,3.16,48.67,25.22,4.5,0.1207,6.12,37.32,87.95,0.3292,0.1179,23.08,,,UNIQLO Field at Dodger Stadium,
259,693304,Nick Gonzales,PIT,SF,2026-09-02T22:40:00Z,Scheduled,6,Landen Roupp,694738,R,30.6,Longshot,Watch List,Projected Lineup,15.7,23.5,24.3,71.7,50.0,32.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,0,Contact streak: 9/27 over last 7 games,"same-side matchup; pitcher baseline 6.2% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.31,35.65,86.91,98.1884,0.3799,0.1056,0.3155,70.71,12.66,37.01,21.05,5.7,0.0922,6.24,31.74,86.93,0.3653,0.1281,22.87,,,PNC Park,
260,664702,Myles Straw,TOR,CLE,2026-09-02T22:40:00Z,Scheduled,9,Joey Cantillo,676282,L,30.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",9.9,35.1,27.6,40.2,78.0,35.6,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,14,0,Contact streak: 5/14 over last 7 games,"platoon edge; pitcher baseline 7.5% barrel, 13.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.48,26.05,86.22,95.8012,0.3559,0.1032,0.295,68.12,5.17,34.75,27.04,3.3,0.1106,7.48,39.7,88.45,0.3651,0.1361,26.67,,,Progressive Field,
261,645305,Ali Sanchez,NYY,LAA,2026-09-03T01:38:00Z,Scheduled,9,Reid Detmers,672282,L,30.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",11.9,38.9,28.2,40.2,78.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,7,0,"Last 7 games: 0/7, 0 HR","platoon edge; pitcher baseline 7.8% barrel, 13.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.75,29.86,84.31,96.1167,0.3246,0.0917,0.2536,70.14,8.19,37.14,19.84,0.7,0.0793,7.85,39.44,90.03,0.3637,0.1411,27.85,,,Angel Stadium,
262,694378,Jacob Gonzalez,PIT,SF,2026-09-02T22:40:00Z,Scheduled,9,Landen Roupp,694738,R,29.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.8,23.5,24.3,40.2,80.0,10.1,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,0,"Last 7 games: 3/16, 0 HR","platoon edge; pitcher baseline 6.2% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.4,35.9,87.8,98.6941,0.392,0.136,0.308,71.2,14.6,43.2,25.3,6.0,0.144,6.24,31.74,86.93,0.3653,0.1281,22.87,,,PNC Park,
263,691011,Drew Romo,CWS,HOU,2026-09-03T00:10:00Z,Scheduled,9,Hayden Wesneski,669713,R,28.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",9.2,36.9,27.6,40.2,75.0,8.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,0,"Last 7 games: 3/17, 0 HR","switch hitter; pitcher baseline 7.7% barrel, 3.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.1,26.5,84.4,95.5483,0.2065,0.0742,0.1834,68.49,3.64,37.9,30.3,4.9,0.1036,7.7,40.77,89.35,0.3968,0.1529,24.95,,,Daikin Park,
264,683227,Cody Freeman,TEX,ATH,2026-09-02T18:35:00Z,Warmup,8,Jacob Lopez,682052,L,28.5,Longshot,Watch List,Platoon Edge,0.6,22.4,42.1,52.4,78.0,44.1,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","platoon edge; pitcher baseline 5.8% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.59,23.0,84.06,94.7017,0.277,0.0695,0.2514,66.95,0.45,41.32,19.58,1.6,0.1,5.83,30.89,84.94,0.3431,0.1352,33.39,None,74,Globe Life Field,
265,663538,Nico Hoerner,CHC,MIL,2026-09-02T23:40:00Z,Scheduled,6,Jacob Misiorowski,694819,R,28.5,Longshot,Watch List,Projected Lineup,8.6,18.6,29.8,71.7,50.0,43.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","same-side matchup; pitcher baseline 4.9% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.7,28.83,86.14,96.2507,0.3805,0.0836,0.3234,68.33,1.76,32.52,21.7,7.7,0.0977,4.89,34.63,87.67,0.2782,0.1003,26.41,,,Wrigley Field,
266,801501,Nate Furman,SF,PIT,2026-09-02T22:40:00Z,Scheduled,8,Bubba Chandler,696149,R,27.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",0.2,34.2,24.3,47.9,80.0,32.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,12,0,Contact streak: 4/12 over last 7 games,"platoon edge; pitcher baseline 6.7% barrel, 8.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,20.0,83.9,93.5158,0.234,0.035,0.256,66.3,0.0,40.0,13.3,0.0,0.0,6.74,39.16,89.22,0.3814,0.149,25.74,,,PNC Park,
267,683766,Christian Koss,SF,PIT,2026-09-02T22:40:00Z,Scheduled,9,Bubba Chandler,696149,R,27.4,Longshot,Watch List,Projected Lineup,12.5,34.2,24.3,40.2,50.0,26.4,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","same-side matchup; pitcher baseline 6.7% barrel, 8.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.58,31.71,85.92,97.9004,0.311,0.0928,0.2543,69.79,6.49,39.0,17.93,1.6,0.0753,6.74,39.16,89.22,0.3814,0.149,25.74,,,PNC Park,
268,663968,Jake Mangum,PIT,SF,2026-09-02T22:40:00Z,Scheduled,7,Landen Roupp,694738,R,26.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",6.1,22.3,24.3,59.8,75.0,4.5,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","switch hitter; pitcher baseline 6.2% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.21,29.34,86.04,96.7079,0.3276,0.0801,0.2809,67.58,3.87,28.07,15.35,3.7,0.0818,6.24,31.74,86.93,0.3653,0.1281,22.87,,,PNC Park,
269,677587,Brayan Rocchio,CLE,TOR,2026-09-02T22:40:00Z,Scheduled,9,Dylan Cease,656302,R,26.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",13.8,19.5,27.6,40.2,75.0,10.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,0,"Last 7 games: 5/26, 0 HR","switch hitter; pitcher baseline 6.2% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.09,32.28,87.09,97.2872,0.3503,0.106,0.2922,69.93,7.08,43.78,25.51,8.5,0.1126,6.15,33.86,86.73,0.3023,0.1093,25.68,,,Progressive Field,
270,623168,Tyler Heineman,LAA,NYY,2026-09-03T01:38:00Z,Scheduled,9,Cam Schlittler,693645,R,24.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",0.4,33.7,28.2,40.2,75.0,2.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,15,0,"Last 7 games: 2/15, 0 HR","switch hitter; pitcher baseline 7.9% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.45,14.91,82.23,92.3403,0.2741,0.0552,0.252,65.54,0.49,44.55,21.96,1.6,0.0745,7.92,39.71,88.51,0.3497,0.1337,26.74,,,Angel Stadium,
