rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
115,670623,Isaac Paredes,HOU,ATH,2026-09-25T01:40:00Z,Scheduled,3,Mason Barnett,686930,R,42.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",18.1,47.1,30.9,92.1,50.0,68.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.5% barrel, 9.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.32,30.59,86.42,97.0108,0.3744,0.1327,0.3221,67.74,7.64,51.79,31.22,22.1,0.1872,9.54,39.77,89.34,0.4207,0.1726,31.27,,,Sutter Health Park,
116,643289,Mauricio Dubón,ATL,CIN,2026-09-24T23:15:00Z,Pre-Game,5,Brady Singer,663903,R,42.7,Longshot,Watch List,No major boost,9.8,54.8,52.9,86.4,50.0,35.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,0,Contact streak: 10/28 over last 7 games,"same-side matchup; pitcher baseline 9.9% barrel, 27.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.09,28.4,85.83,96.1871,0.3604,0.0994,0.2955,68.87,4.1,31.82,25.72,9.8,0.1175,9.89,42.31,90.79,0.4489,0.18,26.86,L To R,71,Truist Park,
117,687093,Vaughn Grissom,LAA,SEA,2026-09-25T01:40:00Z,Scheduled,4,Bryan Woo,693433,R,42.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",25.5,41.6,25.4,90.4,50.0,62.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.6% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.0,35.9,87.5,98.6516,0.383,0.139,0.311,70.9,16.2,39.8,24.9,13.0,0.151,7.63,42.5,89.31,0.3807,0.1492,27.36,,,T-Mobile Park,
118,642350,Jose Siri,LAA,SEA,2026-09-25T01:40:00Z,Scheduled,8,Bryan Woo,693433,R,42.5,Longshot,Watch List,"Projected Lineup, Strong Barrel",47.1,41.6,25.4,47.9,50.0,37.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 20.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,15.1,39.74,87.91,99.6298,0.3683,0.1847,0.2708,73.08,33.89,32.46,41.92,6.3,0.1355,7.63,42.5,89.31,0.3807,0.1492,27.36,,,T-Mobile Park,
119,691594,Javier Sanoja,MIA,CHC,2026-09-24T18:20:00Z,In Progress,4,Matthew Boyd,571510,L,42.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",11.3,41.3,38.3,94.9,78.0,50.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,1,Contact streak: 9/27 over last 7 games,"platoon edge; pitcher baseline 8.4% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.43,32.83,87.38,97.5092,0.3525,0.0865,0.2904,69.0,6.88,38.15,19.39,8.8,0.1593,8.37,38.14,88.43,0.4176,0.1601,26.2,In From CF,65,Wrigley Field,
120,543760,Marcus Semien,NYM,TEX,2026-09-24T18:35:00Z,In Progress,6,Kumar Rocker,677958,R,42.2,Longshot,Watch List,No major boost,23.6,48.7,42.1,76.2,50.0,24.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,1,"Last 7 games: 4/25, 1 HR","same-side matchup; pitcher baseline 8.9% barrel, 17.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.17,34.16,87.18,97.4194,0.3845,0.1418,0.3075,68.57,3.48,46.21,32.84,15.0,0.1284,8.93,42.39,89.8,0.4392,0.178,23.7,None,74,Globe Life Field,
121,800050,Chase DeLauter,CLE,BOS,2026-09-24T22:45:00Z,Pre-Game,3,Ranger Suarez,624133,L,42.1,Longshot,Watch List,Premium Lineup Spot,34.7,20.1,38.2,96.6,50.0,40.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","same-side matchup; pitcher baseline 5.4% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.1,46.4,91.3,101.2935,0.427,0.148,0.346,71.5,18.7,37.5,19.6,15.0,0.165,5.43,32.78,86.71,0.3538,0.1131,23.47,In From CF,59,Fenway Park,
122,608070,José Ramírez,CLE,BOS,2026-09-24T22:45:00Z,Pre-Game,2,Ranger Suarez,624133,L,42.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",26.0,19.0,38.2,100.0,75.0,46.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,1,"Last 7 games: 9/29, 1 HR","switch hitter; pitcher baseline 5.4% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.11,37.91,88.62,99.2508,0.4103,0.1382,0.3315,70.34,12.91,50.69,28.29,17.4,0.1619,5.43,32.78,86.71,0.3538,0.1131,23.47,In From CF,59,Fenway Park,
123,647304,Josh Naylor,SEA,LAA,2026-09-25T01:40:00Z,Scheduled,6,Grayson Rodriguez,680570,R,42.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",22.7,53.6,25.4,71.7,80.0,13.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,0,"Last 7 games: 6/29, 0 HR","platoon edge; pitcher baseline 8.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.23,37.77,87.73,98.9811,0.3977,0.1282,0.318,70.34,11.68,41.43,22.22,13.0,0.1131,8.9,45.1,90.2,0.468,0.192,27.6,,,T-Mobile Park,
124,669221,Sean Murphy,ATL,CIN,2026-09-24T23:15:00Z,Pre-Game,9,Brady Singer,663903,R,41.9,Longshot,Watch List,No major boost,30.4,54.8,52.9,44.8,50.0,0.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,23,0,"Last 7 games: 1/23, 0 HR","same-side matchup; pitcher baseline 9.9% barrel, 27.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.41,38.76,87.35,100.6162,0.3387,0.1475,0.2706,72.46,28.4,48.0,25.23,6.9,0.1533,9.89,42.31,90.79,0.4489,0.18,26.86,L To R,71,Truist Park,
125,620443,Luis Torrens,NYM,TEX,2026-09-24T18:35:00Z,In Progress,8,Kumar Rocker,677958,R,41.8,Longshot,Watch List,No major boost,31.2,48.7,42.1,52.4,50.0,33.7,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,1,"Last 7 games: 4/18, 1 HR","same-side matchup; pitcher baseline 8.9% barrel, 17.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.2,43.2,89.27,99.6047,0.3945,0.1492,0.3058,70.35,7.57,31.08,21.53,7.8,0.1512,8.93,42.39,89.8,0.4392,0.178,23.7,None,74,Globe Life Field,
126,686765,Nick Sogard,BOS,CLE,2026-09-24T22:45:00Z,Pre-Game,1,Daniel Espino,682982,R,41.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",15.5,43.2,38.2,93.2,75.0,14.1,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","switch hitter; pitcher baseline 13.3% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.25,30.57,86.56,96.9378,0.361,0.1121,0.3076,68.78,3.82,44.19,24.58,3.5,0.1218,13.3,36.7,85.0,0.352,0.15,36.7,In From CF,59,Fenway Park,
127,678662,Ezequiel Tovar,COL,AZ,2026-09-24T19:10:00Z,In Progress,9,Eduardo Rodriguez,593958,L,41.5,Longshot,Watch List,Platoon Edge,29.2,37.8,48.7,44.8,78.0,44.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,17,1,"Last 7 games: 5/17, 1 HR","platoon edge; pitcher baseline 7.7% barrel, 20.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.62,34.63,87.93,99.0298,0.3906,0.1534,0.2917,71.95,20.96,36.91,29.92,11.1,0.1344,7.71,33.66,87.57,0.4181,0.1657,27.26,In From RF,70,Coors Field,
128,686681,Michael Massey,KC,CWS,2026-09-24T18:10:00Z,In Progress,5,David Sandlin,689818,R,41.4,Longshot,Watch List,Platoon Edge,26.8,31.5,30.2,86.4,80.0,23.4,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,1,"Last 7 games: 4/26, 1 HR","platoon edge; pitcher baseline 8.2% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.26,37.41,88.83,98.6155,0.3908,0.1395,0.2937,71.36,11.49,49.01,30.1,10.0,0.1334,8.2,33.7,86.9,0.39,0.153,24.5,In From RF,72,Kauffman Stadium,
129,803011,Sam Antonacci,CWS,KC,2026-09-24T18:10:00Z,In Progress,1,Randy Dobnak,677976,R,41.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",19.0,36.3,30.2,93.2,80.0,29.7,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,0,"Last 7 games: 7/22, 0 HR","platoon edge; pitcher baseline 5.2% barrel, 5.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.2,33.3,87.5,97.5328,0.393,0.116,0.343,69.7,7.4,31.7,22.2,8.0,0.121,5.25,44.68,91.39,0.422,0.138,23.18,In From RF,72,Kauffman Stadium,
130,677649,Ezequiel Duran,TEX,NYM,2026-09-24T18:35:00Z,In Progress,7,Zac Thornton,804267,L,41.2,Longshot,Watch List,Platoon Edge,20.4,50.5,42.1,64.3,78.0,0.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,24,0,"Last 7 games: 1/24, 0 HR","platoon edge; pitcher baseline 9.6% barrel, 13.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.05,36.15,87.82,98.9997,0.3496,0.1146,0.2862,72.27,24.59,35.45,21.58,11.9,0.1355,9.6,41.4,89.0,0.45,0.184,30.5,None,74,Globe Life Field,
131,592663,J.T. Realmuto,PHI,MIL,2026-09-24T22:05:00Z,Pre-Game,8,Shane Drohan,675660,L,41.2,Longshot,Watch List,Platoon Edge,31.9,40.2,44.3,52.4,78.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,25,0,"Last 7 games: 0/25, 0 HR","platoon edge; pitcher baseline 8.8% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.49,41.65,89.72,100.0698,0.3942,0.1433,0.3167,72.77,30.54,41.25,26.08,11.3,0.127,8.8,38.3,88.6,0.378,0.147,29.5,In From CF,64,Citizens Bank Park,
132,682657,Angel Martínez,CLE,BOS,2026-09-24T22:45:00Z,Pre-Game,5,Ranger Suarez,624133,L,41.1,Longshot,Watch List,"Platoon Edge, Hot Hitter/Streak",24.4,19.0,38.2,86.4,75.0,78.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 5.4% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.37,34.48,87.52,98.5619,0.3823,0.1389,0.2907,71.08,15.81,45.16,27.01,15.2,0.1875,5.43,32.78,86.71,0.3538,0.1131,23.47,In From CF,59,Fenway Park,
133,621020,Dansby Swanson,CHC,MIA,2026-09-24T18:20:00Z,In Progress,9,Tyler Phillips,663969,R,40.8,Longshot,Watch List,No major boost,38.8,39.8,38.3,44.8,50.0,37.8,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,1,"Last 7 games: 5/20, 1 HR","same-side matchup; pitcher baseline 7.1% barrel, 14.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.69,43.25,89.8,99.9731,0.4133,0.1778,0.317,71.32,8.61,47.48,29.26,20.5,0.1842,7.06,42.77,89.41,0.4015,0.1506,26.01,In From CF,65,Wrigley Field,
134,664983,Jake McCarthy,COL,AZ,2026-09-24T19:10:00Z,In Progress,1,Eduardo Rodriguez,593958,L,40.8,Longshot,Watch List,Premium Lineup Spot,16.7,37.8,48.7,93.2,50.0,28.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,0,"Last 7 games: 8/26, 0 HR","same-side matchup; pitcher baseline 7.7% barrel, 20.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.51,28.16,85.05,96.8804,0.4034,0.1378,0.3133,70.89,13.4,37.87,21.45,11.7,0.1746,7.71,33.66,87.57,0.4181,0.1657,27.26,In From RF,70,Coors Field,
135,670231,John Rave,KC,CWS,2026-09-24T18:10:00Z,In Progress,7,David Sandlin,689818,R,40.7,Longshot,Watch List,Platoon Edge,31.6,31.5,30.2,64.3,80.0,39.5,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,1,"Last 7 games: 6/23, 1 HR","platoon edge; pitcher baseline 8.2% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.93,37.97,88.09,100.0593,0.3735,0.143,0.3083,73.97,38.53,44.59,24.64,5.4,0.1775,8.2,33.7,86.9,0.39,0.153,24.5,In From RF,72,Kauffman Stadium,
136,640459,Brian Navarreto,MIA,CHC,2026-09-24T18:20:00Z,In Progress,9,Matthew Boyd,571510,L,40.6,Longshot,Watch List,"Strong Barrel, Platoon Edge",28.9,41.3,38.3,44.8,78.0,42.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,5,0,Contact streak: 2/5 over last 7 games,"platoon edge; pitcher baseline 8.4% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.91,35.34,88.12,98.2729,0.2713,0.1092,0.2213,72.86,22.82,56.9,20.91,1.0,0.1813,8.37,38.14,88.43,0.4176,0.1601,26.2,In From CF,65,Wrigley Field,
137,514888,Jose Altuve,HOU,ATH,2026-09-25T01:40:00Z,Scheduled,4,Mason Barnett,686930,R,40.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",13.6,47.1,30.9,90.4,50.0,60.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,30,1,Contact streak: 12/30 over last 7 games,"same-side matchup; pitcher baseline 9.5% barrel, 9.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.87,31.6,85.45,97.1163,0.3441,0.1162,0.2804,68.93,9.64,45.78,23.07,19.0,0.1581,9.54,39.77,89.34,0.4207,0.1726,31.27,,,Sutter Health Park,
138,666139,Josh Lowe,LAA,SEA,2026-09-25T01:40:00Z,Scheduled,7,Bryan Woo,693433,R,40.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",33.2,41.6,25.4,59.8,80.0,5.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","platoon edge; pitcher baseline 7.6% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.28,37.99,88.67,99.2296,0.373,0.1566,0.2877,73.31,33.42,35.71,30.45,11.7,0.1509,7.63,42.5,89.31,0.3807,0.1492,27.36,,,T-Mobile Park,
139,681624,Andy Pages,LAD,SD,2026-09-25T02:10:00Z,Scheduled,8,Nick Pivetta,601713,R,40.3,Longshot,Watch List,Projected Lineup,35.4,43.6,27.6,47.9,50.0,56.6,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,1,Contact streak: 9/24 over last 7 games,"same-side matchup; pitcher baseline 9.6% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.84,40.35,88.67,99.6698,0.4357,0.1665,0.3342,72.85,26.19,38.39,28.51,22.8,0.1869,9.57,38.63,89.46,0.3722,0.1568,33.3,,,UNIQLO Field at Dodger Stadium,
140,691858,Jared Serna,MIA,CHC,2026-09-24T18:20:00Z,In Progress,8,Matthew Boyd,571510,L,39.9,Longshot,Watch List,Platoon Edge,29.7,41.3,38.3,52.4,78.0,0.8,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,8,0,"Last 7 games: 1/8, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.1,54.5,88.1,100.3913,0.227,0.062,0.214,71.2,10.3,45.5,9.1,0.0,0.118,8.37,38.14,88.43,0.4176,0.1601,26.2,In From CF,65,Wrigley Field,
141,643376,Danny Jansen,TEX,NYM,2026-09-24T18:35:00Z,In Progress,9,Zac Thornton,804267,L,39.9,Longshot,Watch List,Platoon Edge,22.6,50.5,42.1,44.8,78.0,15.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,0,"Last 7 games: 4/18, 0 HR","platoon edge; pitcher baseline 9.6% barrel, 13.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.77,35.01,87.67,97.8804,0.3192,0.129,0.2776,69.85,6.74,54.05,28.84,8.4,0.1658,9.6,41.4,89.0,0.45,0.184,30.5,None,74,Globe Life Field,
142,699302,Héctor Rodríguez,CIN,ATL,2026-09-24T23:15:00Z,Pre-Game,7,Tyler Mahle,641816,R,39.9,Longshot,Watch List,Platoon Edge,21.7,35.8,52.9,64.3,80.0,0.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,22,0,"Last 7 games: 1/22, 0 HR","platoon edge; pitcher baseline 6.8% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.5,33.0,87.8,98.5539,0.308,0.114,0.245,74.6,49.0,41.8,30.8,5.0,0.156,6.81,37.31,89.27,0.3941,0.1467,26.7,L To R,71,Truist Park,
143,702284,Cole Young,SEA,LAA,2026-09-25T01:40:00Z,Scheduled,7,Grayson Rodriguez,680570,R,39.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.4,53.6,25.4,59.8,80.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","platoon edge; pitcher baseline 8.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.18,35.86,88.09,98.7712,0.3774,0.1296,0.3075,71.51,21.72,42.05,26.87,13.1,0.1248,8.9,45.1,90.2,0.468,0.192,27.6,,,T-Mobile Park,
144,596115,Trevor Story,BOS,CLE,2026-09-24T22:45:00Z,Pre-Game,8,Daniel Espino,682982,R,39.7,Longshot,Watch List,No major boost,26.4,43.5,38.2,52.4,50.0,60.7,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 13.3% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.82,39.72,88.32,99.6407,0.3538,0.1282,0.2683,71.03,13.89,42.37,25.3,11.0,0.1343,13.3,36.7,85.0,0.352,0.15,36.7,In From CF,59,Fenway Park,
145,701358,Cam Smith,HOU,ATH,2026-09-25T01:40:00Z,Scheduled,9,Mason Barnett,686930,R,39.6,Longshot,Watch List,"Projected Lineup, Strong Barrel",40.9,47.1,30.9,40.2,50.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,23,0,"Last 7 games: 1/23, 0 HR","same-side matchup; pitcher baseline 9.5% barrel, 9.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.12,42.69,88.39,101.3234,0.4103,0.1739,0.3138,76.95,68.88,37.63,24.93,16.7,0.1619,9.54,39.77,89.34,0.4207,0.1726,31.27,,,Sutter Health Park,
146,680574,Matt McLain,CIN,ATL,2026-09-24T23:15:00Z,Pre-Game,8,Tyler Mahle,641816,R,39.5,Longshot,Watch List,No major boost,31.9,35.8,52.9,52.4,50.0,13.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","same-side matchup; pitcher baseline 6.8% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.78,37.48,88.24,98.9038,0.3655,0.1504,0.2945,70.93,9.82,36.06,34.06,15.0,0.144,6.81,37.31,89.27,0.3941,0.1467,26.7,L To R,71,Truist Park,
147,681082,Bryson Stott,PHI,MIL,2026-09-24T22:05:00Z,Pre-Game,7,Shane Drohan,675660,L,39.4,Longshot,Watch List,No major boost,25.1,40.2,44.3,64.3,50.0,25.8,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","same-side matchup; pitcher baseline 8.8% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.8,34.82,88.72,98.3246,0.3986,0.139,0.3235,69.72,6.68,34.45,27.73,10.9,0.1396,8.8,38.3,88.6,0.378,0.147,29.5,In From CF,64,Citizens Bank Park,
148,678882,Ceddanne Rafaela,BOS,CLE,2026-09-24T22:45:00Z,Pre-Game,6,Daniel Espino,682982,R,39.4,Longshot,Watch List,No major boost,22.3,43.5,38.2,76.2,50.0,13.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","same-side matchup; pitcher baseline 13.3% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.61,33.94,86.9,97.7345,0.3782,0.132,0.2903,69.95,8.62,35.29,26.07,16.0,0.1615,13.3,36.7,85.0,0.352,0.15,36.7,In From CF,59,Fenway Park,
149,593428,Xander Bogaerts,SD,LAD,2026-09-25T02:10:00Z,Scheduled,6,Tyler Glasnow,607192,R,39.3,Longshot,Watch List,Projected Lineup,28.8,36.0,27.6,71.7,50.0,50.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"same-side matchup; pitcher baseline 8.3% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.99,41.44,89.42,100.2748,0.3857,0.132,0.3242,72.31,27.73,43.31,23.2,11.7,0.1147,8.35,38.66,89.67,0.3317,0.135,28.71,,,UNIQLO Field at Dodger Stadium,
150,685133,Wade Meckler,LAA,SEA,2026-09-25T01:40:00Z,Scheduled,3,Bryan Woo,693433,R,39.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",12.5,41.6,25.4,92.1,80.0,23.4,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,0,"Last 7 games: 8/29, 0 HR","platoon edge; pitcher baseline 7.6% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.1,33.5,87.2,96.7933,0.359,0.098,0.314,69.0,2.2,33.9,19.4,3.0,0.08,7.63,42.5,89.31,0.3807,0.1492,27.36,,,T-Mobile Park,
