rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
94,687637,Dylan Beavers,BAL,MIN,2026-08-12T17:40:00Z,In Progress,5,Zebby Matthews,805673,R,49.1,Longshot,Watch List,Platoon Edge,28.8,56.3,44.1,86.4,80.0,3.4,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","platoon edge; pitcher baseline 11.6% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.78,35.7,88.59,99.2112,0.3786,0.1474,0.3181,72.27,20.14,40.67,30.34,2.6,0.117,11.58,40.06,90.11,0.4463,0.1872,27.66,In From CF,86,Target Field,
95,671056,Iván Herrera,STL,PHI,2026-08-12T18:15:00Z,Pre-Game,2,Zack Wheeler,554430,R,49.1,Longshot,Watch List,"Good Environment, Premium Lineup Spot",34.7,23.9,70.6,100.0,50.0,56.6,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,32,1,Contact streak: 12/32 over last 7 games,"same-side matchup; pitcher baseline 6.4% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.25,43.22,90.01,101.4771,0.4093,0.1541,0.3414,73.95,43.77,37.8,18.82,14.8,0.1541,6.36,34.66,86.91,0.3151,0.1156,25.95,Out To CF,93,Busch Stadium,
96,643217,Andrew Benintendi,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,5,Rhett Lowder,695076,R,49.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",37.8,50.6,27.6,81.9,80.0,33.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,1,"Last 7 games: 4/18, 1 HR","platoon edge; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.56,42.64,88.56,98.7351,0.4188,0.176,0.3165,69.54,4.15,50.24,31.78,14.4,0.1854,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
97,691781,Brady House,WSH,CHC,2026-08-12T22:45:00Z,Scheduled,3,David Peterson,656849,L,49.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",41.7,37.4,28.2,92.1,78.0,43.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,1,"Last 7 games: 6/21, 1 HR","platoon edge; pitcher baseline 6.7% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.69,46.72,89.59,101.8713,0.4288,0.1665,0.3197,73.31,31.37,33.73,26.28,6.8,0.1412,6.68,42.85,89.76,0.4182,0.1454,19.71,,,Nationals Park,
98,665862,Jazz Chisholm,NYY,SEA,2026-08-12T23:05:00Z,Scheduled,5,Bryce Miller,682243,R,48.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",43.9,37.3,38.2,81.9,80.0,20.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,1,"Last 7 games: 3/22, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 14.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.87,42.88,90.4,100.628,0.4012,0.1833,0.3068,73.41,34.28,53.1,29.42,21.2,0.1963,7.51,36.14,88.62,0.3804,0.1533,31.93,,,Yankee Stadium,
99,680869,Zack Gelof,ATH,TB,2026-08-12T19:05:00Z,Pre-Game,3,Drew Rasmussen,656876,R,48.8,Longshot,Watch List,Premium Lineup Spot,36.1,29.4,67.4,96.6,50.0,34.9,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","same-side matchup; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.07,43.28,88.66,99.5551,0.3655,0.1627,0.2729,73.29,27.5,40.58,26.61,9.0,0.1778,6.58,36.09,88.71,0.3561,0.1271,22.96,Out To CF,81,Sutter Health Park,
100,668804,Bryan Reynolds,PIT,MIA,2026-08-12T22:40:00Z,Scheduled,3,Janson Junk,676083,R,48.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",45.4,43.3,21.5,92.1,75.0,10.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,0,"Last 7 games: 5/26, 0 HR","switch hitter; pitcher baseline 7.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.73,46.14,90.78,101.8366,0.4344,0.1855,0.3457,72.55,28.23,40.08,25.32,15.3,0.1682,7.87,43.17,90.69,0.4257,0.1641,23.43,,,loanDepot park,
101,666126,Carlos Cortes,ATH,TB,2026-08-12T19:05:00Z,Pre-Game,4,Drew Rasmussen,656876,R,48.5,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",32.2,29.4,67.4,94.9,80.0,3.4,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,0,"Last 7 games: 2/14, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.66,40.22,89.66,99.9084,0.4087,0.1511,0.3189,70.76,14.76,30.62,23.5,6.1,0.1752,6.58,36.09,88.71,0.3561,0.1271,22.96,Out To CF,81,Sutter Health Park,
102,701807,Carson Benge,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,4,Tyler Mahle,641816,R,48.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",34.1,37.0,30.9,90.4,80.0,75.6,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.6,41.0,89.4,100.0693,0.441,0.158,0.343,70.9,17.2,32.2,25.6,13.0,0.138,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
103,671739,Michael Harris,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,5,Zac Thornton,804267,L,48.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",48.0,42.0,30.9,81.9,50.0,37.6,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,0,Contact streak: 10/27 over last 7 games,"same-side matchup; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.57,48.02,90.76,103.479,0.4737,0.1879,0.3395,74.79,47.82,35.45,22.7,20.0,0.188,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
104,642715,Willy Adames,SF,HOU,2026-08-12T19:45:00Z,Pre-Game,2,Bryan King,687911,L,48.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",36.9,24.9,48.3,100.0,78.0,37.8,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","platoon edge; pitcher baseline 5.9% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.66,39.65,87.71,99.0103,0.3944,0.1753,0.2997,72.21,24.04,47.91,34.55,22.3,0.1918,5.87,36.73,87.56,0.372,0.1294,20.12,Out To LF,64,Oracle Park,
105,592663,J.T. Realmuto,PHI,STL,2026-08-12T18:15:00Z,Pre-Game,7,Kyle Leahy,681517,R,48.2,Longshot,Watch List,Good Environment,31.4,54.3,70.6,64.3,50.0,14.1,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 10.4% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.0,42.14,89.86,100.2359,0.3977,0.1405,0.3202,72.91,32.78,41.32,25.59,9.2,0.1277,10.43,47.18,90.78,0.4492,0.1754,21.84,Out To CF,93,Busch Stadium,
106,671218,Heliot Ramos,NYY,SEA,2026-08-12T23:05:00Z,Scheduled,3,Bryce Miller,682243,R,48.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",49.0,37.3,38.2,92.1,50.0,0.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 14.2 HR allowed",EV profile; pitcher allows elevated contact,12.02,48.45,92.01,102.9076,0.4345,0.1806,0.3214,72.78,30.09,34.22,22.32,12.6,0.1524,7.51,36.14,88.62,0.3804,0.1533,31.93,,,Yankee Stadium,
107,686611,Dylan Crews,WSH,CHC,2026-08-12T22:45:00Z,Scheduled,1,David Peterson,656849,L,48.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",43.1,37.4,28.2,88.7,78.0,24.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,31,1,"Last 7 games: 5/31, 1 HR","platoon edge; pitcher baseline 6.7% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.36,42.34,90.33,101.2827,0.4175,0.1811,0.3175,73.69,35.69,34.08,28.61,10.0,0.1524,6.68,42.85,89.76,0.4182,0.1454,19.71,,,Nationals Park,
108,656555,Rhys Hoskins,CLE,DET,2026-08-12T22:40:00Z,Scheduled,5,Framber Valdez,664285,L,48.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",42.8,35.3,27.6,81.9,78.0,56.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.19,42.62,89.5,99.8961,0.3631,0.1753,0.3035,71.7,16.64,54.34,33.5,12.7,0.1972,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
109,657757,Gavin Sheets,SD,MIL,2026-08-12T20:10:00Z,Pre-Game,7,Dustin May,669160,R,47.9,Longshot,Watch List,Platoon Edge,34.9,42.2,59.6,64.3,80.0,21.8,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,1,"Last 7 games: 2/14, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.13,41.6,88.29,99.7266,0.4068,0.1655,0.326,74.52,48.16,38.7,23.35,16.2,0.1805,7.52,45.34,90.25,0.3992,0.1476,24.52,Out To RF,74,Petco Park,
110,681198,TJ Rumfield,COL,AZ,2026-08-12T19:40:00Z,Pre-Game,3,Merrill Kelly,518876,R,47.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",12.0,65.4,41.7,96.6,80.0,22.4,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","platoon edge; pitcher baseline 11.7% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.6,27.4,84.0,96.1147,0.379,0.123,0.32,68.7,8.0,42.3,28.3,13.0,0.161,11.68,43.99,90.2,0.5115,0.2265,26.29,None,72,Chase Field,
111,650333,Luis Arraez,PHI,STL,2026-08-12T18:15:00Z,Pre-Game,4,Kyle Leahy,681517,R,47.6,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",7.1,54.3,70.6,94.9,80.0,23.8,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,32,1,"Last 7 games: 5/32, 1 HR","platoon edge; pitcher baseline 10.4% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.96,18.73,86.59,93.9521,0.3672,0.0837,0.3016,62.99,0.12,30.52,28.24,5.9,0.1126,10.43,47.18,90.78,0.4492,0.1754,21.84,Out To CF,93,Busch Stadium,
112,663616,Trevor Larnach,MIN,BAL,2026-08-12T17:40:00Z,In Progress,1,Shane Baz,669358,R,47.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",30.1,40.3,44.1,93.2,80.0,19.1,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,1,"Last 7 games: 3/24, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.48,38.84,88.38,99.6087,0.4016,0.146,0.3278,72.03,21.64,42.41,24.19,12.1,0.1603,7.47,41.36,89.98,0.3951,0.1483,24.94,In From CF,86,Target Field,
113,683737,Michael Busch,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,3,Jackson Kent,800600,L,47.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",44.5,41.2,28.2,92.1,50.0,22.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,0,"Last 7 games: 8/30, 0 HR","same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.5,41.84,89.4,99.6515,0.4493,0.2048,0.3479,68.83,5.5,40.28,34.41,20.0,0.1808,,,,,,,,,Nationals Park,
114,663586,Austin Riley,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,8,Zac Thornton,804267,L,47.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",51.7,42.0,30.9,47.9,78.0,32.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","platoon edge; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.75,46.07,91.32,102.7858,0.4111,0.1914,0.3069,75.83,59.01,39.31,30.94,14.6,0.1498,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
115,691728,Zac Veen,COL,AZ,2026-08-12T19:40:00Z,Pre-Game,7,Merrill Kelly,518876,R,47.1,Longshot,Watch List,Platoon Edge,19.5,65.4,41.7,64.3,80.0,50.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,0,0,0,0,Recent form unavailable,"platoon edge; pitcher baseline 11.7% barrel, 23.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,5.0,30.0,90.2,98.4612,0.214,0.091,0.188,71.0,13.0,45.0,35.0,1.0,0.117,11.68,43.99,90.2,0.5115,0.2265,26.29,None,72,Chase Field,
116,647304,Josh Naylor,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,5,Will Warren,701542,R,47.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.9,47.2,38.2,81.9,80.0,62.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.44,38.19,88.22,99.1766,0.4061,0.1359,0.325,70.41,11.33,41.64,23.62,13.0,0.1264,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
117,641857,Ryan McMahon,NYY,SEA,2026-08-12T23:05:00Z,Scheduled,8,Bryce Miller,682243,R,47.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",49.0,37.3,38.2,47.9,80.0,47.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,19,1,"Last 7 games: 6/19, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 14.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.91,48.96,91.9,102.1757,0.4057,0.1751,0.3108,74.42,46.48,40.36,31.61,13.0,0.1607,7.51,36.14,88.62,0.3804,0.1533,31.93,,,Yankee Stadium,
118,516782,Starling Marte,KC,LAD,2026-08-13T02:10:00Z,Scheduled,5,Eric Lauer,641778,L,47.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",29.4,56.3,27.6,81.9,78.0,24.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,1,"Last 7 games: 3/19, 1 HR","platoon edge; pitcher baseline 10.4% barrel, 19.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.3,36.69,87.6,100.4409,0.3791,0.1424,0.3003,72.63,31.38,33.0,18.0,4.1,0.0945,10.41,37.42,89.06,0.4596,0.2077,36.9,,,UNIQLO Field at Dodger Stadium,
119,681715,Heriberto Hernandez,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,5,Carmen Mlodzinski,669387,R,46.6,Longshot,Watch List,"Projected Lineup, Strong Barrel",52.8,40.8,21.5,81.9,50.0,4.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","same-side matchup; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.63,48.27,91.25,101.6432,0.4553,0.2124,0.3354,74.28,46.86,46.12,30.34,14.2,0.2035,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
120,703607,Henry Bolte,ATH,TB,2026-08-12T19:05:00Z,Pre-Game,6,Drew Rasmussen,656876,R,46.5,Longshot,Watch List,No major boost,37.2,29.4,67.4,76.2,50.0,37.8,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","same-side matchup; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.6,48.5,91.0,104.4171,0.362,0.128,0.303,77.0,74.5,29.1,18.6,5.0,0.096,6.58,36.09,88.71,0.3561,0.1271,22.96,Out To CF,81,Sutter Health Park,
121,676724,Jared Young,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,6,Tyler Mahle,641816,R,46.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",42.3,37.0,30.9,71.7,80.0,36.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,0,Contact streak: 9/25 over last 7 games,"platoon edge; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.38,46.16,88.59,101.3678,0.4217,0.1864,0.3191,73.37,33.67,38.74,25.48,6.1,0.2124,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
122,630105,Jake Cronenworth,SD,MIL,2026-08-12T20:10:00Z,Pre-Game,2,Dustin May,669160,R,46.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",16.7,42.2,59.6,100.0,80.0,12.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.66,33.61,87.59,98.1084,0.3306,0.1035,0.298,71.39,17.53,31.75,22.16,5.4,0.0883,7.52,45.34,90.25,0.3992,0.1476,24.52,Out To RF,74,Petco Park,
123,596146,Max Kepler,AZ,COL,2026-08-12T19:40:00Z,Pre-Game,7,Ryan Feltner,663372,R,46.3,Longshot,Watch List,Platoon Edge,37.3,48.0,41.7,64.3,80.0,0.0,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,22,0,"Last 7 games: 1/22, 0 HR","platoon edge; pitcher baseline 9.1% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.08,43.3,89.68,99.9085,0.3695,0.1573,0.29,71.44,15.37,43.67,33.15,6.8,0.1386,9.14,38.71,88.32,0.4512,0.2003,28.95,None,72,Chase Field,
124,694671,Wyatt Langford,TEX,LAA,2026-08-13T02:10:00Z,Scheduled,2,George Klassen,691946,R,46.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",40.2,45.7,28.2,95.5,50.0,0.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,21,0,"Last 7 games: 2/21, 0 HR","same-side matchup; pitcher baseline 13.8% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.8,40.77,89.93,100.7026,0.4095,0.1771,0.3159,72.75,25.82,42.33,29.48,15.7,0.2061,13.8,31.0,86.5,0.441,0.168,24.1,,,Angel Stadium,
125,669394,Jake Burger,TEX,LAA,2026-08-13T02:10:00Z,Scheduled,6,George Klassen,691946,R,46.3,Longshot,Watch List,"Projected Lineup, Strong Barrel",47.5,45.7,28.2,71.7,50.0,17.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","same-side matchup; pitcher baseline 13.8% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.73,46.89,89.98,102.4928,0.415,0.183,0.3044,75.3,58.0,42.44,28.04,18.1,0.1781,13.8,31.0,86.5,0.441,0.168,24.1,,,Angel Stadium,
126,664761,Alec Bohm,PHI,STL,2026-08-12T18:15:00Z,Pre-Game,8,Kyle Leahy,681517,R,46.2,Longshot,Watch List,Good Environment,29.7,54.3,70.6,52.4,50.0,19.5,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,0,"Last 7 games: 5/20, 0 HR","same-side matchup; pitcher baseline 10.4% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.5,43.04,90.59,100.1515,0.3934,0.1348,0.3135,71.14,13.3,28.91,22.02,12.4,0.1283,10.43,47.18,90.78,0.4492,0.1754,21.84,Out To CF,93,Busch Stadium,
127,661531,Brian Serven,ATH,TB,2026-08-12T19:05:00Z,Pre-Game,9,Drew Rasmussen,656876,R,46.2,Longshot,Watch List,Strong Barrel,50.9,29.4,67.4,44.8,50.0,28.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,1,"Last 7 games: 3/16, 1 HR","same-side matchup; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,16.7,38.9,88.0,100.9765,0.458,0.213,0.315,70.9,13.9,27.8,33.3,2.0,0.261,6.58,36.09,88.71,0.3561,0.1271,22.96,Out To CF,81,Sutter Health Park,
128,650859,Luis Rengifo,SD,MIL,2026-08-12T20:10:00Z,Pre-Game,1,Dustin May,669160,R,46.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",16.8,40.9,59.6,93.2,75.0,42.3,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,1,"Last 7 games: 7/25, 1 HR","switch hitter; pitcher baseline 7.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.51,34.45,87.73,97.9704,0.3596,0.0996,0.309,70.83,15.07,37.18,17.87,4.8,0.0816,7.52,45.34,90.25,0.3992,0.1476,24.52,Out To RF,74,Petco Park,
