rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
234,808982,Jung Hoo Lee,SF,HOU,2026-08-12T19:45:00Z,Pre-Game,1,Bryan King,687911,L,35.8,Longshot,Watch List,Premium Lineup Spot,11.4,24.9,48.3,93.2,50.0,26.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,1,"Last 7 games: 5/29, 1 HR","same-side matchup; pitcher baseline 5.9% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.0,30.11,87.03,96.6875,0.3836,0.0975,0.3154,68.23,3.19,38.25,22.17,8.7,0.1445,5.87,36.73,87.56,0.372,0.1294,20.12,Out To LF,64,Oracle Park,
235,677649,Ezequiel Duran,TEX,LAA,2026-08-13T02:10:00Z,Scheduled,7,George Klassen,691946,R,35.5,Longshot,Watch List,Projected Lineup,19.9,45.7,28.2,59.8,50.0,18.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","same-side matchup; pitcher baseline 13.8% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.19,34.61,87.61,98.737,0.3545,0.1153,0.2876,72.34,24.38,35.31,21.02,9.1,0.1425,13.8,31.0,86.5,0.441,0.168,24.1,,,Angel Stadium,
236,687551,Drew Gilbert,SF,HOU,2026-08-12T19:45:00Z,Pre-Game,6,Bryan King,687911,L,35.3,Longshot,Watch List,No major boost,15.9,24.9,48.3,76.2,50.0,33.7,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,1,"Last 7 games: 4/18, 1 HR","same-side matchup; pitcher baseline 5.9% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.2,34.89,86.39,97.8628,0.3598,0.1146,0.3029,70.59,10.13,39.93,19.83,4.4,0.1355,5.87,36.73,87.56,0.372,0.1294,20.12,Out To LF,64,Oracle Park,
237,805367,Chase Meidroth,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,8,Rhett Lowder,695076,R,35.1,Longshot,Watch List,Projected Lineup,13.4,50.6,27.6,47.9,50.0,64.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.84,35.26,87.92,97.4614,0.3365,0.0954,0.2979,67.19,1.25,37.98,19.7,9.2,0.1111,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
238,686475,Tyler Tolbert,KC,LAD,2026-08-13T02:10:00Z,Scheduled,8,Eric Lauer,641778,L,35.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",10.0,56.3,27.6,47.9,78.0,7.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,12,0,"Last 7 games: 2/12, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 19.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.45,31.45,86.13,97.085,0.3472,0.0823,0.313,69.39,3.65,35.69,22.42,2.4,0.1413,10.41,37.42,89.06,0.4596,0.2077,36.9,,,UNIQLO Field at Dodger Stadium,
239,553869,Elias Diaz,TEX,LAA,2026-08-13T02:10:00Z,Scheduled,8,George Klassen,691946,R,35.0,Longshot,Watch List,Projected Lineup,24.3,45.7,28.2,47.9,50.0,12.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","same-side matchup; pitcher baseline 13.8% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.13,37.09,87.0,99.4614,0.3417,0.1243,0.2596,74.34,44.21,38.98,27.66,6.2,0.1585,13.8,31.0,86.5,0.441,0.168,24.1,,,Angel Stadium,
240,686765,Nick Sogard,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,1,José Soriano,667755,R,34.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",4.4,35.1,30.4,88.7,75.0,20.9,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","switch hitter; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.73,26.3,84.67,95.5217,0.3344,0.0785,0.3167,69.06,4.1,46.22,21.5,0.0,0.0861,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
241,693304,Nick Gonzales,PIT,MIA,2026-08-12T22:40:00Z,Scheduled,6,Janson Junk,676083,R,34.6,Longshot,Watch List,Projected Lineup,16.0,44.5,21.5,71.7,50.0,16.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","same-side matchup; pitcher baseline 7.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.31,36.0,86.98,98.2305,0.3792,0.1063,0.3106,70.71,12.59,37.99,20.98,5.7,0.095,7.87,43.17,90.69,0.4257,0.1641,23.43,,,loanDepot park,
242,701162,Ben Malgeri,DET,CLE,2026-08-12T22:40:00Z,Scheduled,9,Foster Griffin,656492,L,34.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.8,42.9,27.6,40.2,78.0,50.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,12,1,Contact streak: 4/12 over last 7 games,"platoon edge; pitcher baseline 9.2% barrel, 21.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.9,38.2,88.8,99.2058,0.3,0.078,0.304,69.2,4.5,38.2,26.5,1.0,0.111,9.2,37.6,87.9,0.411,0.161,25.8,,,Comerica Park,
243,593871,Jorge Polanco,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,8,Tyler Mahle,641816,R,34.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.8,35.7,30.9,47.9,75.0,19.1,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,1,"Last 7 games: 3/24, 1 HR","switch hitter; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.1,35.02,87.23,98.2293,0.3352,0.1287,0.2646,69.94,6.7,45.74,25.34,9.2,0.1313,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
244,655316,Andruw Monasterio,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,9,José Soriano,667755,R,34.0,Longshot,Watch List,Projected Lineup,27.8,36.4,30.4,40.2,50.0,27.7,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,0,"Last 7 games: 7/23, 0 HR","same-side matchup; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.47,35.73,88.12,97.9427,0.3882,0.1446,0.3059,69.17,3.15,42.65,31.62,5.4,0.1754,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
245,595879,Javier Baez,DET,CLE,2026-08-12T22:40:00Z,Scheduled,8,Foster Griffin,656492,L,33.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",12.9,42.9,27.6,47.9,78.0,23.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,0,"Last 7 games: 8/29, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 21.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.12,33.11,86.17,97.2376,0.3401,0.0912,0.2752,73.01,28.77,41.34,22.75,5.0,0.1154,9.2,37.6,87.9,0.411,0.161,25.8,,,Comerica Park,
246,683953,Travis Bazzana,CLE,DET,2026-08-12T22:40:00Z,Scheduled,7,Framber Valdez,664285,L,33.4,Longshot,Watch List,Projected Lineup,21.6,35.3,27.6,59.8,50.0,14.6,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","same-side matchup; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.5,37.3,88.4,98.6107,0.351,0.125,0.304,69.7,12.0,39.9,28.8,9.0,0.143,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
247,680757,Steven Kwan,CLE,DET,2026-08-12T22:40:00Z,Scheduled,1,Framber Valdez,664285,L,33.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",2.5,35.3,27.6,88.7,50.0,55.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,30,1,Contact streak: 11/30 over last 7 games,"same-side matchup; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.78,11.95,84.38,92.4678,0.3471,0.0713,0.3205,62.8,0.38,27.39,23.44,4.7,0.0747,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
248,664728,Kyle Isbel,KC,LAD,2026-08-13T02:10:00Z,Scheduled,9,Eric Lauer,641778,L,33.1,Longshot,Watch List,Projected Lineup,13.2,56.3,27.6,40.2,50.0,18.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,20,1,"Last 7 games: 1/20, 1 HR","same-side matchup; pitcher baseline 10.4% barrel, 19.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.37,35.26,88.5,99.0987,0.3047,0.0777,0.2608,71.31,14.95,32.88,17.89,4.0,0.1071,10.41,37.42,89.06,0.4596,0.2077,36.9,,,UNIQLO Field at Dodger Stadium,
249,665877,José Fermín,STL,PHI,2026-08-12T18:15:00Z,Pre-Game,8,Zack Wheeler,554430,R,32.7,Longshot,Watch List,Good Environment,11.4,23.9,70.6,52.4,50.0,15.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,0,"Last 7 games: 4/18, 0 HR","same-side matchup; pitcher baseline 6.4% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.47,31.78,86.96,96.7913,0.3551,0.0948,0.3117,68.07,2.95,48.74,24.52,3.8,0.1221,6.36,34.66,86.91,0.3151,0.1156,25.95,Out To CF,93,Busch Stadium,
250,695720,Tommy White,ATH,TB,2026-08-12T19:05:00Z,Pre-Game,8,Drew Rasmussen,656876,R,32.5,Longshot,Watch List,No major boost,9.8,29.4,67.4,52.4,50.0,5.1,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,0,"Last 7 games: 4/26, 0 HR","same-side matchup; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.2,32.4,85.1,96.7938,0.343,0.079,0.273,69.9,13.7,29.6,18.3,0.0,0.023,6.58,36.09,88.71,0.3561,0.1271,22.96,Out To CF,81,Sutter Health Park,
251,669221,Sean Murphy,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,9,Zac Thornton,804267,L,32.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.9,42.0,30.9,40.2,78.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","platoon edge; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.02,39.88,86.51,99.9325,0.2484,0.0831,0.195,70.57,16.15,57.66,25.23,4.8,0.091,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
252,807727,Charles McAdoo,TOR,BOS,2026-08-12T23:07:00Z,Scheduled,9,Ranger Suarez,624133,L,31.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",27.2,18.0,30.4,40.2,78.0,18.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,1,"Last 7 games: 2/18, 1 HR","platoon edge; pitcher baseline 5.1% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.7,26.1,88.2,95.5111,0.362,0.145,0.27,73.8,41.2,8.7,30.4,2.0,0.207,5.08,33.06,86.64,0.3496,0.1089,22.56,,,Rogers Centre,
253,543877,Christian Vázquez,HOU,SF,2026-08-12T19:45:00Z,Pre-Game,9,Adrian Houser,605288,R,31.2,Longshot,Watch List,No major boost,3.5,46.6,48.3,44.8,50.0,17.7,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 13.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.98,24.32,85.83,95.5263,0.2776,0.0753,0.2451,66.09,1.08,33.93,25.89,4.4,0.1018,8.13,43.47,90.06,0.4395,0.1743,23.95,Out To LF,64,Oracle Park,
254,691011,Drew Romo,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,9,Rhett Lowder,695076,R,31.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",8.3,49.4,27.6,40.2,75.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,0,"Last 7 games: 2/22, 0 HR","switch hitter; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.8,24.3,83.5,94.7919,0.1834,0.0679,0.1617,68.49,3.29,36.9,34.0,3.5,0.098,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
255,669397,Nick Allen,HOU,SF,2026-08-12T19:45:00Z,Pre-Game,8,Adrian Houser,605288,R,30.9,Longshot,Watch List,No major boost,1.9,46.6,48.3,52.4,50.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,10,0,"Last 7 games: 1/10, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 13.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.77,23.98,84.73,95.2638,0.2572,0.0488,0.238,67.51,0.9,34.27,20.85,0.7,0.0545,8.13,43.47,90.06,0.4395,0.1743,23.95,Out To LF,64,Oracle Park,
256,595978,Austin Hedges,CLE,DET,2026-08-12T22:40:00Z,Scheduled,8,Framber Valdez,664285,L,30.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",13.3,35.3,27.6,47.9,78.0,4.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","platoon edge; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.17,31.92,87.08,97.8539,0.3155,0.0965,0.2735,70.03,10.09,50.54,23.8,4.3,0.1202,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
257,677587,Brayan Rocchio,CLE,DET,2026-08-12T22:40:00Z,Scheduled,9,Framber Valdez,664285,L,29.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.1,33.9,27.6,40.2,75.0,6.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","switch hitter; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.44,32.0,86.95,97.1995,0.3517,0.1067,0.295,70.0,7.15,43.57,25.02,7.8,0.114,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
258,676391,Ernie Clement,TOR,BOS,2026-08-12T23:07:00Z,Scheduled,6,Ranger Suarez,624133,L,29.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.9,18.0,30.4,71.7,78.0,32.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,1,"Last 7 games: 6/28, 1 HR","platoon edge; pitcher baseline 5.1% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.4,22.43,85.34,94.7922,0.3401,0.0881,0.2729,67.46,2.61,42.62,28.32,9.0,0.1245,5.08,33.06,86.64,0.3496,0.1089,22.56,,,Rogers Centre,
259,670032,Nicky Lopez,TEX,LAA,2026-08-13T02:10:00Z,Scheduled,9,George Klassen,691946,R,29.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",2.0,45.7,28.2,40.2,80.0,15.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,0,"Last 7 games: 4/18, 0 HR","platoon edge; pitcher baseline 13.8% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,27.33,84.52,95.2048,0.262,0.0405,0.2519,66.65,0.75,34.08,11.16,0.7,0.0301,13.8,31.0,86.5,0.441,0.168,24.1,,,Angel Stadium,
260,683766,Christian Koss,SF,HOU,2026-08-12T19:45:00Z,Pre-Game,9,Bryan King,687911,L,29.4,Longshot,Watch List,Platoon Edge,7.9,24.9,48.3,44.8,78.0,7.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","platoon edge; pitcher baseline 5.9% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.53,27.93,84.94,96.9378,0.3005,0.0851,0.2459,69.51,5.65,39.35,23.88,0.9,0.0522,5.87,36.73,87.56,0.372,0.1294,20.12,Out To LF,64,Oracle Park,
261,702332,Caleb Durbin,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,7,José Soriano,667755,R,28.7,Longshot,Watch List,Projected Lineup,5.0,36.4,30.4,59.8,50.0,16.6,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","same-side matchup; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.16,27.11,84.29,95.9639,0.3326,0.093,0.2931,68.88,5.37,41.44,18.98,11.0,0.1457,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
262,691594,Javier Sanoja,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,9,Carmen Mlodzinski,669387,R,28.6,Longshot,Watch List,Projected Lineup,9.8,40.8,21.5,40.2,50.0,43.4,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,22,0,Contact streak: 9/22 over last 7 games,"same-side matchup; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.08,32.13,87.24,97.3416,0.3343,0.0781,0.2792,69.07,6.67,37.94,19.04,4.6,0.1411,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
263,691373,Jhostynxon Garcia,PIT,MIA,2026-08-12T22:40:00Z,Scheduled,9,Janson Junk,676083,R,28.4,Longshot,Watch List,Projected Lineup,13.4,44.5,21.5,40.2,50.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,12,0,"Last 7 games: 1/12, 0 HR","same-side matchup; pitcher baseline 7.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.24,37.61,86.41,97.4476,0.2864,0.0725,0.2628,74.65,46.78,39.85,11.27,0.0,0.0576,7.87,43.17,90.69,0.4257,0.1641,23.43,,,loanDepot park,
