rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
250,683766,Christian Koss,SF,NYM,2026-09-05T20:10:00Z,Scheduled,9,Zac Thornton,804267,L,30.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",11.3,42.0,24.8,40.2,78.0,7.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","platoon edge; pitcher baseline 8.2% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.37,30.87,85.5,97.8483,0.3138,0.0928,0.2557,69.72,6.28,38.3,17.09,1.6,0.0725,8.2,38.6,88.7,0.444,0.175,27.7,,,Citi Field,
251,670764,Taylor Walls,TB,TEX,2026-09-05T23:05:00Z,Scheduled,9,Jacob deGrom,594798,R,30.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.7,45.2,27.6,40.2,75.0,25.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","switch hitter; pitcher baseline 8.5% barrel, 19.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.29,23.53,86.02,95.5079,0.2754,0.078,0.254,68.35,2.13,38.47,29.12,2.6,0.0822,8.46,43.58,90.31,0.3875,0.1588,29.53,,,Globe Life Field,
252,696285,Jacob Young,WSH,LAD,2026-09-06T01:10:00Z,Scheduled,8,Tyler Glasnow,607192,R,30.0,Longshot,Watch List,Projected Lineup,17.4,31.0,27.6,47.9,50.0,28.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,16,0,"Last 7 games: 5/16, 0 HR","same-side matchup; pitcher baseline 7.9% barrel, 6.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.84,31.96,87.67,97.8615,0.3724,0.1125,0.311,69.21,2.02,35.42,24.14,7.6,0.1183,7.86,37.75,89.39,0.3135,0.1245,25.42,,,UNIQLO Field at Dodger Stadium,
253,672724,Oswald Peraza,LAA,PIT,2026-09-05T22:40:00Z,Scheduled,8,Braxton Ashcraft,677952,R,29.7,Longshot,Watch List,Projected Lineup,21.2,31.7,24.3,47.9,50.0,5.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","same-side matchup; pitcher baseline 5.8% barrel, 15.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.56,36.49,87.1,99.4723,0.3256,0.1113,0.2655,72.83,29.3,36.76,21.01,6.4,0.1077,5.75,40.74,89.19,0.3629,0.1297,24.34,,,PNC Park,
254,676391,Ernie Clement,TOR,KC,2026-09-05T23:10:00Z,Scheduled,8,Seth Lugo,607625,R,29.3,Longshot,Watch List,Projected Lineup,4.7,53.4,23.2,47.9,50.0,6.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","same-side matchup; pitcher baseline 8.7% barrel, 20.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.19,21.87,84.85,94.5695,0.3366,0.0846,0.2729,67.39,2.68,40.38,27.13,9.0,0.1147,8.65,43.66,90.14,0.4632,0.1904,28.9,,,Kauffman Stadium,
255,691594,Javier Sanoja,MIA,CHC,2026-09-05T20:10:00Z,Scheduled,9,Javier Assad,665871,R,28.8,Longshot,Watch List,Projected Lineup,9.8,39.2,21.5,40.2,50.0,55.9,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,1,Contact streak: 10/27 over last 7 games,"same-side matchup; pitcher baseline 6.0% barrel, 11.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.94,31.78,87.24,97.3266,0.3413,0.0802,0.2855,68.86,6.53,37.87,18.83,6.7,0.1446,6.02,43.97,89.62,0.4253,0.1565,26.5,,,loanDepot park,
256,702332,Caleb Durbin,BOS,BAL,2026-09-05T23:05:00Z,Scheduled,7,Chris Bassitt,605135,R,26.4,Longshot,Watch List,Projected Lineup,3.8,30.4,32.1,59.8,50.0,3.4,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","same-side matchup; pitcher baseline 6.2% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.02,26.06,84.08,95.6428,0.3326,0.0895,0.2966,68.81,4.95,40.46,19.82,11.7,0.1331,6.19,36.25,87.7,0.414,0.1378,23.14,,,Oriole Park at Camden Yards,
257,630105,Jake Cronenworth,SD,NYY,2026-09-05T23:15:00Z,Scheduled,9,Carlos Rodón,607074,L,26.2,Longshot,Watch List,Projected Lineup,14.7,32.8,22.6,40.2,50.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,23,0,"Last 7 games: 1/23, 0 HR","same-side matchup; pitcher baseline 7.0% barrel, 10.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.03,32.35,87.59,97.7665,0.3145,0.0972,0.2868,71.32,17.39,31.61,23.98,6.1,0.0925,6.97,37.64,89.44,0.3517,0.1317,27.74,,,Petco Park,
258,703601,Max Clark,DET,CLE,2026-09-05T22:10:00Z,Scheduled,9,Parker Messick,800048,L,26.1,Longshot,Watch List,Projected Lineup,17.4,18.3,27.6,40.2,50.0,34.2,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,0,Contact streak: 8/23 over last 7 games,"same-side matchup; pitcher baseline 5.0% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.2,39.0,86.7,98.1954,0.368,0.09,0.316,73.4,28.5,35.4,25.6,2.0,0.181,4.96,31.55,87.54,0.3379,0.1142,21.12,,,Progressive Field,
259,683083,Nasim Nunez,WSH,LAD,2026-09-06T01:10:00Z,Scheduled,9,Tyler Glasnow,607192,R,25.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.5,30.3,27.6,40.2,75.0,5.7,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","switch hitter; pitcher baseline 7.9% barrel, 6.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.11,27.85,86.15,96.123,0.3033,0.0762,0.2757,68.67,4.7,31.08,19.8,1.9,0.0755,7.86,37.75,89.39,0.3135,0.1245,25.42,,,UNIQLO Field at Dodger Stadium,
260,683227,Cody Freeman,TEX,TB,2026-09-05T23:05:00Z,Scheduled,8,Drew Rasmussen,656876,R,24.8,Longshot,Watch List,Projected Lineup,0.8,29.0,27.6,47.9,50.0,44.1,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","same-side matchup; pitcher baseline 6.0% barrel, 14.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.38,22.44,83.57,94.4219,0.2658,0.066,0.2409,66.95,0.45,40.27,21.4,1.6,0.093,6.02,37.14,88.99,0.3568,0.125,23.03,,,Globe Life Field,
261,623168,Tyler Heineman,LAA,PIT,2026-09-05T22:40:00Z,Scheduled,9,Braxton Ashcraft,677952,R,23.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",0.4,30.0,24.3,40.2,75.0,7.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,12,0,"Last 7 games: 2/12, 0 HR","switch hitter; pitcher baseline 5.8% barrel, 15.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.45,14.91,82.23,92.3403,0.2741,0.0552,0.252,65.54,0.49,44.55,21.96,1.6,0.0745,5.75,40.74,89.19,0.3629,0.1297,24.34,,,PNC Park,
