rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
103,703607,Henry Bolte,ATH,SEA,2026-09-06T01:40:00Z,Scheduled,1,George Kirby,669923,R,45.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",36.1,40.7,25.4,88.7,50.0,68.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,30,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.3% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.2,48.1,91.0,104.3877,0.368,0.121,0.312,77.0,72.5,32.6,15.7,8.0,0.113,7.34,41.73,89.83,0.4004,0.1444,24.66,,,T-Mobile Park,
104,608324,Alex Bregman,CHC,MIA,2026-09-05T20:10:00Z,Scheduled,3,Ryan Gusto,687473,R,45.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",28.2,45.0,21.5,92.1,50.0,100.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,30,5,Hot streak: 5 HR in last 7 games,"same-side matchup; pitcher baseline 8.3% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.11,39.85,88.77,98.3971,0.3927,0.1453,0.323,70.16,5.01,47.28,27.37,22.2,0.1862,8.31,44.02,89.83,0.4246,0.162,25.21,,,loanDepot park,
105,664761,Alec Bohm,PHI,ATL,2026-09-05T22:05:00Z,Scheduled,5,Martín Pérez,527048,L,45.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",31.9,38.5,34.3,81.9,78.0,46.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,1,"Last 7 games: 8/26, 1 HR","platoon edge; pitcher baseline 8.1% barrel, 10.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.85,43.74,90.59,100.3036,0.4081,0.1446,0.3219,71.21,14.56,28.7,22.79,13.1,0.1318,8.07,38.42,88.06,0.4227,0.1639,23.78,,,Citizens Bank Park,
106,624641,Edmundo Sosa,PHI,ATL,2026-09-05T22:05:00Z,Scheduled,6,Martín Pérez,527048,L,45.7,Longshot,Watch List,"Projected Lineup, Platoon Edge, Hot Hitter/Streak",30.9,38.5,34.3,71.7,78.0,81.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,18,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 10.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.14,39.26,87.7,99.9369,0.4386,0.1642,0.3243,72.37,26.17,40.61,21.01,8.2,0.172,8.07,38.42,88.06,0.4227,0.1639,23.78,,,Citizens Bank Park,
107,596142,Gary Sanchez,MIL,CIN,2026-09-05T22:40:00Z,Scheduled,7,Andrew Abbott,671096,L,45.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",39.6,43.4,39.3,59.8,78.0,18.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,15,1,"Last 7 games: 1/15, 1 HR","platoon edge; pitcher baseline 8.1% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.36,42.54,89.59,100.9595,0.4126,0.1859,0.3332,71.71,24.7,46.47,26.95,9.2,0.2101,8.14,36.99,89.13,0.4214,0.166,28.49,,,Great American Ball Park,
108,673357,Luis Robert,BAL,BOS,2026-09-05T23:05:00Z,Scheduled,4,Sonny Gray,543243,R,45.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",41.8,37.2,32.1,90.4,50.0,19.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,1,"Last 7 games: 3/23, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 18.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.74,40.41,89.47,101.6662,0.4176,0.1793,0.3182,76.72,67.9,44.48,27.94,11.9,0.1746,7.56,38.95,89.11,0.388,0.1383,22.78,,,Oriole Park at Camden Yards,
109,666182,Bo Bichette,NYM,SF,2026-09-05T20:10:00Z,Scheduled,3,Anthony Molina,683627,R,45.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",32.6,47.0,24.8,92.1,50.0,46.5,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,1,"Last 7 games: 8/26, 1 HR","same-side matchup; pitcher baseline 8.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.78,43.55,90.02,100.9865,0.431,0.1489,0.332,69.66,13.16,26.07,23.23,15.2,0.1419,8.02,39.51,87.49,0.4975,0.2112,35.39,,,Citi Field,
110,664023,Ian Happ,CHC,MIA,2026-09-05T20:10:00Z,Scheduled,6,Ryan Gusto,687473,R,45.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",43.2,43.9,21.5,71.7,75.0,13.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","switch hitter; pitcher baseline 8.3% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.03,42.23,89.37,100.6697,0.4129,0.1937,0.3239,71.81,18.36,44.4,31.83,23.0,0.1917,8.31,44.02,89.83,0.4246,0.162,25.21,,,loanDepot park,
111,687263,Zach Neto,LAA,PIT,2026-09-05T22:40:00Z,Scheduled,1,Braxton Ashcraft,677952,R,45.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",48.1,31.7,24.3,88.7,50.0,29.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","same-side matchup; pitcher baseline 5.8% barrel, 15.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.32,42.75,90.02,100.3408,0.4313,0.209,0.3174,71.33,14.18,47.34,34.61,23.9,0.2016,5.75,40.74,89.19,0.3629,0.1297,24.34,,,PNC Park,
112,682626,Francisco Alvarez,NYM,SF,2026-09-05T20:10:00Z,Scheduled,9,Anthony Molina,683627,R,45.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",53.3,47.0,24.8,40.2,50.0,52.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.48,47.72,91.0,102.6222,0.4258,0.1975,0.3232,74.04,41.83,37.96,25.03,12.4,0.17,8.02,39.51,87.49,0.4975,0.2112,35.39,,,Citi Field,
113,669257,Will Smith,LAD,WSH,2026-09-06T01:10:00Z,Scheduled,5,Cade Cavalli,676917,R,45.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",51.8,33.5,27.6,81.9,50.0,2.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","same-side matchup; pitcher baseline 6.6% barrel, 14.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.55,42.62,90.53,100.3773,0.4939,0.2228,0.3808,69.91,7.08,30.32,38.52,9.3,0.1527,6.6,41.45,88.75,0.3783,0.1347,21.89,,,UNIQLO Field at Dodger Stadium,
114,624424,Michael Conforto,CHC,MIA,2026-09-05T20:10:00Z,Scheduled,8,Ryan Gusto,687473,R,45.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",46.0,45.0,21.5,47.9,80.0,41.2,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,11,1,"Last 7 games: 3/11, 1 HR","platoon edge; pitcher baseline 8.3% barrel, 10.7 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,10.96,42.53,90.32,100.7375,0.4247,0.1931,0.3272,72.92,33.79,44.02,35.04,12.7,0.2089,8.31,44.02,89.83,0.4246,0.162,25.21,,,loanDepot park,
115,672386,Alejandro Kirk,TOR,KC,2026-09-05T23:10:00Z,Scheduled,3,Seth Lugo,607625,R,45.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",29.4,53.4,23.2,92.1,50.0,35.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,1,"Last 7 games: 7/30, 1 HR","same-side matchup; pitcher baseline 8.7% barrel, 20.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.62,44.01,89.35,100.4621,0.4009,0.1358,0.3205,71.87,19.93,25.72,21.62,10.1,0.1376,8.65,43.66,90.14,0.4632,0.1904,28.9,,,Kauffman Stadium,
116,662139,Daulton Varsho,HOU,AZ,2026-09-05T23:15:00Z,Scheduled,5,Brandon Pfaadt,694297,R,44.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",35.2,42.5,27.6,81.9,80.0,0.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 16.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.32,38.13,87.66,99.4828,0.3967,0.1655,0.2997,73.71,36.18,41.43,31.06,13.0,0.1868,8.66,37.33,88.98,0.4205,0.1666,23.76,,,Daikin Park,
117,681198,TJ Rumfield,COL,STL,2026-09-06T00:10:00Z,Scheduled,4,Matthew Liberatore,669461,L,44.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",13.0,55.9,38.7,90.4,50.0,78.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.9% barrel, 23.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.8,28.1,84.3,96.1806,0.381,0.123,0.331,68.5,7.9,41.8,28.4,14.0,0.151,9.9,42.22,90.39,0.4566,0.1899,29.29,,,Coors Field,
118,607208,Trea Turner,PHI,ATL,2026-09-05T22:05:00Z,Scheduled,2,Martín Pérez,527048,L,44.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",26.8,38.5,34.3,95.5,78.0,18.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,0,"Last 7 games: 7/29, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 10.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.15,40.14,88.6,99.2554,0.3778,0.1274,0.3007,71.45,18.86,35.31,25.27,16.4,0.1418,8.07,38.42,88.06,0.4227,0.1639,23.78,,,Citizens Bank Park,
119,683146,Brett Baty,NYM,SF,2026-09-05T20:10:00Z,Scheduled,8,Anthony Molina,683627,R,44.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",42.6,47.0,24.8,47.9,80.0,26.1,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,17,0,"Last 7 games: 5/17, 0 HR","platoon edge; pitcher baseline 8.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.59,43.33,90.21,101.7124,0.4052,0.1672,0.3137,75.08,53.86,36.1,25.68,11.0,0.1362,8.02,39.51,87.49,0.4975,0.2112,35.39,,,Citi Field,
120,641355,Cody Bellinger,NYY,SD,2026-09-05T23:15:00Z,Scheduled,4,Robbie Ray,592662,L,44.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",29.1,49.7,22.6,90.4,50.0,44.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,29,0,Contact streak: 12/29 over last 7 games,"same-side matchup; pitcher baseline 9.0% barrel, 20.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.52,36.71,88.72,98.4171,0.4194,0.1498,0.3384,69.82,4.26,42.61,31.15,17.1,0.1695,9.04,39.8,89.74,0.4088,0.1758,34.29,,,Petco Park,
121,682928,CJ Abrams,WSH,LAD,2026-09-06T01:10:00Z,Scheduled,3,Tyler Glasnow,607192,R,44.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.1,31.0,27.6,92.1,80.0,0.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,28,0,"Last 7 games: 3/28, 0 HR","platoon edge; pitcher baseline 7.9% barrel, 6.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.07,40.39,89.26,99.8111,0.4178,0.1735,0.3223,72.82,27.47,43.87,29.01,26.0,0.2173,7.86,37.75,89.39,0.3135,0.1245,25.42,,,UNIQLO Field at Dodger Stadium,
122,682985,Riley Greene,DET,CLE,2026-09-05T22:10:00Z,Scheduled,5,Parker Messick,800048,L,44.1,Longshot,Watch List,"Projected Lineup, Strong Barrel",59.4,18.3,27.6,81.9,50.0,0.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","same-side matchup; pitcher baseline 5.0% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.21,47.11,90.25,102.4728,0.477,0.2284,0.3502,75.6,58.01,38.7,33.17,22.0,0.193,4.96,31.55,87.54,0.3379,0.1142,21.12,,,Progressive Field,
123,691723,Coby Mayo,BAL,BOS,2026-09-05T23:05:00Z,Scheduled,8,Sonny Gray,543243,R,44.0,Longshot,Watch List,"Projected Lineup, Strong Barrel",49.6,37.2,32.1,47.9,50.0,52.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,1,Contact streak: 8/23 over last 7 games,"same-side matchup; pitcher baseline 7.6% barrel, 18.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.85,44.54,90.24,102.618,0.4204,0.1999,0.3094,75.4,55.09,48.92,33.83,16.6,0.2074,7.56,38.95,89.11,0.388,0.1383,22.78,,,Oriole Park at Camden Yards,
124,701675,Nathan Church,STL,COL,2026-09-06T00:10:00Z,Scheduled,7,Mason Adams,690279,R,43.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.4,69.3,38.7,59.8,80.0,15.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","platoon edge; pitcher baseline 13.0% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.92,33.45,86.83,97.5666,0.335,0.1081,0.2722,69.53,8.41,34.08,21.74,7.3,0.1074,13.0,47.8,91.3,0.462,0.232,39.1,,,Coors Field,
125,702616,Jackson Holliday,BAL,BOS,2026-09-05T23:05:00Z,Scheduled,1,Sonny Gray,543243,R,43.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",25.1,37.2,32.1,88.7,80.0,37.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","platoon edge; pitcher baseline 7.6% barrel, 18.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.03,36.11,87.54,98.0891,0.3788,0.1357,0.3081,70.67,7.41,33.73,24.68,10.0,0.126,7.56,38.95,89.11,0.388,0.1383,22.78,,,Oriole Park at Camden Yards,
126,665877,Jose Fermin,STL,COL,2026-09-06T00:10:00Z,Scheduled,1,Mason Adams,690279,R,43.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",10.2,69.3,38.7,88.7,50.0,16.6,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","same-side matchup; pitcher baseline 13.0% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,1.68,31.22,86.47,96.5599,0.3474,0.0913,0.304,68.07,3.09,48.25,25.29,4.5,0.1186,13.0,47.8,91.3,0.462,0.232,39.1,,,Coors Field,
127,608070,Jose Ramirez,CLE,DET,2026-09-05T22:10:00Z,Scheduled,3,Framber Valdez,664285,L,43.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",28.4,35.4,27.6,92.1,75.0,34.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","switch hitter; pitcher baseline 6.3% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.18,39.8,89.18,99.505,0.4229,0.1438,0.3413,70.34,13.12,51.11,28.29,16.7,0.1675,6.28,44.34,90.52,0.3896,0.1325,18.39,,,Progressive Field,
128,669394,Jake Burger,TEX,TB,2026-09-05T23:05:00Z,Scheduled,6,Drew Rasmussen,656876,R,43.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",50.8,29.0,27.6,71.7,50.0,19.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","same-side matchup; pitcher baseline 6.0% barrel, 14.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.29,47.52,90.26,102.8425,0.4346,0.1984,0.3135,75.44,58.28,41.32,28.18,20.9,0.1851,6.02,37.14,88.99,0.3568,0.125,23.03,,,Globe Life Field,
129,664983,Jake McCarthy,COL,STL,2026-09-06T00:10:00Z,Scheduled,1,Matthew Liberatore,669461,L,43.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",15.7,55.9,38.7,88.7,50.0,41.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,1,"Last 7 games: 8/29, 1 HR","same-side matchup; pitcher baseline 9.9% barrel, 23.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.23,27.88,85.12,96.8465,0.3964,0.1329,0.3091,70.82,12.77,37.8,21.59,11.0,0.1746,9.9,42.22,90.39,0.4566,0.1899,29.29,,,Coors Field,
130,665161,Jeremy Pena,HOU,AZ,2026-09-05T23:15:00Z,Scheduled,1,Brandon Pfaadt,694297,R,43.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",31.7,42.5,27.6,88.7,50.0,32.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,1,"Last 7 games: 6/28, 1 HR","same-side matchup; pitcher baseline 8.7% barrel, 16.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.01,40.24,88.55,99.858,0.4278,0.1536,0.3319,72.23,14.62,46.27,24.36,17.0,0.1856,8.66,37.33,88.98,0.4205,0.1666,23.76,,,Daikin Park,
131,668939,Adley Rutschman,BOS,BAL,2026-09-05T23:05:00Z,Scheduled,5,Chris Bassitt,605135,R,43.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",32.9,29.0,32.1,81.9,75.0,47.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 6.2% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.22,40.0,88.91,99.3502,0.4226,0.1648,0.3362,70.35,11.79,39.03,29.08,10.4,0.1705,6.19,36.25,87.7,0.414,0.1378,23.14,,,Oriole Park at Camden Yards,
132,691777,Max Muncy,LAD,WSH,2026-09-06T01:10:00Z,Scheduled,4,Cade Cavalli,676917,R,43.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",34.3,33.5,27.6,90.4,50.0,46.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","same-side matchup; pitcher baseline 6.6% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.52,39.33,88.64,100.703,0.3537,0.1444,0.2789,73.87,43.16,42.33,22.65,7.6,0.1538,6.6,41.45,88.75,0.3783,0.1347,21.89,,,UNIQLO Field at Dodger Stadium,
133,693304,Nick Gonzales,PIT,LAA,2026-09-05T22:40:00Z,Scheduled,1,Yusei Kikuchi,579328,L,42.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",16.0,54.4,24.3,88.7,78.0,30.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"platoon edge; pitcher baseline 9.8% barrel, 12.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.45,35.58,86.91,98.1511,0.382,0.1063,0.3169,70.71,12.52,37.08,20.98,5.7,0.0915,9.75,44.72,91.14,0.4532,0.1906,24.31,,,PNC Park,
134,572233,Christian Walker,HOU,AZ,2026-09-05T23:15:00Z,Scheduled,6,Brandon Pfaadt,694297,R,42.8,Longshot,Watch List,"Projected Lineup, Strong Barrel",40.9,42.5,27.6,71.7,50.0,8.1,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,0,"Last 7 games: 4/23, 0 HR","same-side matchup; pitcher baseline 8.7% barrel, 16.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.1,42.53,89.71,101.4915,0.3986,0.1708,0.3049,74.31,43.48,41.71,27.72,24.9,0.1935,8.66,37.33,88.98,0.4205,0.1666,23.76,,,Daikin Park,
135,693307,Dillon Dingler,DET,CLE,2026-09-05T22:10:00Z,Scheduled,4,Parker Messick,800048,L,42.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",43.1,18.3,27.6,90.4,78.0,6.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","platoon edge; pitcher baseline 5.0% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.97,43.46,88.95,100.6164,0.4713,0.1997,0.3483,71.77,15.62,40.66,28.57,22.1,0.1967,4.96,31.55,87.54,0.3379,0.1142,21.12,,,Progressive Field,
136,681297,Colton Cowser,BAL,BOS,2026-09-05T23:05:00Z,Scheduled,9,Sonny Gray,543243,R,42.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",45.7,37.2,32.1,40.2,80.0,18.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,1,"Last 7 games: 2/22, 1 HR","platoon edge; pitcher baseline 7.6% barrel, 18.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.65,42.29,88.87,100.9708,0.4145,0.1995,0.3119,74.37,44.08,38.45,32.85,13.9,0.1624,7.56,38.95,89.11,0.388,0.1383,22.78,,,Oriole Park at Camden Yards,
