rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
34,682985,Riley Greene,DET,CLE,2026-08-12T22:40:00Z,Scheduled,4,Foster Griffin,656492,L,53.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",60.2,42.9,27.6,90.4,50.0,37.8,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","same-side matchup; pitcher baseline 9.2% barrel, 21.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.35,47.46,90.32,102.5276,0.4819,0.2312,0.353,75.6,57.8,38.91,33.1,22.0,0.1944,9.2,37.6,87.9,0.411,0.161,25.8,,,Comerica Park,
35,691718,Pete Crow-Armstrong,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,1,Jackson Kent,800600,L,53.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",54.1,41.2,28.2,88.7,50.0,87.0,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,30,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.54,47.06,90.06,101.6338,0.4729,0.2211,0.3518,74.1,43.13,49.67,35.29,27.5,0.2508,,,,,,,,,Nationals Park,
36,663757,Trent Grisham,NYY,SEA,2026-08-12T23:05:00Z,Scheduled,1,Bryce Miller,682243,R,53.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",48.3,37.3,38.2,88.7,80.0,60.0,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.5% barrel, 14.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.4,45.21,90.75,100.833,0.4574,0.2094,0.3497,70.65,8.88,46.68,30.42,19.3,0.1933,7.51,36.14,88.62,0.3804,0.1533,31.93,,,Yankee Stadium,
37,521692,Salvador Perez,KC,LAD,2026-08-13T02:10:00Z,Scheduled,4,Eric Lauer,641778,L,53.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",45.6,56.3,27.6,90.4,78.0,13.3,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 19.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.16,43.48,89.23,100.6579,0.4465,0.2058,0.315,71.99,22.14,41.84,30.85,20.2,0.1722,10.41,37.42,89.06,0.4596,0.2077,36.9,,,UNIQLO Field at Dodger Stadium,
38,677594,Julio Rodriguez,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,3,Will Warren,701542,R,52.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",46.3,47.2,38.2,92.1,50.0,62.4,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.1,44.43,90.47,102.7754,0.4727,0.1971,0.3489,76.61,67.06,38.21,26.19,22.2,0.1783,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
39,671277,Luis Garcia,NYY,SEA,2026-08-12T23:05:00Z,Scheduled,4,Bryce Miller,682243,R,52.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",49.5,37.3,38.2,90.4,80.0,39.2,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 14.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.24,45.52,91.11,101.7574,0.4931,0.2079,0.3488,73.59,38.22,41.15,22.05,21.6,0.2384,7.51,36.14,88.62,0.3804,0.1533,31.93,,,Yankee Stadium,
40,678246,Miguel Vargas,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,3,Rhett Lowder,695076,R,52.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",53.2,50.6,27.6,92.1,50.0,30.3,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","same-side matchup; pitcher baseline 9.5% barrel, 11.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.62,44.07,90.33,100.4577,0.477,0.2242,0.3617,73.05,34.42,42.95,36.01,21.6,0.2125,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
41,663728,Cal Raleigh,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,6,Will Warren,701542,R,52.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",54.9,45.4,38.2,71.7,75.0,19.9,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,1,"Last 7 games: 3/23, 1 HR","switch hitter; pitcher baseline 8.4% barrel, 17.1 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,15.02,38.89,89.62,100.7036,0.4252,0.2299,0.3178,75.06,52.88,53.8,41.87,26.4,0.202,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
42,673548,Seiya Suzuki,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,2,Jackson Kent,800600,L,52.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",45.9,41.2,28.2,95.5,78.0,54.9,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.91,41.7,89.55,101.141,0.4398,0.1935,0.338,73.3,36.97,42.46,30.57,22.9,0.2106,,,,,,,,,Nationals Park,
43,596019,Francisco Lindor,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,2,Tyler Mahle,641816,R,52.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",47.6,35.7,30.9,95.5,75.0,66.9,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.6,47.76,91.2,100.3935,0.4624,0.2031,0.3506,72.02,22.46,44.9,29.88,17.0,0.1976,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
44,695657,Colson Montgomery,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,6,Rhett Lowder,695076,R,52.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",52.4,50.6,27.6,71.7,80.0,29.2,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.1,42.4,89.05,101.776,0.4429,0.2262,0.3186,76.65,69.74,49.58,34.07,24.5,0.248,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
45,695600,Carter Jensen,KC,LAD,2026-08-13T02:10:00Z,Scheduled,5,Eric Lauer,641778,L,52.3,Longshot,Watch List,"Projected Lineup, Strong Barrel",53.9,56.3,27.6,81.9,50.0,18.3,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,1,"Last 7 games: 2/22, 1 HR","same-side matchup; pitcher baseline 10.4% barrel, 19.9 HR allowed",EV profile; pitcher allows elevated contact,13.1,47.87,92.04,102.7063,0.4384,0.1976,0.3315,74.1,39.36,40.51,29.58,12.1,0.2073,10.41,37.42,89.06,0.4596,0.2077,36.9,,,UNIQLO Field at Dodger Stadium,
46,668709,JJ Bleday,CIN,CWS,2026-08-12T23:40:00Z,Scheduled,3,Luis Castillo,622491,R,51.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",40.6,53.9,27.6,92.1,80.0,26.4,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","platoon edge; pitcher baseline 9.9% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.83,40.24,88.7,99.9577,0.4206,0.1872,0.3341,73.21,29.19,45.81,33.27,18.2,0.2221,9.91,42.9,90.16,0.4418,0.18,28.07,,,Rate Field,
47,665487,Fernando Tatis,SD,MIL,2026-08-12T20:10:00Z,Scheduled,1,Dustin May,669160,R,51.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",52.7,42.2,22.6,88.7,50.0,79.9,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 7.5% barrel, 11.9 HR allowed",EV profile; pitcher fly-ball pressure modest,11.28,52.22,92.6,104.2433,0.4642,0.1827,0.3616,75.51,57.98,34.52,21.94,15.2,0.1472,7.52,45.34,90.25,0.3992,0.1476,24.52,,,Petco Park,
48,686948,Drake Baldwin,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,1,Zac Thornton,804267,L,51.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.3,42.0,30.9,88.7,50.0,22.0,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,0,"Last 7 games: 8/30, 0 HR","same-side matchup; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.03,50.72,91.63,102.3372,0.4968,0.2199,0.3691,75.09,54.34,31.8,24.27,19.7,0.1852,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
49,665019,Kody Clemens,MIN,BAL,2026-08-12T17:40:00Z,Scheduled,4,Shane Baz,669358,R,51.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",51.4,40.3,27.1,90.4,80.0,18.3,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,27,1,"Last 7 games: 3/27, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 14.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,11.72,46.55,92.13,101.4551,0.4461,0.2013,0.3254,71.99,14.35,45.59,33.11,19.7,0.2301,7.47,41.36,89.98,0.3951,0.1483,24.94,,,Target Field,
50,646240,Rafael Devers,SF,HOU,2026-08-12T19:45:00Z,Scheduled,4,,,,51.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.5,41.2,19.3,90.4,60.0,32.9,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",EV profile; pitcher fly-ball pressure modest,12.5,52.6,92.8,103.1213,0.4562,0.2203,0.3376,71.74,20.65,33.98,32.76,27.3,0.2256,,,,,,,,,Oracle Park,
51,605137,Josh Bell,MIN,BAL,2026-08-12T17:40:00Z,Scheduled,3,Shane Baz,669358,R,51.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",46.0,38.8,27.1,92.1,75.0,64.8,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 7.5% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.91,43.36,90.12,100.9432,0.457,0.2059,0.3373,72.26,28.29,40.59,27.13,17.8,0.1765,7.47,41.36,89.98,0.3951,0.1483,24.94,,,Target Field,
52,666018,Jonathan Aranda,TB,ATH,2026-08-12T19:05:00Z,Scheduled,2,,,,51.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",48.8,41.2,30.9,95.5,60.0,40.3,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,1,"Last 7 games: 8/30, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.8,48.06,91.53,101.3732,0.4709,0.1974,0.3638,70.15,12.2,31.38,30.34,14.7,0.1555,,,,,,,,,Sutter Health Park,
53,699013,Esmerlyn Valdez,PIT,MIA,2026-08-12T22:40:00Z,Scheduled,7,Janson Junk,676083,R,51.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",74.5,44.5,21.5,59.8,50.0,0.0,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,19,0,"Last 7 games: 2/19, 0 HR","same-side matchup; pitcher baseline 7.9% barrel, 10.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,24.4,50.0,91.8,103.2574,0.469,0.269,0.35,74.6,48.7,33.3,46.7,14.0,0.329,7.87,43.17,90.69,0.4257,0.1641,23.43,,,loanDepot park,
54,545341,Randal Grichuk,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,4,Rhett Lowder,695076,R,51.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",50.6,50.6,27.6,90.4,50.0,23.7,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,0,"Last 7 games: 5/18, 0 HR","same-side matchup; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.07,48.24,91.28,102.9638,0.4696,0.197,0.3323,74.11,42.12,45.1,27.52,9.0,0.2269,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
55,682987,Spencer Jones,NYY,SEA,2026-08-12T23:05:00Z,Scheduled,7,Bryce Miller,682243,R,51.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",63.2,37.3,38.2,59.8,80.0,0.0,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,23,0,"Last 7 games: 2/23, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 14.2 HR allowed",EV profile; pitcher allows elevated contact,12.7,57.1,93.9,103.4063,0.427,0.204,0.32,77.7,78.9,29.6,36.6,5.0,0.178,7.51,36.14,88.62,0.3804,0.1533,31.93,,,Yankee Stadium,
56,553993,Eugenio Suarez,CIN,CWS,2026-08-12T23:40:00Z,Scheduled,5,Luis Castillo,622491,R,51.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",42.2,53.9,27.6,81.9,50.0,79.9,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.9% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.62,38.92,89.08,100.1627,0.3762,0.1806,0.2864,71.81,20.62,48.45,33.83,25.9,0.2287,9.91,42.9,90.16,0.4418,0.18,28.07,,,Rate Field,
57,683002,Gunnar Henderson,BAL,MIN,2026-08-12T17:40:00Z,Scheduled,1,Zebby Matthews,805673,R,50.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",37.4,56.3,27.1,88.7,80.0,27.6,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,1,"Last 7 games: 4/22, 1 HR","platoon edge; pitcher baseline 11.6% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.48,46.33,90.42,101.4288,0.3977,0.1497,0.3193,74.6,46.75,41.36,24.08,17.7,0.1682,11.58,40.06,90.11,0.4463,0.1872,27.66,,,Target Field,
58,676369,Nelson Velazquez,HOU,SF,2026-08-12T19:45:00Z,Scheduled,6,,,,50.9,Longshot,Watch List,"Projected Lineup, Strong Barrel",68.0,41.2,19.3,71.7,60.0,5.1,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,13,0,"Last 7 games: 2/13, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,12.0,64.0,94.6,102.8232,0.515,0.25,0.363,74.8,54.8,48.0,34.0,4.0,0.216,,,,,,,,,Oracle Park,
59,691723,Coby Mayo,BAL,MIN,2026-08-12T17:40:00Z,Scheduled,6,Zebby Matthews,805673,R,50.8,Longshot,Watch List,"Projected Lineup, Strong Barrel",47.8,56.3,27.1,71.7,50.0,57.5,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,21,1,Contact streak: 8/21 over last 7 games,"same-side matchup; pitcher baseline 11.6% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.22,44.4,90.8,102.6183,0.4008,0.1873,0.2988,75.33,54.18,50.32,33.76,13.8,0.2074,11.58,40.06,90.11,0.4463,0.1872,27.66,,,Target Field,
60,665953,Andres Chaparro,WSH,CHC,2026-08-12T22:45:00Z,Scheduled,2,David Peterson,656849,L,50.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",47.7,37.4,28.2,95.5,78.0,23.7,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,0,"Last 7 games: 5/18, 0 HR","platoon edge; pitcher baseline 6.7% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.22,45.85,88.38,101.0873,0.437,0.21,0.335,74.21,42.02,49.5,27.7,4.5,0.2083,6.68,42.85,89.76,0.4182,0.1454,19.71,,,Nationals Park,
61,575929,Willson Contreras,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,4,José Soriano,667755,R,50.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",59.5,36.4,30.4,90.4,50.0,7.0,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","same-side matchup; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.18,46.9,90.6,103.0769,0.4999,0.238,0.3783,76.77,68.66,44.28,29.33,22.1,0.2285,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
62,650489,Willi Castro,COL,AZ,2026-08-12T19:40:00Z,Scheduled,5,Merrill Kelly,518876,R,50.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",31.7,63.6,28.2,81.9,75.0,37.8,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","switch hitter; pitcher baseline 11.7% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.11,38.77,87.33,100.0369,0.3897,0.1561,0.3081,72.51,26.18,42.81,31.18,12.4,0.1547,11.68,43.99,90.2,0.5115,0.2265,26.29,,,Chase Field,
63,679529,Spencer Torkelson,DET,CLE,2026-08-12T22:40:00Z,Scheduled,6,Foster Griffin,656492,L,49.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",50.2,42.9,27.6,71.7,78.0,32.0,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,0,Contact streak: 9/27 over last 7 games,"platoon edge; pitcher baseline 9.2% barrel, 21.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.29,42.86,89.71,100.3518,0.4301,0.2048,0.3249,73.14,25.95,47.84,36.39,23.3,0.2013,9.2,37.6,87.9,0.411,0.161,25.8,,,Comerica Park,
64,671739,Michael Harris,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,4,Zac Thornton,804267,L,49.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",48.2,42.0,30.9,90.4,50.0,37.6,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,0,Contact streak: 10/27 over last 7 games,"same-side matchup; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.64,48.02,90.76,103.49,0.4744,0.1893,0.3388,74.79,47.89,35.45,22.77,20.0,0.1894,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
65,687263,Zach Neto,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,1,Cal Quantrill,615698,R,49.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",47.4,48.5,28.2,88.7,50.0,24.5,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,31,1,"Last 7 games: 5/31, 1 HR","same-side matchup; pitcher baseline 9.5% barrel, 12.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.46,41.91,89.88,100.1496,0.4208,0.2069,0.3118,71.26,13.41,46.99,35.38,21.8,0.1981,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
66,666176,Jo Adell,CLE,DET,2026-08-12T22:40:00Z,Scheduled,5,Framber Valdez,664285,L,49.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",52.3,35.3,27.6,81.9,78.0,25.3,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.42,45.87,90.44,102.6057,0.4713,0.2155,0.337,77.32,71.27,37.3,27.63,22.3,0.1818,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
67,668227,Randy Arozarena,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,2,Will Warren,701542,R,49.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",40.1,47.2,38.2,95.5,50.0,28.1,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","same-side matchup; pitcher baseline 8.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.05,45.07,91.09,101.0466,0.424,0.1683,0.3445,71.32,24.52,33.56,23.26,17.9,0.1733,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
