rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
35,592518,Manny Machado,SD,MIA,2026-09-19T01:40:00Z,Scheduled,3,Tyler Phillips,663969,R,48.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",48.6,40.9,22.6,92.1,50.0,40.1,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.2% barrel, 14.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.8,46.25,91.08,101.8354,0.4474,0.1925,0.34,74.64,44.65,39.38,28.57,27.7,0.1906,7.2,42.91,89.55,0.4043,0.1534,26.5,,,Petco Park,
36,668930,Brice Turang,MIL,BAL,2026-09-18T23:05:00Z,Scheduled,1,,,,48.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",36.5,41.2,32.1,88.7,60.0,80.0,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,22,2,Hot streak: 2 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.72,43.27,90.47,100.3461,0.429,0.1712,0.3434,70.25,13.48,28.0,23.64,18.7,0.1687,,,,,,,,,Oriole Park at Camden Yards,
37,666160,Mickey Moniak,COL,SEA,2026-09-19T00:10:00Z,Scheduled,6,Bryan Woo,693433,R,48.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",46.2,41.6,38.7,71.7,80.0,6.0,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","platoon edge; pitcher baseline 7.7% barrel, 20.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.0,42.08,89.56,100.2369,0.4235,0.1951,0.2971,74.12,43.11,46.52,37.26,22.6,0.2459,7.7,41.94,89.24,0.3786,0.1506,27.85,,,Coors Field,
38,677951,Bobby Witt,KC,PIT,2026-09-18T22:40:00Z,Scheduled,2,Paul Skenes,694973,R,48.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",56.5,28.4,24.3,95.5,50.0,30.3,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","same-side matchup; pitcher baseline 6.6% barrel, 15.2 HR allowed",EV profile; pitcher fly-ball pressure modest,12.01,49.9,92.67,103.4712,0.5066,0.2115,0.3748,73.95,42.65,30.87,27.55,19.5,0.178,6.57,38.56,87.81,0.3371,0.1246,22.73,,,PNC Park,
39,671732,Lawrence Butler,ATH,CLE,2026-09-18T23:10:00Z,Scheduled,3,Daniel Espino,682982,R,48.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",37.0,33.2,27.6,92.1,80.0,79.9,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 11.1% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.5,44.96,90.01,101.8654,0.3905,0.1535,0.3162,73.63,37.81,35.24,22.14,17.5,0.1588,11.1,37.0,85.1,0.319,0.118,33.3,,,Progressive Field,
40,694249,Cole Carrigg,COL,SEA,2026-09-19T00:10:00Z,Scheduled,3,Bryan Woo,693433,R,48.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",27.2,39.5,38.7,92.1,75.0,82.0,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,30,3,Hot streak: 3 HR in last 7 games,"switch hitter; pitcher baseline 7.7% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.5,36.2,87.9,98.7904,0.395,0.149,0.313,73.3,34.9,48.9,29.4,10.0,0.202,7.7,41.94,89.24,0.3786,0.1506,27.85,,,Coors Field,
41,663656,Kyle Tucker,LAD,SF,2026-09-19T02:15:00Z,Scheduled,3,Cesar Perdomo,702885,L,47.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",34.2,42.1,27.6,92.1,50.0,93.3,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.72,37.88,89.19,98.8116,0.4172,0.1598,0.3426,71.58,20.66,43.38,33.82,17.1,0.1623,6.5,47.8,92.0,0.418,0.152,23.9,,,UNIQLO Field at Dodger Stadium,
42,663886,Tyler Stephenson,CIN,CHC,2026-09-18T22:40:00Z,Scheduled,4,Clay Holmes,605280,R,47.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",49.8,28.3,39.3,90.4,50.0,13.6,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","same-side matchup; pitcher baseline 5.2% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.03,45.98,90.85,100.4585,0.427,0.1963,0.3243,70.45,6.72,36.66,33.78,14.4,0.1767,5.19,41.95,89.63,0.3702,0.1206,18.76,,,Great American Ball Park,
43,679529,Spencer Torkelson,DET,CWS,2026-09-18T23:40:00Z,Scheduled,5,David Sandlin,689818,R,46.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",48.0,30.0,27.6,81.9,50.0,75.8,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,21,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.3% barrel, 6.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.52,42.79,89.64,100.2063,0.414,0.1978,0.3186,73.14,26.23,47.7,36.11,26.1,0.2027,8.3,33.3,86.8,0.369,0.146,25.0,,,Rate Field,
44,681393,Connor Norby,COL,SEA,2026-09-19T00:10:00Z,Scheduled,2,Bryan Woo,693433,R,46.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",31.0,41.6,38.7,95.5,50.0,55.9,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,1,Contact streak: 10/27 over last 7 games,"same-side matchup; pitcher baseline 7.7% barrel, 20.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,8.42,37.1,87.46,98.232,0.3792,0.1564,0.307,70.28,8.76,42.38,35.56,7.3,0.1408,7.7,41.94,89.24,0.3786,0.1506,27.85,,,Coors Field,
45,664034,Ty France,SD,MIA,2026-09-19T01:40:00Z,Scheduled,4,Tyler Phillips,663969,R,46.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",42.8,40.9,22.6,90.4,50.0,44.1,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,29,0,Contact streak: 12/29 over last 7 games,"same-side matchup; pitcher baseline 7.2% barrel, 14.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.1,47.28,91.25,101.0764,0.4306,0.1744,0.3315,71.77,19.95,35.59,25.74,16.1,0.1814,7.2,42.91,89.55,0.4043,0.1534,26.5,,,Petco Park,
46,664761,Alec Bohm,PHI,NYM,2026-09-18T23:15:00Z,Scheduled,5,Zac Thornton,804267,L,46.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",32.8,48.8,24.8,81.9,78.0,36.0,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,0,Contact streak: 9/25 over last 7 games,"platoon edge; pitcher baseline 9.1% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.06,44.51,90.66,100.4408,0.4137,0.146,0.3268,71.21,14.91,28.35,22.44,13.8,0.1353,9.1,41.4,89.3,0.448,0.18,29.5,,,Citi Field,
47,666018,Jonathan Aranda,TB,BOS,2026-09-18T23:10:00Z,Scheduled,2,Ranger Suarez,624133,L,45.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",48.9,20.7,27.6,95.5,50.0,56.2,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 5.6% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.73,48.34,91.74,101.21,0.4653,0.1967,0.3575,70.36,13.11,33.48,30.2,18.9,0.1625,5.57,32.71,86.78,0.3552,0.1145,23.54,,,Tropicana Field,
48,676724,Jared Young,NYM,PHI,2026-09-18T23:15:00Z,Scheduled,5,,,,45.7,Longshot,Watch List,Projected Lineup,40.6,41.2,24.8,81.9,60.0,36.0,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,1,"Last 7 games: 5/21, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.68,44.83,88.66,101.0331,0.4175,0.1815,0.3142,73.37,33.25,41.4,26.95,7.5,0.2047,,,,,,,,,Citi Field,
49,682626,Francisco Alvarez,NYM,PHI,2026-09-18T23:15:00Z,Scheduled,7,,,,45.5,Longshot,Watch List,"Projected Lineup, Strong Barrel",54.2,41.2,24.8,59.8,60.0,5.1,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,0,"Last 7 games: 4/26, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.41,48.98,91.21,102.9047,0.4293,0.2003,0.3232,74.11,42.11,37.89,24.68,13.8,0.1721,,,,,,,,,Citi Field,
50,502054,Tommy Pham,CWS,DET,2026-09-18T23:40:00Z,Scheduled,2,Andrew Sears,808825,L,45.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",42.9,24.7,27.6,95.5,78.0,18.3,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,12,1,"Last 7 games: 1/12, 1 HR","platoon edge; pitcher baseline 5.6% barrel, 2.0 HR allowed",lift-pull EV profile; pitcher allows elevated contact,8.98,49.16,93.77,102.879,0.3218,0.1476,0.2424,71.48,18.75,46.28,33.94,3.7,0.1537,5.6,27.8,89.4,0.338,0.13,38.9,,,Rate Field,
51,518692,Freddie Freeman,LAD,SF,2026-09-19T02:15:00Z,Scheduled,2,Cesar Perdomo,702885,L,45.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",39.1,42.1,27.6,95.5,50.0,8.8,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","same-side matchup; pitcher baseline 6.5% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.65,42.13,89.85,100.131,0.467,0.1832,0.3605,70.08,7.91,36.54,27.07,18.4,0.1678,6.5,47.8,92.0,0.418,0.152,23.9,,,UNIQLO Field at Dodger Stadium,
52,665161,Jeremy Pena,HOU,ATL,2026-09-19T00:10:00Z,Scheduled,1,Tyler Mahle,641816,R,45.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",32.3,37.3,27.6,88.7,50.0,94.7,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.0% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.08,40.73,88.62,100.0253,0.4264,0.1557,0.3291,72.23,14.83,45.99,24.85,18.4,0.187,7.02,37.59,89.48,0.4004,0.1495,26.7,,,Daikin Park,
53,683734,Andrew Vaughn,MIL,BAL,2026-09-18T23:05:00Z,Scheduled,4,,,,45.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",34.5,41.2,32.1,90.4,60.0,23.7,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,0,"Last 7 games: 5/18, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.24,44.76,90.55,100.2334,0.4146,0.1444,0.3385,70.53,13.01,34.07,24.83,8.4,0.1479,,,,,,,,,Oriole Park at Camden Yards,
54,607043,Brandon Nimmo,TEX,TOR,2026-09-19T00:05:00Z,Scheduled,4,Dylan Cease,656302,R,45.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",46.3,21.5,27.6,90.4,80.0,15.3,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 14.0 HR allowed",EV profile; pitcher fly-ball pressure modest,9.22,50.83,92.04,102.1003,0.4428,0.1768,0.3378,72.34,27.74,33.52,25.77,17.3,0.1572,6.36,33.58,86.59,0.3079,0.1107,25.19,,,Globe Life Field,
55,668904,Royce Lewis,MIN,LAA,2026-09-19T01:38:00Z,Scheduled,6,Grayson Rodriguez,680570,R,45.2,Longshot,Watch List,"Projected Lineup, Strong Barrel",40.9,53.8,28.2,71.7,50.0,0.8,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","same-side matchup; pitcher baseline 8.9% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.38,40.51,89.8,100.5994,0.4014,0.1621,0.3068,74.72,50.03,46.37,31.13,13.7,0.1559,8.9,45.6,90.4,0.465,0.191,28.1,,,Angel Stadium,
56,694208,Moises Ballesteros,LAA,MIN,2026-09-19T01:38:00Z,Scheduled,4,Connor Prielipp,687570,L,45.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",34.2,39.0,28.2,90.4,50.0,63.3,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,19,1,Contact streak: 8/19 over last 7 games,"same-side matchup; pitcher baseline 6.8% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.17,43.24,90.15,100.8074,0.3867,0.1457,0.3102,72.36,29.3,34.5,20.79,6.9,0.1438,6.8,41.5,90.2,0.39,0.149,26.0,,,Angel Stadium,
57,596142,Gary Sanchez,MIL,BAL,2026-09-18T23:05:00Z,Scheduled,5,,,,45.1,Longshot,Watch List,Projected Lineup,38.9,41.2,32.1,81.9,60.0,14.1,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,14,0,"Last 7 games: 3/14, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.08,42.47,89.66,100.9025,0.4084,0.181,0.3332,71.78,24.84,47.1,27.65,9.2,0.2066,,,,,,,,,Oriole Park at Camden Yards,
58,701807,Carson Benge,NYM,PHI,2026-09-18T23:15:00Z,Scheduled,4,,,,45.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",32.2,41.2,24.8,90.4,60.0,54.9,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,2,Hot streak: 2 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.4,38.6,88.7,99.5662,0.434,0.158,0.338,71.1,17.6,33.9,27.3,18.0,0.143,,,,,,,,,Citi Field,
59,607208,Trea Turner,PHI,NYM,2026-09-18T23:15:00Z,Scheduled,2,Zac Thornton,804267,L,44.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",26.8,48.8,24.8,95.5,78.0,4.2,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","platoon edge; pitcher baseline 9.1% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.22,39.79,88.6,99.1867,0.3778,0.1288,0.3,71.45,18.51,35.17,25.27,17.8,0.1453,9.1,41.4,89.3,0.448,0.18,29.5,,,Citi Field,
60,686797,Brooks Lee,MIN,LAA,2026-09-19T01:38:00Z,Scheduled,2,Grayson Rodriguez,680570,R,44.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",21.6,52.3,28.2,95.5,75.0,14.6,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","switch hitter; pitcher baseline 8.9% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.68,35.49,88.25,97.722,0.3558,0.1274,0.2792,69.92,8.49,41.64,29.98,20.9,0.1662,8.9,45.6,90.4,0.465,0.191,28.1,,,Angel Stadium,
61,805808,Kevin McGonigle,DET,CWS,2026-09-18T23:40:00Z,Scheduled,1,David Sandlin,689818,R,44.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",33.7,30.0,27.6,88.7,80.0,50.3,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,1,Contact streak: 9/27 over last 7 games,"platoon edge; pitcher baseline 8.3% barrel, 6.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,7.1,37.2,88.0,98.3846,0.443,0.177,0.357,71.3,16.2,37.8,35.5,17.0,0.15,8.3,33.3,86.8,0.369,0.146,25.0,,,Rate Field,
62,703607,Henry Bolte,ATH,CLE,2026-09-18T23:10:00Z,Scheduled,1,Daniel Espino,682982,R,44.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",38.2,33.2,27.6,88.7,50.0,54.7,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 11.1% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.2,47.8,90.9,104.4148,0.377,0.131,0.318,76.9,71.7,32.0,16.0,11.0,0.128,11.1,37.0,85.1,0.319,0.118,33.3,,,Progressive Field,
63,642350,Jose Siri,LAA,MIN,2026-09-19T01:38:00Z,Scheduled,8,Connor Prielipp,687570,L,44.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",48.8,39.0,28.2,47.9,78.0,19.5,No,Yes,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,0,"Last 7 games: 4/16, 0 HR","platoon edge; pitcher baseline 6.8% barrel, 14.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,15.45,39.46,88.19,99.815,0.3767,0.191,0.275,73.15,35.15,33.37,42.97,5.6,0.1376,6.8,41.5,90.2,0.39,0.149,26.0,,,Angel Stadium,
64,668939,Adley Rutschman,BOS,TB,2026-09-18T23:10:00Z,Scheduled,5,Ian Seymour,693855,L,44.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",32.0,41.2,27.6,81.9,75.0,29.2,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","switch hitter; pitcher baseline 9.1% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.08,39.02,88.98,99.2549,0.4128,0.162,0.3292,70.42,12.07,39.03,29.85,11.1,0.1691,9.13,37.52,88.35,0.3903,0.1663,29.45,,,Tropicana Field,
65,664954,Brett Sullivan,COL,SEA,2026-09-19T00:10:00Z,Scheduled,8,Bryan Woo,693433,R,44.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",42.1,41.6,38.7,47.9,80.0,13.6,No,Yes,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","platoon edge; pitcher baseline 7.7% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.37,52.54,90.02,97.84,0.3596,0.1542,0.3103,69.16,5.39,50.63,34.67,4.9,0.1239,7.7,41.94,89.24,0.3786,0.1506,27.85,,,Coors Field,
66,680869,Zack Gelof,ATH,CLE,2026-09-18T23:10:00Z,Scheduled,4,Daniel Espino,682982,R,44.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",41.0,33.2,27.6,90.4,50.0,23.4,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,1,"Last 7 games: 4/26, 1 HR","same-side matchup; pitcher baseline 11.1% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.54,43.98,89.08,99.8769,0.3809,0.1781,0.2834,73.22,26.94,39.46,28.78,13.2,0.1729,11.1,37.0,85.1,0.319,0.118,33.3,,,Progressive Field,
67,666310,Bo Naylor,MIL,BAL,2026-09-18T23:05:00Z,Scheduled,8,,,,43.6,Longshot,Watch List,"Projected Lineup, Strong Barrel",42.9,41.2,32.1,47.9,60.0,52.0,No,Yes,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,2,Hot streak: 2 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.52,41.52,89.46,99.7851,0.399,0.183,0.2948,71.91,16.15,39.88,33.26,5.6,0.1189,,,,,,,,,Oriole Park at Camden Yards,
68,666182,Bo Bichette,NYM,PHI,2026-09-18T23:15:00Z,Scheduled,3,,,,43.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",33.0,41.2,24.8,92.1,60.0,15.9,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,31,0,"Last 7 games: 7/31, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.85,43.97,90.02,101.0909,0.4331,0.1503,0.3341,69.66,13.02,26.63,22.67,16.6,0.1412,,,,,,,,,Citi Field,
69,693307,Dillon Dingler,DET,CWS,2026-09-18T23:40:00Z,Scheduled,3,David Sandlin,689818,R,43.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",41.8,30.0,27.6,92.1,50.0,22.6,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,1,"Last 7 games: 4/27, 1 HR","same-side matchup; pitcher baseline 8.3% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.62,42.97,88.88,100.4725,0.4629,0.1955,0.3413,71.77,15.9,41.43,28.71,22.8,0.1904,8.3,33.3,86.8,0.369,0.146,25.0,,,Rate Field,
