rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
70,621493,Taylor Ward,BAL,SD,2026-06-13T20:05:00Z,Pre-Game,1,Randy Vásquez,681190,R,54.3,Longshot,Watch List,Premium Lineup Spot,32.4,69.5,47.6,93.2,50.0,46.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","same-side matchup; pitcher baseline 12.7% barrel, 11.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.4,42.35,89.82,99.847,0.401,0.149,0.3519,68.45,4.4,30.65,29.03,12.9,0.1427,12.72,44.69,90.64,0.5286,0.2378,29.51,In From LF,85,Oriole Park at Camden Yards,
71,643217,Andrew Benintendi,CWS,LAD,2026-06-13T20:10:00Z,Pre-Game,3,Yoshinobu Yamamoto,808967,R,54.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",44.1,29.8,59.6,96.6,80.0,56.2,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.8% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.45,44.81,88.84,98.9851,0.4398,0.1942,0.3256,69.33,4.01,51.57,33.95,10.9,0.1784,6.82,37.88,88.3,0.3565,0.1298,23.71,L To R,81,Rate Field,
72,672515,Gabriel Moreno,AZ,CIN,2026-06-13T20:10:00Z,Pre-Game,3,Rhett Lowder,695076,R,54.1,Longshot,Watch List,Premium Lineup Spot,43.6,40.2,61.3,96.6,50.0,57.8,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.1% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.76,45.08,89.84,99.9033,0.467,0.1915,0.3635,71.11,19.54,35.5,28.83,6.2,0.1613,8.1,40.2,90.5,0.419,0.149,25.2,L To R,81,Great American Ball Park,
73,694192,Jackson Chourio,MIL,PHI,2026-06-13T23:10:00Z,Scheduled,2,Aaron Nola,605400,R,54.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",55.0,45.4,27.6,95.5,50.0,60.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,36,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.1% barrel, 13.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.13,46.64,91.33,102.4407,0.4687,0.2154,0.3315,74.53,48.12,29.12,29.9,10.5,0.1993,9.1,40.71,88.63,0.4303,0.1745,25.64,,,American Family Field,
74,608369,Corey Seager,TEX,BOS,2026-06-13T20:10:00Z,Pre-Game,2,Ranger Suarez,624133,L,54.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",60.4,23.0,56.2,95.5,50.0,44.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.23,47.44,91.71,102.5382,0.4906,0.2441,0.3552,72.18,16.72,42.18,30.29,12.6,0.1957,6.34,32.43,87.2,0.3622,0.1201,23.47,L To R,84,Fenway Park,
75,502671,Paul Goldschmidt,NYY,TOR,2026-06-13T19:07:00Z,Pre-Game,4,Kevin Gausman,592332,R,53.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",41.7,39.7,67.9,94.9,50.0,50.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,1,Contact streak: 9/27 over last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.17,41.81,88.23,100.1184,0.4836,0.2064,0.3584,71.76,17.84,34.44,23.89,8.6,0.2004,8.36,38.81,88.46,0.3993,0.1592,25.88,Out To RF,71,Rogers Centre,
76,681624,Andy Pages,LAD,CWS,2026-06-13T20:10:00Z,Pre-Game,2,Sean Burke,680732,R,53.5,Longshot,Watch List,Premium Lineup Spot,43.0,39.6,59.6,100.0,50.0,46.8,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,32,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.8% barrel, 11.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.38,44.2,89.44,100.5477,0.4637,0.191,0.3377,72.81,24.72,37.41,29.07,18.6,0.2198,7.77,38.15,89.32,0.3961,0.1557,29.3,L To R,81,Rate Field,
77,701807,Carson Benge,NYM,ATL,2026-06-13T20:10:00Z,Pre-Game,1,Martín Pérez,527048,L,53.4,Longshot,Watch List,Premium Lineup Spot,40.9,45.1,62.8,93.2,50.0,43.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","same-side matchup; pitcher baseline 9.9% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.4,44.2,90.0,100.6756,0.458,0.177,0.348,71.2,17.8,29.3,25.4,7.0,0.135,9.89,39.61,88.76,0.4199,0.1737,27.07,Out To RF,84,Citi Field,
78,695600,Carter Jensen,KC,HOU,2026-06-13T23:10:00Z,Scheduled,1,Mike Burrows,681347,R,53.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",52.1,47.9,23.2,88.7,80.0,32.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,1,"Last 7 games: 6/28, 1 HR","platoon edge; pitcher baseline 9.8% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.1,45.7,91.69,102.6127,0.4258,0.1906,0.3231,74.48,42.32,39.74,30.77,6.5,0.1926,9.82,39.41,88.43,0.4355,0.1773,27.54,,,Kauffman Stadium,
79,677951,Bobby Witt,KC,HOU,2026-06-13T23:10:00Z,Scheduled,2,Mike Burrows,681347,R,53.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",59.3,47.9,23.2,95.5,50.0,19.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,0,"Last 7 games: 7/28, 0 HR","same-side matchup; pitcher baseline 9.8% barrel, 15.8 HR allowed",EV profile; pitcher fly-ball pressure modest,12.71,51.3,93.3,103.7535,0.5136,0.2157,0.379,73.81,41.28,29.05,27.55,13.2,0.178,9.82,39.41,88.43,0.4355,0.1773,27.54,,,Kauffman Stadium,
80,669899,Ryan Ward,LAD,CWS,2026-06-13T20:10:00Z,Pre-Game,7,Sean Burke,680732,R,53.3,Longshot,Watch List,"Strong Barrel, Platoon Edge",48.5,39.6,59.6,64.3,80.0,52.8,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 11.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.0,34.8,89.1,99.9842,0.504,0.254,0.328,71.8,8.7,47.8,26.1,3.0,0.324,7.77,38.15,89.32,0.3961,0.1557,29.3,L To R,81,Rate Field,
81,641857,Ryan McMahon,NYY,TOR,2026-06-13T19:07:00Z,Pre-Game,8,Kevin Gausman,592332,R,53.1,Longshot,Watch List,"Strong Barrel, Platoon Edge",50.1,39.7,67.9,52.4,80.0,47.2,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,16,1,"Last 7 games: 5/16, 1 HR","platoon edge; pitcher baseline 8.4% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.19,50.78,91.69,102.2341,0.398,0.1765,0.3024,74.49,47.17,37.35,32.94,10.9,0.1537,8.36,38.81,88.46,0.3993,0.1592,25.88,Out To RF,71,Rogers Centre,
82,677594,Julio Rodríguez,SEA,WSH,2026-06-13T20:05:00Z,Pre-Game,2,Cade Cavalli,676917,R,52.8,Longshot,Watch List,Premium Lineup Spot,48.0,32.2,67.2,100.0,50.0,14.1,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 6.9% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.24,45.76,90.89,103.0683,0.4727,0.2048,0.344,76.68,67.19,36.18,25.0,18.7,0.1923,6.88,39.91,88.68,0.3937,0.1382,21.75,Out To RF,86,Nationals Park,
83,668804,Bryan Reynolds,PIT,MIA,2026-06-13T20:05:00Z,Pre-Game,3,Lake Bachar,669199,R,52.8,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",41.5,41.7,47.3,96.6,75.0,33.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,1,"Last 7 games: 6/27, 1 HR","switch hitter; pitcher baseline 8.0% barrel, 6.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.05,44.67,90.92,101.9178,0.4351,0.1785,0.3548,72.69,28.79,41.69,22.87,9.7,0.157,7.97,41.85,90.37,0.3654,0.1612,34.09,L To R,81,PNC Park,
84,663330,Jahmai Jones,DET,CLE,2026-06-13T20:10:00Z,Pre-Game,5,Joey Cantillo,676282,L,52.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",48.8,42.0,53.6,81.9,78.0,0.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,11,0,"Last 7 games: 0/11, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.6,47.79,91.29,102.0909,0.449,0.1954,0.3423,72.97,32.98,47.66,29.88,3.5,0.1503,8.74,38.93,88.52,0.3994,0.1634,30.87,L To R,81,Progressive Field,
85,678218,Brandon Valenzuela,TOR,NYY,2026-06-13T19:07:00Z,Pre-Game,6,Cam Schlittler,693645,R,52.6,Longshot,Watch List,"Platoon Edge, Hot Hitter/Streak",38.1,32.5,67.9,76.2,75.0,91.5,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,22,3,Hot streak: 3 HR in last 7 games,"switch hitter; pitcher baseline 7.4% barrel, 5.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.3,37.1,89.3,99.4131,0.45,0.186,0.349,72.6,23.3,41.2,25.8,7.0,0.205,7.36,40.97,88.58,0.3567,0.1344,27.02,Out To RF,71,Rogers Centre,
86,677588,José Tena,WSH,SEA,2026-06-13T20:05:00Z,Pre-Game,7,Luis Castillo,622491,R,52.5,Longshot,Watch List,Platoon Edge,37.4,57.8,67.2,64.3,80.0,0.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,13,0,"Last 7 games: 1/13, 0 HR","platoon edge; pitcher baseline 10.8% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.52,48.48,91.3,102.6108,0.371,0.1343,0.2957,73.04,32.79,31.72,18.27,2.1,0.1351,10.82,47.03,91.0,0.439,0.18,28.21,Out To RF,86,Nationals Park,
87,681715,Heriberto Hernández,MIA,PIT,2026-06-13T20:05:00Z,Pre-Game,5,Bubba Chandler,696149,R,52.5,Longshot,Watch List,Hot Hitter/Streak,46.8,40.9,47.3,86.4,50.0,70.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 6.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.39,46.31,90.9,101.411,0.4595,0.1977,0.3501,74.38,46.08,46.61,27.89,6.5,0.1538,8.42,36.99,89.85,0.3989,0.1714,28.26,L To R,81,PNC Park,
88,678882,Ceddanne Rafaela,BOS,TEX,2026-06-13T20:10:00Z,Pre-Game,2,Jacob deGrom,594798,R,52.1,Longshot,Watch List,Premium Lineup Spot,26.7,55.3,56.2,100.0,50.0,61.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.1% barrel, 16.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.52,37.44,87.6,98.398,0.3845,0.1383,0.3022,70.16,7.99,36.34,25.79,9.7,0.1685,10.07,43.93,90.87,0.4134,0.1826,32.12,L To R,84,Fenway Park,
89,668930,Brice Turang,MIL,PHI,2026-06-13T23:10:00Z,Scheduled,3,Aaron Nola,605400,R,52.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",41.5,45.4,27.6,92.1,80.0,64.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,33,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 9.1% barrel, 13.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.49,46.42,90.89,100.948,0.4493,0.1894,0.3567,70.32,12.43,25.48,24.2,12.4,0.1841,9.1,40.71,88.63,0.4303,0.1745,25.64,,,American Family Field,
90,571970,Max Muncy,ATH,COL,2026-06-14T02:05:00Z,Scheduled,8,Kyle Freeland,607536,L,52.1,Longshot,Watch List,"Projected Lineup, Strong Barrel",63.5,59.2,27.6,47.9,50.0,32.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,21,0,Contact streak: 7/21 over last 7 games,"same-side matchup; pitcher baseline 9.6% barrel, 15.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.7,48.84,90.74,102.0728,0.5285,0.2667,0.3859,71.34,12.68,53.46,34.04,15.5,0.2382,9.61,45.06,90.89,0.5038,0.2001,28.66,,,Las Vegas Ballpark,
91,547180,Bryce Harper,PHI,MIL,2026-06-13T23:10:00Z,Scheduled,3,Shane Drohan,675660,L,51.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.7,37.6,27.6,92.1,50.0,46.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","same-side matchup; pitcher baseline 9.4% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.93,46.1,90.53,102.2412,0.5396,0.2555,0.3988,74.2,45.28,37.21,26.68,18.6,0.24,9.4,39.6,88.6,0.357,0.137,29.2,,,American Family Field,
92,646240,Rafael Devers,SF,CHC,2026-06-14T02:05:00Z,Scheduled,2,Ben Brown,676962,R,51.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",52.6,37.8,19.3,95.5,80.0,40.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 6.1 HR allowed",EV profile; pitcher fly-ball pressure modest,11.66,51.48,92.38,103.0194,0.424,0.2007,0.3124,71.74,20.01,33.21,31.5,16.8,0.1934,7.83,43.87,90.93,0.3506,0.1284,23.55,,,Oracle Park,
93,543760,Marcus Semien,NYM,ATL,2026-06-13T20:10:00Z,Pre-Game,5,Martín Pérez,527048,L,51.7,Longshot,Watch List,Platoon Edge,29.4,45.1,62.8,86.4,78.0,53.3,Yes,Yes,6,Yes,Yes,MLB Stats API; RotoWire,order MLB 5 vs RotoWire 6,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.9% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.2,35.49,86.97,97.7675,0.4216,0.1649,0.3222,68.54,2.85,47.33,31.44,10.1,0.1298,9.89,39.61,88.76,0.4199,0.1737,27.07,Out To RF,84,Citi Field,
94,666018,Jonathan Aranda,TB,LAA,2026-06-14T02:07:00Z,Scheduled,3,José Soriano,667755,R,51.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",52.5,37.5,28.2,92.1,80.0,16.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","platoon edge; pitcher baseline 8.5% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.06,48.27,91.39,101.4875,0.4856,0.2142,0.375,70.36,13.07,32.01,31.04,11.9,0.1772,8.46,40.36,89.37,0.3761,0.139,21.2,,,Angel Stadium,
95,691406,Junior Caminero,TB,LAA,2026-06-14T02:07:00Z,Scheduled,2,José Soriano,667755,R,51.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",58.9,37.5,28.2,95.5,50.0,16.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","same-side matchup; pitcher baseline 8.5% barrel, 9.9 HR allowed",EV profile; pitcher fly-ball pressure modest,12.88,49.37,92.47,104.9494,0.4814,0.2152,0.36,79.55,86.77,42.3,22.23,23.3,0.2304,8.46,40.36,89.37,0.3761,0.139,21.2,,,Angel Stadium,
96,671056,Iván Herrera,STL,MIN,2026-06-13T18:10:00Z,Warmup,2,Connor Prielipp,687570,L,51.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",37.7,39.9,45.6,100.0,78.0,30.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"platoon edge; pitcher baseline 9.2% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.88,43.57,90.08,101.4845,0.4364,0.1656,0.3654,74.19,45.74,37.17,18.82,10.6,0.1555,9.2,36.4,89.7,0.384,0.162,26.4,In From LF,69,Target Field,
97,677942,Blaze Alexander,BAL,SD,2026-06-13T20:05:00Z,Pre-Game,9,Randy Vásquez,681190,R,51.1,Longshot,Watch List,No major boost,40.4,69.5,47.6,44.8,50.0,63.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,14,1,Contact streak: 6/14 over last 7 games,"same-side matchup; pitcher baseline 12.7% barrel, 11.8 HR allowed",EV profile; pitcher fly-ball pressure modest,8.32,46.98,92.02,100.8955,0.4314,0.1528,0.3407,72.45,27.42,31.85,21.43,3.5,0.1285,12.72,44.69,90.64,0.5286,0.2378,29.51,In From LF,85,Oriole Park at Camden Yards,
98,543807,George Springer,TOR,NYY,2026-06-13T19:07:00Z,Pre-Game,1,Cam Schlittler,693645,R,50.7,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",40.6,33.1,67.9,93.2,50.0,32.9,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","same-side matchup; pitcher baseline 7.4% barrel, 5.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.74,40.25,88.6,99.9025,0.4289,0.1883,0.3347,72.86,31.73,43.33,26.65,13.8,0.1824,7.36,40.97,88.58,0.3567,0.1344,27.02,Out To RF,71,Rogers Centre,
99,641933,Tyler O'Neill,BAL,SD,2026-06-13T20:05:00Z,Pre-Game,7,Randy Vásquez,681190,R,50.7,Longshot,Watch List,No major boost,36.0,69.5,47.6,64.3,50.0,29.7,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,0,"Last 7 games: 7/22, 0 HR","same-side matchup; pitcher baseline 12.7% barrel, 11.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,9.22,37.35,88.17,99.2549,0.3774,0.1715,0.2998,72.46,21.23,46.63,38.58,4.1,0.1181,12.72,44.69,90.64,0.5286,0.2378,29.51,In From LF,85,Oriole Park at Camden Yards,
100,687263,Zach Neto,LAA,TB,2026-06-14T02:07:00Z,Scheduled,1,Griffin Jax,643377,R,50.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",47.1,43.7,28.2,88.7,50.0,68.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.8% barrel, 7.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.6,39.95,90.09,99.719,0.4264,0.209,0.3244,70.77,10.08,48.32,35.31,16.9,0.2114,9.82,39.97,88.43,0.4262,0.1709,22.67,,,Angel Stadium,
101,593428,Xander Bogaerts,SD,BAL,2026-06-13T20:05:00Z,Pre-Game,4,Trey Gibson,694346,R,50.4,Longshot,Watch List,Premium Lineup Spot,29.3,64.3,47.6,94.9,50.0,8.1,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,0,"Last 7 games: 4/23, 0 HR","same-side matchup; pitcher baseline 11.5% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.04,38.01,88.44,99.6751,0.4046,0.1467,0.3235,71.92,25.09,48.07,24.81,8.9,0.1245,11.5,44.3,91.7,0.566,0.235,19.7,In From LF,85,Oriole Park at Camden Yards,
102,656811,Ryan O'Hearn,PIT,MIA,2026-06-13T20:05:00Z,Pre-Game,4,Lake Bachar,669199,R,50.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",34.5,42.4,47.3,94.9,80.0,24.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,1,"Last 7 games: 4/25, 1 HR","platoon edge; pitcher baseline 8.0% barrel, 6.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.9,43.83,89.75,99.6195,0.4185,0.1572,0.3325,71.1,12.06,38.17,27.66,12.1,0.1742,7.97,41.85,90.37,0.3654,0.1612,34.09,L To R,81,PNC Park,
103,691176,Jasson Domínguez,NYY,TOR,2026-06-13T19:07:00Z,Pre-Game,2,Kevin Gausman,592332,R,50.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",25.2,38.3,67.9,100.0,75.0,34.4,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","switch hitter; pitcher baseline 8.4% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.1,44.49,91.51,101.6137,0.3798,0.0805,0.3263,74.52,38.78,40.38,21.54,3.7,0.1562,8.36,38.81,88.46,0.3993,0.1592,25.88,Out To RF,71,Rogers Centre,
104,647304,Josh Naylor,SEA,WSH,2026-06-13T20:05:00Z,Pre-Game,3,Cade Cavalli,676917,R,50.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",26.3,32.2,67.2,96.6,80.0,58.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.9% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.72,39.24,88.08,99.3752,0.4164,0.1422,0.3294,70.44,10.69,45.21,23.27,11.6,0.1327,6.88,39.91,88.68,0.3937,0.1382,21.75,Out To RF,86,Nationals Park,
