rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
175,695238,Will Wagner,SD,BAL,2026-06-13T20:05:00Z,Pre-Game,7,Trey Gibson,694346,R,43.1,Longshot,Watch List,Platoon Edge,6.4,64.3,47.6,64.3,80.0,45.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,3,3,6,0,Contact streak: 3/6 over last 3 games,"platoon edge; pitcher baseline 11.5% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.6,12.36,83.37,91.9193,0.4457,0.059,0.4608,69.98,10.64,23.72,19.01,0.0,0.1331,11.5,44.3,91.7,0.566,0.235,19.7,In From LF,85,Oriole Park at Camden Yards,
176,571448,Nolan Arenado,AZ,CIN,2026-06-13T20:10:00Z,Pre-Game,4,Rhett Lowder,695076,R,43.0,Longshot,Watch List,Premium Lineup Spot,19.2,40.2,61.3,94.9,50.0,0.8,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.82,31.55,85.75,96.9924,0.3716,0.1269,0.3044,71.4,16.06,46.16,27.44,9.2,0.1596,8.1,40.2,90.5,0.419,0.149,25.2,L To R,81,Great American Ball Park,
177,800050,Chase DeLauter,CLE,DET,2026-06-13T20:10:00Z,Pre-Game,3,Tarik Skubal,669373,L,43.0,Longshot,Watch List,Premium Lineup Spot,28.2,27.1,53.6,96.6,50.0,22.4,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","same-side matchup; pitcher baseline 6.1% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.9,40.7,89.9,100.5254,0.407,0.131,0.34,71.2,15.0,38.5,19.0,7.0,0.147,6.14,40.0,88.76,0.351,0.1051,24.15,L To R,81,Progressive Field,
178,669364,Xavier Edwards,MIA,PIT,2026-06-13T20:05:00Z,Pre-Game,3,Bubba Chandler,696149,R,42.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",15.2,40.2,47.3,96.6,75.0,16.1,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,0,"Last 7 games: 5/22, 0 HR","switch hitter; pitcher baseline 8.4% barrel, 6.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.3,31.22,87.15,96.977,0.3901,0.1152,0.3286,68.02,2.47,31.95,21.98,5.1,0.1211,8.42,36.99,89.85,0.3989,0.1714,28.26,L To R,81,PNC Park,
179,665161,Jeremy Pena,HOU,KC,2026-06-13T23:10:00Z,Scheduled,2,Noah Cameron,702070,L,42.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",26.4,42.1,23.2,95.5,78.0,4.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 9.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.82,35.55,86.8,98.7082,0.446,0.1487,0.3564,72.23,13.39,44.8,27.16,7.2,0.1422,8.4,39.92,89.02,0.4198,0.1688,25.96,,,Kauffman Stadium,
180,695490,Edwin Arroyo,CIN,AZ,2026-06-13T20:10:00Z,Pre-Game,1,Michael Soroka,647336,R,42.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",13.7,33.0,61.3,93.2,75.0,24.9,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,14,0,"Last 7 games: 4/14, 0 HR","switch hitter; pitcher baseline 7.6% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,28.6,90.7,95.6693,0.241,0.04,0.23,69.6,12.1,50.0,28.6,0.0,0.0,7.61,35.43,88.15,0.3895,0.1497,27.8,L To R,81,Great American Ball Park,
181,606115,Orlando Arcia,MIN,STL,2026-06-13T18:10:00Z,Warmup,6,Matthew Liberatore,669461,L,42.6,Longshot,Watch List,Platoon Edge,8.3,55.9,45.6,76.2,78.0,37.8,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,1,"Last 7 games: 4/16, 1 HR","platoon edge; pitcher baseline 9.8% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.6,28.55,87.05,96.7635,0.3012,0.0798,0.2458,70.67,14.26,35.4,21.07,1.6,0.0876,9.76,43.2,91.3,0.4664,0.1864,29.01,In From LF,69,Target Field,
182,672580,Maikel Garcia,KC,HOU,2026-06-13T23:10:00Z,Scheduled,3,Mike Burrows,681347,R,42.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",28.6,47.9,23.2,92.1,50.0,16.1,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,0,"Last 7 games: 5/22, 0 HR","same-side matchup; pitcher baseline 9.8% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.39,42.58,90.53,100.812,0.3989,0.1194,0.3294,72.04,19.16,34.95,21.04,6.9,0.1287,9.82,39.41,88.43,0.4355,0.1773,27.54,,,Kauffman Stadium,
183,607208,Trea Turner,PHI,MIL,2026-06-13T23:10:00Z,Scheduled,2,Shane Drohan,675660,L,42.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",26.0,37.6,27.6,95.5,78.0,8.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.38,40.07,89.02,99.2383,0.3708,0.1239,0.2951,71.41,18.01,33.7,27.09,9.4,0.1264,9.4,39.6,88.6,0.357,0.137,29.2,,,American Family Field,
184,677870,Leo Jiménez,MIA,PIT,2026-06-13T20:05:00Z,Pre-Game,6,Bubba Chandler,696149,R,42.5,Longshot,Watch List,No major boost,30.8,40.9,47.3,76.2,50.0,4.5,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","same-side matchup; pitcher baseline 8.4% barrel, 6.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.86,43.28,91.58,100.4607,0.3574,0.1101,0.3121,71.93,16.09,29.75,22.98,0.3,0.0421,8.42,36.99,89.85,0.3989,0.1714,28.26,L To R,81,PNC Park,
185,664983,Jake McCarthy,COL,ATH,2026-06-14T02:05:00Z,Scheduled,6,Joey Estes,683155,R,42.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.9,58.2,27.6,71.7,80.0,42.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,32,1,"Last 7 games: 9/32, 1 HR","platoon edge; pitcher baseline 11.9% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.58,25.5,84.77,96.0723,0.3887,0.135,0.3035,70.85,12.21,37.24,22.78,4.0,0.1585,11.9,33.3,88.5,0.49,0.224,45.2,,,Las Vegas Ballpark,
186,543309,Kyle Higashioka,TEX,BOS,2026-06-13T20:10:00Z,Pre-Game,7,Ranger Suarez,624133,L,42.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",32.6,23.0,56.2,59.8,78.0,43.2,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,1,"Last 7 games: 6/21, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.79,37.77,88.48,98.6494,0.3779,0.147,0.3013,70.9,11.28,44.03,27.83,6.1,0.1431,6.34,32.43,87.2,0.3622,0.1201,23.47,L To R,84,Fenway Park,
187,702332,Caleb Durbin,BOS,TEX,2026-06-13T20:10:00Z,Pre-Game,6,Jacob deGrom,594798,R,42.3,Longshot,Watch List,No major boost,7.6,55.3,56.2,76.2,50.0,57.8,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.1% barrel, 16.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.3,29.77,85.41,96.492,0.3396,0.093,0.2931,68.25,2.25,41.58,18.56,5.4,0.1261,10.07,43.93,90.87,0.4134,0.1826,32.12,L To R,84,Fenway Park,
188,672695,Geraldo Perdomo,AZ,CIN,2026-06-13T20:10:00Z,Pre-Game,6,Rhett Lowder,695076,R,42.1,Longshot,Watch List,Platoon Edge,13.4,40.0,61.3,76.2,75.0,30.0,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"switch hitter; pitcher baseline 8.1% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.96,31.62,87.46,96.9017,0.3694,0.0998,0.3385,67.18,1.38,43.66,23.42,8.1,0.1251,8.1,40.2,90.5,0.419,0.149,25.2,L To R,81,Great American Ball Park,
189,656577,Alex Jackson,MIN,STL,2026-06-13T18:10:00Z,Warmup,9,Matthew Liberatore,669461,L,42.0,Longshot,Watch List,Platoon Edge,20.2,55.9,45.6,44.8,78.0,34.9,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,17,0,Contact streak: 6/17 over last 7 games,"platoon edge; pitcher baseline 9.8% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.44,36.92,89.07,100.7743,0.2626,0.0814,0.2189,73.93,39.07,33.9,30.03,1.5,0.1018,9.76,43.2,91.3,0.4664,0.1864,29.01,In From LF,69,Target Field,
190,681807,David Fry,CLE,DET,2026-06-13T20:10:00Z,Pre-Game,5,Tarik Skubal,669373,L,42.0,Longshot,Watch List,Platoon Edge,20.9,27.1,53.6,86.4,78.0,28.2,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,13,0,"Last 7 games: 4/13, 0 HR","platoon edge; pitcher baseline 6.1% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.7,35.67,87.23,98.1083,0.2805,0.0961,0.2594,70.26,9.65,58.75,28.54,4.5,0.1598,6.14,40.0,88.76,0.351,0.1051,24.15,L To R,81,Progressive Field,
191,670623,Isaac Paredes,HOU,KC,2026-06-13T23:10:00Z,Scheduled,4,Noah Cameron,702070,L,42.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",22.3,42.1,23.2,90.4,78.0,27.6,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,1,"Last 7 games: 4/22, 1 HR","platoon edge; pitcher baseline 8.4% barrel, 9.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.72,31.92,87.19,97.4186,0.3758,0.1376,0.3207,68.02,6.98,55.57,31.5,12.3,0.1788,8.4,39.92,89.02,0.4198,0.1688,25.96,,,Kauffman Stadium,
192,656305,Matt Chapman,SF,CHC,2026-06-14T02:05:00Z,Scheduled,6,Ben Brown,676962,R,42.0,Longshot,Watch List,"Projected Lineup, Hot Hitter/Streak",31.8,37.8,19.3,71.7,50.0,100.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,20,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 7.8% barrel, 6.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.66,40.25,89.47,101.136,0.3631,0.1348,0.3099,75.63,56.33,39.69,20.92,10.5,0.1619,7.83,43.87,90.93,0.3506,0.1284,23.55,,,Oracle Park,
193,687749,Jase Bowen,SD,BAL,2026-06-13T20:05:00Z,Pre-Game,8,Trey Gibson,694346,R,41.7,Longshot,Watch List,Strong Barrel,21.4,64.3,47.6,52.4,50.0,5.1,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,13,0,"Last 7 games: 2/13, 0 HR","same-side matchup; pitcher baseline 11.5% barrel, 2.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,10.0,10.0,82.5,90.3573,0.277,0.078,0.233,73.1,28.0,40.0,60.0,0.0,0.0,11.5,44.3,91.7,0.566,0.235,19.7,In From LF,85,Oriole Park at Camden Yards,
194,673548,Seiya Suzuki,CHC,SF,2026-06-14T02:05:00Z,Scheduled,6,Trevor McDonald,686790,R,41.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",47.1,21.3,19.3,71.7,50.0,66.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 3.9% barrel, 2.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.7,43.87,89.83,101.5991,0.4503,0.2005,0.3373,73.05,32.72,40.85,28.61,16.6,0.1959,3.87,39.93,89.65,0.3557,0.1094,11.7,,,Oracle Park,
195,672724,Oswald Peraza,LAA,TB,2026-06-14T02:07:00Z,Scheduled,4,Griffin Jax,643377,R,41.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",27.8,43.7,28.2,90.4,50.0,5.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,0,"Last 7 games: 4/26, 0 HR","same-side matchup; pitcher baseline 9.8% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.24,37.33,87.24,100.0724,0.3809,0.14,0.297,72.55,26.36,37.32,21.08,6.4,0.1455,9.82,39.97,88.43,0.4262,0.1709,22.67,,,Angel Stadium,
196,691026,Masyn Winn,STL,MIN,2026-06-13T18:10:00Z,Warmup,1,Connor Prielipp,687570,L,41.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",12.9,39.9,45.6,93.2,78.0,8.8,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.82,33.83,87.39,98.4633,0.3302,0.0825,0.2951,70.54,11.7,33.16,18.03,4.1,0.0925,9.2,36.4,89.7,0.384,0.162,26.4,In From LF,69,Target Field,
197,681351,Logan O'Hoppe,LAA,TB,2026-06-14T02:07:00Z,Scheduled,9,Griffin Jax,643377,R,40.9,Longshot,Watch List,"Projected Lineup, Strong Barrel",40.9,43.7,28.2,40.2,50.0,50.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,21,1,Contact streak: 7/21 over last 7 games,"same-side matchup; pitcher baseline 9.8% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.67,41.37,88.45,100.2331,0.3746,0.1662,0.2905,72.14,23.69,46.55,30.26,7.8,0.1216,9.82,39.97,88.43,0.4262,0.1709,22.67,,,Angel Stadium,
198,666023,Freddy Fermin,SD,BAL,2026-06-13T20:05:00Z,Pre-Game,9,Trey Gibson,694346,R,40.7,Longshot,Watch List,Hot Hitter/Streak,11.4,64.3,47.6,44.8,50.0,72.7,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 11.5% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.43,28.43,87.28,96.7684,0.3052,0.0977,0.264,69.74,6.42,38.32,27.79,3.6,0.1069,11.5,44.3,91.7,0.566,0.235,19.7,In From LF,85,Oriole Park at Camden Yards,
199,677649,Ezequiel Duran,TEX,BOS,2026-06-13T20:10:00Z,Pre-Game,5,Ranger Suarez,624133,L,40.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.4,23.0,56.2,81.9,78.0,28.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,0,"Last 7 games: 8/26, 0 HR","platoon edge; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.05,35.87,88.59,99.2283,0.3538,0.1041,0.2932,72.41,25.25,34.68,19.83,2.8,0.1292,6.34,32.43,87.2,0.3622,0.1201,23.47,L To R,84,Fenway Park,
200,690976,Alex Freeland,LAD,CWS,2026-06-13T20:10:00Z,Pre-Game,9,Sean Burke,680732,R,40.6,Longshot,Watch List,Platoon Edge,28.4,38.3,59.6,44.8,75.0,0.8,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,16,0,"Last 7 games: 2/16, 0 HR","switch hitter; pitcher baseline 7.8% barrel, 11.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.51,38.35,89.65,98.9457,0.3368,0.1301,0.2873,70.63,9.54,34.01,28.07,2.7,0.1102,7.77,38.15,89.32,0.3961,0.1557,29.3,L To R,81,Rate Field,
201,805300,Jakob Marsee,MIA,PIT,2026-06-13T20:05:00Z,Pre-Game,7,Bubba Chandler,696149,R,40.5,Longshot,Watch List,Platoon Edge,19.7,40.9,47.3,64.3,80.0,17.3,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,0,"Last 7 games: 4/17, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 6.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.95,37.41,87.36,98.644,0.3482,0.1134,0.319,70.5,6.14,39.2,24.45,3.6,0.1244,8.42,36.99,89.85,0.3989,0.1714,28.26,L To R,81,PNC Park,
202,656413,Stuart Fairchild,CLE,DET,2026-06-13T20:10:00Z,Pre-Game,7,Tarik Skubal,669373,L,40.4,Longshot,Watch List,Platoon Edge,29.7,27.1,53.6,64.3,78.0,0.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,10,0,"Last 7 games: 1/10, 0 HR","platoon edge; pitcher baseline 6.1% barrel, 6.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,4.17,45.83,90.76,99.4511,0.2336,0.1201,0.2941,70.53,5.07,47.51,44.99,0.0,0.0351,6.14,40.0,88.76,0.351,0.1051,24.15,L To R,81,Progressive Field,
203,694371,Tommy Troy,AZ,CIN,2026-06-13T20:10:00Z,Pre-Game,7,Rhett Lowder,695076,R,40.3,Longshot,Watch List,No major boost,22.7,40.2,61.3,64.3,50.0,9.3,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.7,28.2,85.3,97.6142,0.383,0.148,0.325,71.7,20.0,28.2,30.8,1.0,0.1,8.1,40.2,90.5,0.419,0.149,25.2,L To R,81,Great American Ball Park,
204,676391,Ernie Clement,TOR,NYY,2026-06-13T19:07:00Z,Pre-Game,5,Cam Schlittler,693645,R,40.2,Longshot,Watch List,No major boost,7.2,33.1,67.9,86.4,50.0,61.5,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.4% barrel, 5.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.75,25.44,85.69,95.3697,0.3513,0.0958,0.2778,67.67,2.89,42.97,26.78,7.6,0.1483,7.36,40.97,88.58,0.3567,0.1344,27.02,Out To RF,71,Rogers Centre,
205,669392,Samad Taylor,SD,BAL,2026-06-13T20:05:00Z,Pre-Game,6,Trey Gibson,694346,R,40.1,Longshot,Watch List,No major boost,2.6,64.3,47.6,76.2,50.0,29.4,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,6,6,19,0,"Last 6 games: 6/19, 0 HR","same-side matchup; pitcher baseline 11.5% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,27.06,82.91,94.4986,0.3042,0.0493,0.2845,68.88,5.18,30.81,3.75,0.0,0.0364,11.5,44.3,91.7,0.566,0.235,19.7,In From LF,85,Oriole Park at Camden Yards,
206,686452,Drew Millas,WSH,SEA,2026-06-13T20:05:00Z,Pre-Game,8,Luis Castillo,622491,R,40.1,Longshot,Watch List,Platoon Edge,2.4,56.5,67.2,52.4,75.0,31.9,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,1,"Last 7 games: 4/19, 1 HR","switch hitter; pitcher baseline 10.8% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.49,21.55,83.05,94.1813,0.3254,0.0828,0.291,67.26,3.22,35.73,15.81,1.4,0.1059,10.82,47.03,91.0,0.439,0.18,28.21,Out To RF,86,Nationals Park,
207,693304,Nick Gonzales,PIT,MIA,2026-06-13T20:05:00Z,Pre-Game,5,Lake Bachar,669199,R,40.1,Longshot,Watch List,No major boost,16.8,42.4,47.3,86.4,50.0,14.1,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 8.0% barrel, 6.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.52,38.17,86.56,98.6325,0.3911,0.1063,0.319,70.57,11.96,41.07,19.79,2.9,0.0803,7.97,41.85,90.37,0.3654,0.1612,34.09,L To R,81,PNC Park,
208,686780,Pedro Pagés,STL,MIN,2026-06-13T18:10:00Z,Warmup,8,Connor Prielipp,687570,L,39.8,Longshot,Watch List,Platoon Edge,26.7,39.9,45.6,52.4,78.0,5.1,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,13,0,"Last 7 games: 2/13, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.84,36.85,87.02,99.0628,0.3603,0.1425,0.2709,72.46,21.35,37.18,30.56,6.1,0.1344,9.2,36.4,89.7,0.384,0.162,26.4,In From LF,69,Target Field,
209,806068,Colt Emerson,SEA,WSH,2026-06-13T20:05:00Z,Pre-Game,9,Cade Cavalli,676917,R,39.8,Longshot,Watch List,Platoon Edge,18.4,32.2,67.2,44.8,80.0,48.7,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.9% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.5,30.4,87.8,96.8951,0.274,0.114,0.239,72.5,27.2,43.5,19.6,5.0,0.319,6.88,39.91,88.68,0.3937,0.1382,21.75,Out To RF,86,Nationals Park,
210,592663,J.T. Realmuto,PHI,MIL,2026-06-13T23:10:00Z,Scheduled,6,Shane Drohan,675660,L,39.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",28.8,37.6,27.6,71.7,78.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,23,0,"Last 7 games: 1/23, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.58,41.09,89.02,99.3591,0.3816,0.1349,0.3125,72.84,32.11,41.39,27.55,5.7,0.0976,9.4,39.6,88.6,0.357,0.137,29.2,,,American Family Field,
