rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
217,605170,Victor Caratini,MIN,NYY,2026-09-15T23:40:00Z,Pre-Game,7,Max Fried,608331,L,37.7,Longshot,Watch List,Platoon Edge,30.3,9.1,61.6,64.3,75.0,10.1,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,0,"Last 7 games: 3/16, 0 HR","switch hitter; pitcher baseline 3.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.93,40.0,89.33,99.0235,0.3886,0.149,0.3206,71.39,16.5,38.27,23.34,8.5,0.1128,3.47,31.74,86.15,0.2961,0.0872,23.65,Out To RF,69,Target Field,
218,806367,Turner Hill,SF,STL,2026-09-15T23:45:00Z,Pre-Game,6,Andre Pallante,669467,R,37.5,Longshot,Watch List,Platoon Edge,9.8,25.3,68.6,76.2,80.0,0.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,24,0,"Last 7 games: 2/24, 0 HR","platoon edge; pitcher baseline 5.4% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.2,30.6,87.0,96.2201,0.348,0.104,0.318,65.8,0.8,46.8,21.0,0.0,0.079,5.41,35.84,87.8,0.381,0.1279,17.4,Out To LF,91,Busch Stadium,
219,696285,Jacob Young,WSH,PHI,2026-09-15T22:45:00Z,Pre-Game,8,Cristopher Sánchez,650911,L,37.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",16.6,31.4,64.7,47.9,78.0,19.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,0,"Last 7 games: 5/20, 0 HR","platoon edge; pitcher baseline 6.7% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.63,31.54,87.6,97.7639,0.3682,0.1104,0.3089,69.21,2.16,35.21,24.28,7.6,0.1148,6.68,40.64,89.07,0.3541,0.1214,16.13,Out To LF,77,Nationals Park,
220,543760,Marcus Semien,NYM,BAL,2026-09-15T23:10:00Z,Scheduled,6,Shane Baz,669358,R,36.9,Longshot,Watch List,Projected Lineup,23.6,40.8,24.8,71.7,50.0,20.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.31,34.09,87.18,97.4332,0.3852,0.1404,0.3082,68.57,3.48,46.84,32.28,14.3,0.1277,7.54,40.94,89.77,0.3923,0.1483,25.85,,,Citi Field,
221,671976,Tristan Peters,CWS,CLE,2026-09-15T22:40:00Z,Pre-Game,9,Foster Griffin,656492,L,36.8,Longshot,Watch List,Good Environment,15.1,41.6,73.1,44.8,50.0,2.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","same-side matchup; pitcher baseline 8.7% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.99,35.87,87.29,98.1864,0.3306,0.1085,0.2663,69.3,5.32,41.91,20.09,8.4,0.1274,8.7,37.2,88.0,0.417,0.157,25.6,Out To CF,81,Progressive Field,
222,807712,Luke Keaschall,MIN,NYY,2026-09-15T23:40:00Z,Pre-Game,1,Max Fried,608331,L,36.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",12.7,9.9,61.6,93.2,78.0,16.1,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,0,"Last 7 games: 5/22, 0 HR","platoon edge; pitcher baseline 3.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.94,29.52,85.71,96.7048,0.3626,0.1132,0.3184,68.64,7.17,38.54,27.6,7.5,0.1213,3.47,31.74,86.15,0.2961,0.0872,23.65,Out To RF,69,Target Field,
223,691026,Masyn Winn,STL,SF,2026-09-15T23:45:00Z,Pre-Game,8,Blade Tidwell,694918,R,36.7,Longshot,Watch List,No major boost,16.4,36.8,68.6,52.4,50.0,7.0,Yes,No,8,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,0,"Last 7 games: 3/18, 0 HR","same-side matchup; pitcher baseline 8.9% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.89,35.09,88.23,98.6586,0.3379,0.0923,0.2951,71.31,16.33,32.6,22.02,6.2,0.0939,8.89,34.05,87.92,0.4087,0.1579,27.26,Out To LF,91,Busch Stadium,
224,686797,Brooks Lee,MIN,NYY,2026-09-15T23:40:00Z,Pre-Game,6,Max Fried,608331,L,36.5,Longshot,Watch List,Platoon Edge,21.8,9.1,61.6,76.2,75.0,9.8,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","switch hitter; pitcher baseline 3.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.75,35.49,88.25,97.7437,0.3558,0.1281,0.2792,69.92,8.56,41.85,29.98,20.9,0.1676,3.47,31.74,86.15,0.2961,0.0872,23.65,Out To RF,69,Target Field,
225,669392,Samad Taylor,SD,COL,2026-09-16T00:40:00Z,Scheduled,7,Kyle Freeland,607536,L,36.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",1.5,58.6,38.7,59.8,78.0,14.6,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","platoon edge; pitcher baseline 10.2% barrel, 23.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.68,19.57,81.79,93.4695,0.2979,0.0612,0.267,68.67,3.08,29.2,15.44,0.7,0.0532,10.24,43.87,90.47,0.4751,0.1931,28.24,,,Coors Field,
226,687401,Joey Ortiz,MIL,PIT,2026-09-15T22:40:00Z,Pre-Game,8,Lake Bachar,669199,R,36.4,Longshot,Watch List,No major boost,17.2,43.3,37.3,52.4,50.0,57.5,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,21,1,Contact streak: 8/21 over last 7 games,"same-side matchup; pitcher baseline 9.1% barrel, 12.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.91,35.74,87.7,99.0663,0.3438,0.0995,0.2925,72.93,30.08,31.98,20.1,8.4,0.122,9.09,36.6,89.32,0.3794,0.1731,32.06,In From RF,80,PNC Park,
227,643376,Danny Jansen,TEX,BOS,2026-09-16T00:05:00Z,Scheduled,8,Patrick Sandoval,663776,L,36.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.7,32.3,27.6,47.9,78.0,55.6,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,1,Contact streak: 7/19 over last 7 games,"platoon edge; pitcher baseline 6.5% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.4,35.01,87.6,97.9421,0.3199,0.1332,0.2727,69.92,6.53,53.56,28.21,8.4,0.1742,6.5,35.7,87.6,0.441,0.161,24.4,,,Globe Life Field,
228,656775,Cedric Mullins,TB,ATH,2026-09-15T22:40:00Z,Pre-Game,9,Jack Perkins,678022,R,36.1,Longshot,Watch List,Platoon Edge,20.5,40.3,41.1,44.8,80.0,0.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,20,0,"Last 7 games: 2/20, 0 HR","platoon edge; pitcher baseline 9.0% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.8,33.1,88.1,97.9206,0.3206,0.125,0.2708,71.03,9.99,45.53,32.15,14.9,0.1505,9.04,36.79,87.87,0.3741,0.1482,33.61,None,72,Tropicana Field,
229,677587,Brayan Rocchio,CLE,CWS,2026-09-15T22:40:00Z,Pre-Game,9,Chris Murphy,669684,L,36.0,Longshot,Watch List,"Good Environment, Platoon Edge",14.1,26.7,73.1,44.8,75.0,19.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","switch hitter; pitcher baseline 7.1% barrel, 2.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.09,32.35,87.23,97.3429,0.3517,0.1074,0.2936,69.86,6.66,43.71,25.44,10.6,0.121,7.08,38.01,87.63,0.3207,0.1129,31.88,Out To CF,81,Progressive Field,
230,514888,Jose Altuve,HOU,KC,2026-09-16T00:10:00Z,Scheduled,4,Michael Wacha,608379,R,36.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",14.2,36.6,27.6,90.4,50.0,24.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","same-side matchup; pitcher baseline 6.9% barrel, 21.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.08,31.74,85.45,97.0962,0.3441,0.1183,0.2811,69.0,9.85,45.15,23.07,18.3,0.1595,6.91,35.51,87.85,0.406,0.1605,28.81,,,Daikin Park,
231,622761,Jorge Mateo,TB,ATH,2026-09-15T22:40:00Z,Pre-Game,8,Jack Perkins,678022,R,35.9,Longshot,Watch List,No major boost,24.8,40.3,41.1,52.4,50.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,21,0,"Last 7 games: 2/21, 0 HR","same-side matchup; pitcher baseline 9.0% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.69,36.7,86.91,98.7682,0.3432,0.1286,0.2648,73.3,31.46,36.06,28.81,3.8,0.11,9.04,36.79,87.87,0.3741,0.1482,33.61,None,72,Tropicana Field,
232,688363,Graham Pauley,MIA,AZ,2026-09-16T01:40:00Z,Scheduled,8,Michael Soroka,647336,R,35.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",17.0,34.7,28.2,47.9,80.0,68.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,15,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.55,28.12,85.27,96.523,0.3255,0.1235,0.2626,71.21,15.38,48.92,29.5,4.0,0.1651,7.68,35.92,88.22,0.3937,0.1483,27.94,,,Chase Field,
233,686681,Michael Massey,KC,HOU,2026-09-16T00:10:00Z,Scheduled,7,Hunter Brown,686613,R,35.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",27.5,22.5,27.6,59.8,80.0,24.9,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","platoon edge; pitcher baseline 6.2% barrel, 12.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.19,38.32,88.97,98.7734,0.3929,0.1416,0.2951,71.43,12.26,49.01,30.17,8.6,0.1306,6.25,35.49,86.17,0.3278,0.122,23.3,,,Daikin Park,
234,806956,Ethan Salas,SD,COL,2026-09-16T00:40:00Z,Scheduled,9,Kyle Freeland,607536,L,35.3,Longshot,Watch List,Projected Lineup,16.2,58.6,38.7,40.2,50.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,16,0,"Last 7 games: 1/16, 0 HR","same-side matchup; pitcher baseline 10.2% barrel, 23.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,0.0,30.0,89.1,96.8397,0.199,0.102,0.125,69.6,21.9,20.0,40.0,0.0,0.125,10.24,43.87,90.47,0.4751,0.1931,28.24,,,Coors Field,
235,802415,Chandler Simpson,TB,ATH,2026-09-15T22:40:00Z,Pre-Game,6,Jack Perkins,678022,R,34.8,Longshot,Watch List,Platoon Edge,0.2,40.3,41.1,76.2,80.0,19.5,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,0,"Last 7 games: 7/28, 0 HR","platoon edge; pitcher baseline 9.0% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.0,14.43,83.81,92.8044,0.308,0.0382,0.2739,64.8,0.44,28.06,12.44,0.0,0.0486,9.04,36.79,87.87,0.3741,0.1482,33.61,None,72,Tropicana Field,
236,686765,Nick Sogard,BOS,TEX,2026-09-16T00:05:00Z,Scheduled,8,Jacob deGrom,594798,R,34.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.9,45.0,27.6,47.9,75.0,22.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","switch hitter; pitcher baseline 8.5% barrel, 21.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.83,30.85,86.56,96.975,0.3603,0.1128,0.3118,68.71,3.75,43.77,24.23,2.8,0.1225,8.53,43.93,90.31,0.3805,0.1546,29.25,,,Globe Life Field,
237,665877,José Fermín,STL,SF,2026-09-15T23:45:00Z,Pre-Game,9,Blade Tidwell,694918,R,33.9,Longshot,Watch List,No major boost,9.7,36.8,68.6,44.8,50.0,17.3,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,0,"Last 7 games: 4/17, 0 HR","same-side matchup; pitcher baseline 8.9% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.61,30.94,86.33,96.4746,0.3446,0.0906,0.3019,68.07,3.09,47.97,25.01,4.5,0.1165,8.89,34.05,87.92,0.4087,0.1579,27.26,Out To LF,91,Busch Stadium,
238,666152,David Hamilton,MIL,PIT,2026-09-15T22:40:00Z,Pre-Game,9,Lake Bachar,669199,R,33.8,Longshot,Watch List,Platoon Edge,10.6,43.3,37.3,44.8,80.0,17.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,0,"Last 7 games: 4/17, 0 HR","platoon edge; pitcher baseline 9.1% barrel, 12.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.04,27.8,86.81,96.8333,0.3127,0.0939,0.2698,69.66,6.66,35.53,24.48,4.6,0.1049,9.09,36.6,89.32,0.3794,0.1731,32.06,In From RF,80,PNC Park,
239,681987,Nate Eaton,BOS,TEX,2026-09-16T00:05:00Z,Scheduled,9,Jacob deGrom,594798,R,33.8,Longshot,Watch List,Projected Lineup,25.1,47.0,27.6,40.2,50.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,21,0,"Last 7 games: 1/21, 0 HR","same-side matchup; pitcher baseline 8.5% barrel, 21.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.49,36.45,88.1,98.4853,0.3153,0.1328,0.2776,73.16,28.61,50.93,18.22,1.0,0.1178,8.53,43.93,90.31,0.3805,0.1546,29.25,,,Globe Life Field,
240,683766,Christian Koss,SF,STL,2026-09-15T23:45:00Z,Pre-Game,9,Andre Pallante,669467,R,33.5,Longshot,Watch List,No major boost,10.6,25.3,68.6,44.8,50.0,57.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,21,1,Contact streak: 8/21 over last 7 games,"same-side matchup; pitcher baseline 5.4% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.16,29.4,84.87,97.1438,0.3285,0.0998,0.269,69.79,6.77,38.93,19.26,3.7,0.1026,5.41,35.84,87.8,0.381,0.1279,17.4,Out To LF,91,Busch Stadium,
241,687957,Dustin Harris,SD,COL,2026-09-16T00:40:00Z,Scheduled,8,Kyle Freeland,607536,L,33.5,Longshot,Watch List,Projected Lineup,4.4,58.6,38.7,47.9,50.0,19.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","same-side matchup; pitcher baseline 10.2% barrel, 23.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.02,22.33,85.29,95.1114,0.3443,0.0883,0.2989,67.03,2.94,48.34,21.42,0.3,0.1017,10.24,43.87,90.47,0.4751,0.1931,28.24,,,Coors Field,
242,656716,Zach McKinstry,DET,TOR,2026-09-15T23:07:00Z,Pre-Game,9,Braydon Fisher,680755,R,33.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",6.4,36.1,65.4,40.2,80.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,17,0,"Last 7 games: 2/17, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.23,24.48,85.77,95.6385,0.3272,0.0893,0.2917,67.85,3.72,40.54,26.88,6.4,0.1223,9.21,37.87,87.82,0.3566,0.1398,27.99,Out To CF,70,Rogers Centre,
243,669364,Xavier Edwards,MIA,AZ,2026-09-16T01:40:00Z,Scheduled,6,Michael Soroka,647336,R,33.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",8.7,33.8,28.2,71.7,75.0,22.4,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","switch hitter; pitcher baseline 7.7% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.48,28.77,86.73,96.5611,0.3509,0.09,0.3076,67.95,2.47,28.8,21.91,5.1,0.0861,7.68,35.92,88.22,0.3937,0.1483,27.94,,,Chase Field,
244,801126,Brock Rodden,SEA,LAA,2026-09-16T01:38:00Z,Scheduled,9,Ryan Johnson,696270,R,32.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.9,44.6,28.2,40.2,75.0,7.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,6,0,"Last 7 games: 1/6, 0 HR","switch hitter; pitcher baseline 9.4% barrel, 13.8 HR allowed",fly-ball profile; pitcher allows elevated contact,2.9,37.1,87.5,97.4451,0.207,0.071,0.227,69.1,2.0,54.3,42.9,0.0,0.091,9.41,36.49,87.75,0.4353,0.1833,33.88,,,Angel Stadium,
245,693304,Nick Gonzales,PIT,MIL,2026-09-15T22:40:00Z,Pre-Game,5,Jacob Misiorowski,694819,R,32.7,Longshot,Watch List,No major boost,16.2,19.2,37.3,86.4,50.0,12.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","same-side matchup; pitcher baseline 5.1% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.52,35.37,86.98,98.1262,0.3806,0.107,0.3155,70.71,12.52,36.94,21.4,5.7,0.0929,5.1,34.56,87.67,0.281,0.101,25.85,In From RF,80,PNC Park,
246,687462,Spencer Horwitz,PIT,MIL,2026-09-15T22:40:00Z,Pre-Game,8,Jacob Misiorowski,694819,R,32.7,Longshot,Watch List,Platoon Edge,21.6,19.2,37.3,52.4,80.0,17.7,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","platoon edge; pitcher baseline 5.1% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.69,33.06,87.05,97.5405,0.3657,0.1332,0.3155,68.68,5.39,39.66,27.77,10.3,0.1333,5.1,34.56,87.67,0.281,0.101,25.85,In From RF,80,PNC Park,
247,702332,Caleb Durbin,BOS,TEX,2026-09-16T00:05:00Z,Scheduled,7,Jacob deGrom,594798,R,32.0,Longshot,Watch List,Projected Lineup,4.2,47.0,27.6,59.8,50.0,45.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,1,"Last 7 games: 6/20, 1 HR","same-side matchup; pitcher baseline 8.5% barrel, 21.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.3,25.99,83.94,95.6068,0.3312,0.0909,0.298,68.88,5.02,40.74,20.1,12.4,0.1345,8.53,43.93,90.31,0.3805,0.1546,29.25,,,Globe Life Field,
248,676391,Ernie Clement,TOR,DET,2026-09-15T23:07:00Z,Pre-Game,9,Drew Anderson,623454,R,31.9,Longshot,Watch List,No major boost,4.7,39.1,65.4,44.8,50.0,8.1,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,0,"Last 7 games: 4/23, 0 HR","same-side matchup; pitcher baseline 8.4% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.12,21.94,84.85,94.5607,0.3338,0.0846,0.2701,67.32,2.61,40.03,27.97,9.0,0.1119,8.4,39.2,89.9,0.367,0.141,24.0,Out To CF,70,Rogers Centre,
249,691594,Javier Sanoja,MIA,AZ,2026-09-16T01:40:00Z,Scheduled,7,Michael Soroka,647336,R,31.9,Longshot,Watch List,Projected Lineup,11.3,34.7,28.2,59.8,50.0,53.9,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,1,Contact streak: 10/28 over last 7 games,"same-side matchup; pitcher baseline 7.7% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.36,32.83,87.45,97.5607,0.3518,0.0858,0.2911,69.0,6.53,37.52,19.18,8.1,0.1586,7.68,35.92,88.22,0.3937,0.1483,27.94,,,Chase Field,
250,690984,Petey Halpin,CLE,CWS,2026-09-15T22:40:00Z,Pre-Game,8,Chris Murphy,669684,L,31.7,Longshot,Watch List,Good Environment,6.3,27.0,73.1,52.4,50.0,7.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,12,0,"Last 7 games: 2/12, 0 HR","same-side matchup; pitcher baseline 7.1% barrel, 2.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.71,17.64,81.52,93.3984,0.3038,0.0868,0.2818,70.29,5.32,38.52,31.02,2.1,0.0665,7.08,38.01,87.63,0.3207,0.1129,31.88,Out To CF,81,Progressive Field,
251,668885,Austin Martin,MIN,NYY,2026-09-15T23:40:00Z,Pre-Game,9,Max Fried,608331,L,31.1,Longshot,Watch List,Platoon Edge,12.2,9.9,61.6,44.8,78.0,44.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,17,1,"Last 7 games: 5/17, 1 HR","platoon edge; pitcher baseline 3.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.82,32.16,86.76,97.3399,0.3477,0.0981,0.3212,68.83,4.34,40.44,20.91,2.4,0.0886,3.47,31.74,86.15,0.2961,0.0872,23.65,Out To RF,69,Target Field,
252,624428,Adam Frazier,LAA,SEA,2026-09-16T01:38:00Z,Scheduled,8,Logan Gilbert,669302,R,30.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",2.5,48.7,28.2,47.9,80.0,2.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,15,0,"Last 7 games: 2/15, 0 HR","platoon edge; pitcher baseline 9.7% barrel, 24.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.14,19.41,85.44,94.3877,0.2973,0.076,0.2636,65.38,1.6,41.88,23.49,2.8,0.1029,9.72,41.49,90.03,0.3831,0.161,28.47,,,Angel Stadium,
