rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
105,682626,Francisco Alvarez,NYM,CHC,2026-06-23T23:10:00Z,Pre-Game,9,Edward Cabrera,665795,R,48.6,Longshot,Watch List,Strong Barrel,54.2,55.9,36.3,44.8,50.0,22.4,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","same-side matchup; pitcher baseline 11.4% barrel, 14.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.48,46.81,91.21,102.7759,0.4482,0.2038,0.3323,74.28,44.79,43.91,24.26,6.8,0.1518,11.4,43.46,90.93,0.4318,0.1742,23.58,In From LF,71,Citi Field,
106,664761,Alec Bohm,PHI,WSH,2026-06-23T22:45:00Z,Pre-Game,5,PJ Poulin,676571,L,48.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",26.1,50.4,45.2,81.9,78.0,50.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 3.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.87,42.13,90.03,99.9291,0.3731,0.1215,0.3009,71.0,13.37,27.72,22.16,9.6,0.1318,8.7,46.59,91.33,0.4353,0.1797,28.7,In From CF,72,Nationals Park,
107,805999,A.J. Ewing,NYM,CHC,2026-06-23T23:10:00Z,Pre-Game,5,Edward Cabrera,665795,R,48.5,Longshot,Watch List,Platoon Edge,23.7,55.9,36.3,86.4,80.0,50.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"platoon edge; pitcher baseline 11.4% barrel, 14.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.6,40.2,88.6,99.8102,0.403,0.124,0.337,70.4,11.9,32.2,21.8,2.0,0.113,11.4,43.46,90.93,0.4318,0.1742,23.58,In From LF,71,Citi Field,
108,669004,MJ Melendez,NYM,CHC,2026-06-23T23:10:00Z,Pre-Game,8,Edward Cabrera,665795,R,48.5,Longshot,Watch List,Platoon Edge,45.8,55.9,36.3,52.4,80.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,10,0,"Last 7 games: 0/10, 0 HR","platoon edge; pitcher baseline 11.4% barrel, 14.9 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,9.85,51.92,93.0,101.7263,0.2869,0.1359,0.2507,73.78,36.56,53.66,41.83,3.1,0.1449,11.4,43.46,90.93,0.4318,0.1742,23.58,In From LF,71,Citi Field,
109,592518,Manny Machado,SD,ATL,2026-06-24T01:40:00Z,Scheduled,3,JR Ritchie,702275,R,48.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",45.9,38.6,22.6,92.1,50.0,60.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.0% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.45,45.83,90.87,101.8072,0.4292,0.1869,0.3235,74.5,43.07,41.41,24.93,17.9,0.1948,7.0,40.0,89.3,0.408,0.163,30.0,,,Petco Park,
110,641857,Ryan McMahon,NYY,DET,2026-06-23T22:40:00Z,Pre-Game,8,Casey Mize,663554,R,48.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",50.0,36.3,50.1,47.9,80.0,26.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,1,"Last 7 games: 3/17, 1 HR","platoon edge; pitcher baseline 8.3% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.61,49.03,91.41,102.1389,0.4099,0.1814,0.3094,74.49,47.03,37.56,31.61,11.6,0.1551,8.29,37.74,88.25,0.3679,0.1448,30.25,L To R,70,Comerica Park,
111,678554,Curtis Mead,WSH,PHI,2026-06-23T22:45:00Z,Pre-Game,2,Jesús Luzardo,666200,L,48.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",38.4,22.2,45.2,100.0,78.0,44.8,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.5% barrel, 11.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.05,40.26,88.2,99.6806,0.4305,0.1803,0.3408,72.88,31.46,41.44,33.03,9.3,0.1923,6.49,31.36,86.96,0.3459,0.1193,22.22,In From CF,72,Nationals Park,
112,542303,Marcell Ozuna,PIT,SEA,2026-06-23T22:40:00Z,Pre-Game,7,George Kirby,669923,R,47.9,Longshot,Watch List,No major boost,40.7,36.7,66.3,64.3,50.0,44.1,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","same-side matchup; pitcher baseline 6.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.4,40.19,89.55,100.2164,0.42,0.1894,0.3225,73.25,34.68,39.68,30.85,10.5,0.1323,6.92,42.43,89.9,0.3857,0.1332,24.17,Out To RF,76,PNC Park,
113,681198,TJ Rumfield,COL,BOS,2026-06-24T00:40:00Z,Pre-Game,4,Sonny Gray,543243,R,47.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",19.1,37.8,54.7,94.9,80.0,77.4,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 13.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.3,31.9,84.5,97.1256,0.391,0.145,0.32,69.1,9.5,46.5,27.4,12.0,0.201,8.12,38.46,88.83,0.4048,0.1509,20.75,In From RF,82,Coors Field,
114,663457,Lars Nootbaar,STL,AZ,2026-06-23T23:45:00Z,Pre-Game,7,Eduardo Rodriguez,593958,L,47.8,Longshot,Watch List,Strong Barrel,54.3,40.9,35.1,64.3,50.0,25.8,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 13.8 HR allowed",EV profile; pitcher fly-ball pressure modest,10.27,52.66,93.19,102.0854,0.4672,0.2089,0.3534,73.75,42.14,33.45,27.57,5.3,0.1592,8.06,35.55,88.27,0.4433,0.1797,25.79,In From RF,82,Busch Stadium,
115,608841,Joey Meneses,ATH,SF,2026-06-24T01:45:00Z,Scheduled,6,Robbie Ray,592662,L,47.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",37.9,57.4,19.3,71.7,78.0,32.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,1,1,3,0,Contact streak: 1/3 over last 1 games,"platoon edge; pitcher baseline 11.1% barrel, 16.4 HR allowed",lift-pull EV profile; pitcher allows elevated contact,0.0,66.7,98.3,102.5723,0.482,0.075,0.388,65.9,0.0,66.7,33.3,0.0,0.0,11.07,39.24,89.46,0.4396,0.2045,37.02,,,Oracle Park,
