rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
36,596019,Francisco Lindor,NYM,MIA,2026-09-07T17:10:00Z,In Progress,1,Eury Pérez,691587,R,53.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",45.6,46.4,35.0,93.2,75.0,40.1,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,28,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 9.8% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.11,46.85,90.92,100.4106,0.447,0.1975,0.3401,72.09,23.3,46.16,31.14,20.5,0.1955,9.84,41.39,89.24,0.3814,0.17,31.71,None,72,loanDepot park,
37,673548,Seiya Suzuki,CHC,MIL,2026-09-07T18:10:00Z,Pre-Game,2,Robert Gasser,688107,L,53.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",46.4,35.7,43.6,100.0,78.0,31.6,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,1,"Last 7 games: 5/24, 1 HR","platoon edge; pitcher baseline 7.7% barrel, 9.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.05,41.21,89.27,100.9539,0.4457,0.1987,0.3429,73.37,37.6,42.04,31.76,26.4,0.2169,7.67,36.98,88.34,0.3918,0.1558,26.82,In From CF,78,American Family Field,
38,672515,Gabriel Moreno,AZ,KC,2026-09-07T18:10:00Z,Warmup,3,Noah Cameron,702070,L,52.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",36.9,38.9,56.7,96.6,78.0,46.5,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,1,"Last 7 games: 8/26, 1 HR","platoon edge; pitcher baseline 7.4% barrel, 16.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.87,42.7,89.63,99.7284,0.4537,0.167,0.3593,71.46,20.14,35.22,25.75,11.1,0.1627,7.42,38.1,88.6,0.4068,0.1604,26.59,R To L,90,Kauffman Stadium,
39,621566,Matt Olson,ATL,PHI,2026-09-07T17:05:00Z,In Progress,4,Jesús Luzardo,666200,L,52.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",65.9,24.1,47.8,94.9,50.0,0.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,25,0,"Last 7 games: 1/25, 0 HR","same-side matchup; pitcher baseline 6.3% barrel, 15.3 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.75,51.2,92.81,103.7511,0.5025,0.2559,0.3551,74.53,47.54,38.21,33.27,34.6,0.2449,6.28,34.58,87.87,0.3235,0.1095,22.85,In From LF,77,Citizens Bank Park,
40,695491,Joshua Baez,STL,SF,2026-09-08T00:10:00Z,Scheduled,6,Logan Webb,657277,R,52.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",71.9,30.2,19.3,71.7,50.0,81.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,20,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.4% barrel, 11.9 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.9,53.2,93.8,103.16,0.502,0.275,0.337,77.5,72.7,42.6,36.2,7.0,0.342,6.41,38.87,88.58,0.3833,0.1275,19.14,,,Oracle Park,
41,687263,Zach Neto,LAA,BOS,2026-09-07T17:35:00Z,In Progress,1,Brayan Bello,678394,R,51.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",47.7,41.6,49.7,93.2,50.0,24.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,0,"Last 7 games: 7/25, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.18,42.61,90.09,100.3405,0.4285,0.2069,0.3167,71.4,14.46,47.55,34.4,23.9,0.1988,7.52,40.63,89.36,0.4496,0.1643,21.97,L To R,77,Fenway Park,
42,664034,Ty France,SD,WSH,2026-09-07T21:10:00Z,Scheduled,4,Jake Irvin,663623,R,51.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",42.3,61.6,22.6,90.4,50.0,50.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"same-side matchup; pitcher baseline 11.4% barrel, 21.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.1,46.93,91.18,101.0691,0.4264,0.1737,0.3308,71.77,19.88,35.87,25.46,16.1,0.1856,11.37,45.7,89.49,0.4651,0.2106,28.46,,,Petco Park,
43,663886,Tyler Stephenson,CIN,LAD,2026-09-08T01:10:00Z,Scheduled,4,,,,51.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",50.8,41.2,27.6,90.4,60.0,57.6,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.17,46.4,90.92,100.464,0.4361,0.2019,0.3278,70.45,7.0,37.43,33.01,14.4,0.1802,,,,,,,,,UNIQLO Field at Dodger Stadium,
44,683734,Andrew Vaughn,MIL,CHC,2026-09-07T18:10:00Z,Pre-Game,4,Matthew Boyd,571510,L,51.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",34.7,44.6,43.6,94.9,78.0,53.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,17,1,Contact streak: 6/17 over last 7 games,"platoon edge; pitcher baseline 9.3% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.38,44.69,90.48,100.1699,0.4153,0.1458,0.3406,70.46,12.94,34.07,24.9,8.4,0.15,9.35,38.14,88.22,0.4274,0.1699,26.06,In From CF,78,American Family Field,
45,690993,Colt Keith,DET,MIN,2026-09-07T19:10:00Z,Pre-Game,1,Joe Ryan,657746,R,51.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",35.6,53.2,41.1,93.2,80.0,10.1,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,0,"Last 7 games: 3/16, 0 HR","platoon edge; pitcher baseline 10.8% barrel, 19.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.94,42.51,89.3,100.2732,0.4321,0.1611,0.3368,71.54,16.48,37.87,26.09,10.2,0.1458,10.8,42.11,89.92,0.3921,0.1726,30.1,In From LF,77,Comerica Park,
46,805808,Kevin McGonigle,DET,MIN,2026-09-07T19:10:00Z,Pre-Game,2,Joe Ryan,657746,R,51.1,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",32.0,53.2,41.1,100.0,80.0,8.8,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","platoon edge; pitcher baseline 10.8% barrel, 19.7 HR allowed",fly-ball profile; pitcher allows elevated contact,6.9,36.6,88.0,98.2747,0.428,0.168,0.35,71.2,16.0,37.6,35.9,14.0,0.138,10.8,42.11,89.92,0.3921,0.1726,30.1,In From LF,77,Comerica Park,
47,686948,Drake Baldwin,ATL,PHI,2026-09-07T17:05:00Z,In Progress,2,Jesús Luzardo,666200,L,51.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",55.5,24.1,47.8,100.0,50.0,24.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","same-side matchup; pitcher baseline 6.3% barrel, 15.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.05,50.65,91.7,102.2697,0.487,0.2129,0.3614,75.3,56.72,32.15,25.39,21.1,0.1796,6.28,34.58,87.87,0.3235,0.1095,22.85,In From LF,77,Citizens Bank Park,
48,682626,Francisco Alvarez,NYM,MIA,2026-09-07T17:10:00Z,In Progress,7,Eury Pérez,691587,R,50.9,Longshot,Watch List,Strong Barrel,55.0,48.1,35.0,64.3,50.0,48.7,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.8% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.83,48.0,91.07,102.7303,0.4349,0.2059,0.326,74.11,42.04,37.96,25.59,13.8,0.1805,9.84,41.39,89.24,0.3814,0.17,31.71,None,72,loanDepot park,
49,605137,Josh Bell,MIN,DET,2026-09-07T19:10:00Z,Pre-Game,5,Troy Melton,675512,R,50.8,Longshot,Watch List,"Strong Barrel, Platoon Edge",44.2,35.8,41.1,86.4,75.0,52.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"switch hitter; pitcher baseline 7.2% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.21,43.5,90.05,101.0218,0.4521,0.1982,0.3394,72.33,28.71,41.71,26.99,19.2,0.1709,7.2,40.59,89.4,0.3787,0.1526,25.33,In From LF,77,Comerica Park,
50,679529,Spencer Torkelson,DET,MIN,2026-09-07T19:10:00Z,Pre-Game,7,Joe Ryan,657746,R,50.8,Longshot,Watch List,Strong Barrel,47.7,53.2,41.1,64.3,50.0,52.8,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.8% barrel, 19.7 HR allowed",fly-ball profile; pitcher allows elevated contact,12.73,42.23,89.57,100.1595,0.4133,0.1964,0.3172,73.07,26.09,47.84,35.62,24.7,0.1971,10.8,42.11,89.92,0.3921,0.1726,30.1,In From LF,77,Comerica Park,
51,680776,Jarren Duran,BOS,LAA,2026-09-07T17:35:00Z,In Progress,7,Grayson Rodriguez,680570,R,50.7,Longshot,Watch List,Platoon Edge,39.0,55.0,49.7,64.3,80.0,18.3,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,27,1,"Last 7 games: 3/27, 1 HR","platoon edge; pitcher baseline 9.3% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.49,42.53,90.54,102.0786,0.3918,0.1536,0.305,74.98,50.03,38.48,22.93,18.1,0.1636,9.3,46.4,90.8,0.46,0.19,28.3,L To R,77,Fenway Park,
52,686681,Michael Massey,KC,AZ,2026-09-07T18:10:00Z,Warmup,5,Derek Law,571882,R,50.3,Longshot,Watch List,Platoon Edge,28.1,49.5,56.7,86.4,80.0,27.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,0,"Last 7 games: 7/23, 0 HR","platoon edge; pitcher baseline 7.1% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.4,38.25,89.04,98.7473,0.3908,0.143,0.2937,71.5,12.54,49.36,31.01,8.6,0.1355,7.1,42.9,90.2,0.605,0.199,21.4,R To L,90,Kauffman Stadium,
53,680777,Ryan Jeffers,MIN,DET,2026-09-07T19:10:00Z,Pre-Game,4,Troy Melton,675512,R,50.1,Longshot,Watch List,"Premium Lineup Spot, Hot Hitter/Streak",40.7,36.9,41.1,94.9,50.0,77.4,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 7.2% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.8,41.47,89.09,101.0077,0.4364,0.185,0.3468,73.14,36.96,37.67,27.54,12.5,0.2024,7.2,40.59,89.4,0.3787,0.1526,25.33,In From LF,77,Comerica Park,
54,677942,Blaze Alexander,BAL,CLE,2026-09-07T17:35:00Z,In Progress,1,Joey Cantillo,676282,L,50.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",39.6,35.9,45.1,93.2,78.0,29.7,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,0,"Last 7 games: 7/22, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 14.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.18,46.7,91.6,100.6867,0.4307,0.1556,0.3373,72.17,24.7,35.42,21.85,4.9,0.1229,7.55,40.12,88.59,0.3672,0.1368,26.18,In From LF,78,Oriole Park at Camden Yards,
55,518692,Freddie Freeman,LAD,CIN,2026-09-08T01:10:00Z,Scheduled,2,Chase Burns,695505,R,50.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",40.7,40.3,27.6,95.5,80.0,43.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,1,"Last 7 games: 6/21, 1 HR","platoon edge; pitcher baseline 8.4% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.93,42.83,89.99,100.2812,0.4754,0.1881,0.3654,70.08,8.12,36.05,27.49,18.4,0.1727,8.45,40.45,89.64,0.3581,0.1467,28.94,,,UNIQLO Field at Dodger Stadium,
56,693307,Dillon Dingler,DET,MIN,2026-09-07T19:10:00Z,Pre-Game,5,Joe Ryan,657746,R,49.9,Longshot,Watch List,No major boost,42.7,53.2,41.1,86.4,50.0,6.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","same-side matchup; pitcher baseline 10.8% barrel, 19.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.76,43.74,88.95,100.5878,0.4671,0.1969,0.3448,71.77,15.62,40.94,28.99,22.1,0.1932,10.8,42.11,89.92,0.3921,0.1726,30.1,In From LF,77,Comerica Park,
57,608324,Alex Bregman,CHC,MIL,2026-09-07T18:10:00Z,Pre-Game,3,Robert Gasser,688107,L,49.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",27.7,35.7,43.6,96.6,78.0,88.9,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 9.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.04,39.57,88.7,98.3585,0.3927,0.1439,0.3237,70.09,5.01,47.49,27.16,22.2,0.1848,7.67,36.98,88.34,0.3918,0.1558,26.82,In From CF,78,American Family Field,
58,666182,Bo Bichette,NYM,MIA,2026-09-07T17:10:00Z,In Progress,3,Eury Pérez,691587,R,49.0,Longshot,Watch List,Premium Lineup Spot,33.7,48.1,35.0,96.6,50.0,62.4,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.8% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.2,43.69,89.95,101.0389,0.4359,0.1531,0.3341,69.66,13.09,26.42,23.23,16.6,0.1475,9.84,41.39,89.24,0.3814,0.17,31.71,None,72,loanDepot park,
59,670231,John Rave,KC,AZ,2026-09-07T18:10:00Z,Warmup,7,Derek Law,571882,R,49.0,Longshot,Watch List,Platoon Edge,33.1,49.5,56.7,64.3,80.0,30.3,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","platoon edge; pitcher baseline 7.1% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.42,36.92,88.3,100.0322,0.3861,0.1493,0.3118,74.18,42.17,43.47,24.64,4.0,0.1754,7.1,42.9,90.2,0.605,0.199,21.4,R To L,90,Kauffman Stadium,
60,694208,Moisés Ballesteros,LAA,BOS,2026-09-07T17:35:00Z,In Progress,5,Brayan Bello,678394,R,48.9,Longshot,Watch List,Platoon Edge,32.6,41.6,49.7,86.4,80.0,29.2,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.96,42.54,90.08,100.7828,0.3748,0.138,0.3025,72.36,30.28,34.92,20.44,5.5,0.1319,7.52,40.63,89.36,0.4496,0.1643,21.97,L To R,77,Fenway Park,
61,683146,Brett Baty,NYM,MIA,2026-09-07T17:10:00Z,In Progress,8,Eury Pérez,691587,R,48.8,Longshot,Watch List,"Strong Barrel, Platoon Edge",43.4,48.1,35.0,52.4,80.0,63.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,13,1,Contact streak: 6/13 over last 7 games,"platoon edge; pitcher baseline 9.8% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.73,43.4,90.28,101.7213,0.4108,0.1714,0.3158,75.08,53.93,36.24,25.89,11.7,0.1439,9.84,41.39,89.24,0.3814,0.17,31.71,None,72,loanDepot park,
62,592885,Christian Yelich,MIL,CHC,2026-09-07T18:10:00Z,Pre-Game,5,Matthew Boyd,571510,L,48.8,Longshot,Watch List,Strong Barrel,39.5,44.6,43.6,86.4,50.0,39.5,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,1,"Last 7 games: 6/23, 1 HR","same-side matchup; pitcher baseline 9.3% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.09,44.16,89.5,101.1595,0.4103,0.1709,0.3209,73.16,32.04,34.24,18.88,15.7,0.1586,9.35,38.14,88.22,0.4274,0.1699,26.06,In From CF,78,American Family Field,
63,701807,Carson Benge,NYM,MIA,2026-09-07T17:10:00Z,In Progress,4,Eury Pérez,691587,R,48.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",31.5,48.1,35.0,94.9,80.0,18.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.1,39.0,88.8,99.6659,0.432,0.154,0.336,70.9,17.3,32.7,27.2,16.0,0.14,9.84,41.39,89.24,0.3814,0.17,31.71,None,72,loanDepot park,
64,668930,Brice Turang,MIL,CHC,2026-09-07T18:10:00Z,Pre-Game,2,Matthew Boyd,571510,L,48.6,Longshot,Watch List,Premium Lineup Spot,35.5,44.6,43.6,100.0,50.0,24.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,0,"Last 7 games: 7/25, 0 HR","same-side matchup; pitcher baseline 9.3% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.51,43.06,90.47,100.2766,0.4206,0.167,0.3357,70.18,13.13,27.58,23.57,17.3,0.1624,9.35,38.14,88.22,0.4274,0.1699,26.06,In From CF,78,American Family Field,
65,664761,Alec Bohm,PHI,ATL,2026-09-07T17:05:00Z,In Progress,5,Grant Holmes,656550,R,48.4,Longshot,Watch List,No major boost,32.6,50.7,47.8,86.4,50.0,34.4,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","same-side matchup; pitcher baseline 9.0% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.13,44.02,90.59,100.339,0.4102,0.1467,0.3226,71.21,14.77,28.77,22.65,13.8,0.1367,8.98,43.09,90.8,0.4238,0.174,26.55,In From LF,77,Citizens Bank Park,
66,596115,Trevor Story,BOS,LAA,2026-09-07T17:35:00Z,In Progress,5,Grayson Rodriguez,680570,R,48.4,Longshot,Watch List,No major boost,27.2,55.0,49.7,86.4,50.0,44.1,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,29,0,Contact streak: 12/29 over last 7 games,"same-side matchup; pitcher baseline 9.3% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.19,42.45,89.44,100.1411,0.3503,0.1233,0.2697,71.03,14.17,42.72,23.69,9.6,0.1231,9.3,46.4,90.8,0.46,0.19,28.3,L To R,77,Fenway Park,
67,676475,Alec Burleson,STL,SF,2026-09-08T00:10:00Z,Scheduled,3,Logan Webb,657277,R,48.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",52.0,30.2,19.3,92.1,80.0,12.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,30,0,"Last 7 games: 6/30, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.55,47.41,91.63,101.9184,0.5046,0.2193,0.3646,73.21,34.49,43.96,27.54,20.1,0.1774,6.41,38.87,88.58,0.3833,0.1275,19.14,,,Oracle Park,
68,621438,Tyrone Taylor,CHC,MIL,2026-09-07T18:10:00Z,Pre-Game,4,Robert Gasser,688107,L,47.8,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",28.0,35.7,43.6,94.9,78.0,63.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,24,1,Contact streak: 12/24 over last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 9.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.51,34.68,86.71,98.3111,0.4109,0.1567,0.312,71.21,13.19,51.17,30.21,8.3,0.1926,7.67,36.98,88.34,0.3918,0.1558,26.82,In From CF,78,American Family Field,
69,699024,Leo Bernal,STL,SF,2026-09-08T00:10:00Z,Scheduled,5,Logan Webb,657277,R,47.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",52.1,28.9,19.3,81.9,75.0,50.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,6,8,24,1,Contact streak: 8/24 over last 6 games,"switch hitter; pitcher baseline 6.4% barrel, 11.9 HR allowed",EV profile; pitcher fly-ball pressure modest,5.3,68.4,95.7,102.9267,0.461,0.165,0.365,74.5,47.1,36.8,36.8,1.0,0.167,6.41,38.87,88.58,0.3833,0.1275,19.14,,,Oracle Park,
70,672960,Kazuma Okamoto,TOR,ATH,2026-09-08T02:05:00Z,Scheduled,5,Jacob Lopez,682052,L,47.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",50.6,24.5,30.9,81.9,78.0,40.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","platoon edge; pitcher baseline 6.1% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.9,43.9,90.5,101.2538,0.428,0.209,0.317,73.1,34.6,51.8,32.7,28.0,0.211,6.11,31.38,85.08,0.3459,0.1387,34.23,,,Sutter Health Park,
71,669016,Brandon Marsh,PHI,ATL,2026-09-07T17:05:00Z,In Progress,7,Grant Holmes,656550,R,47.6,Longshot,Watch List,Platoon Edge,36.6,50.7,47.8,64.3,80.0,0.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,13,0,"Last 7 games: 0/13, 0 HR","platoon edge; pitcher baseline 9.0% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.26,44.23,89.77,100.0439,0.4152,0.1571,0.3132,71.54,15.72,37.49,26.1,15.2,0.1553,8.98,43.09,90.8,0.4238,0.174,26.55,In From LF,77,Citizens Bank Park,
